[('Local', 'JJ')] 
[('', 'NN')] 
[('Clearly', 'RB')] 
[('', 'NN')] 
[('use', 'NN')] 
[('morphological', 'JJ')] 
[('data', 'NNS')] 
[('', 'NN')] 
[('case', 'NN')] 
[('', 'NN')] 
[('BV/', 'NN')] 
[('TV', 'NN')] 
[('', 'NN')] 
[('boneimplant', 'NN')] 
[('contact', 'NN')] 
[('', 'NN')] 
[('opposed', 'VBN')] 
[('mechanicaldata', 'NNS')] 
[('permits', 'NNS')] 
[('discrimination', 'NN')] 
[('TGF', 'NN')] 
[('htreatment', 'NN')] 
[('groups', 'NNS')] 
[('rat', 'NN')] 
[('model', 'NN')] 
[('smaller', 'JJR')] 
[('sample', 'NN')] 
[('sizes', 'NNS')] 
[('thanrequired', 'VBN')] 
[('mechanical', 'JJ')] 
[('endpoint', 'NN')] 
[('implant', 'NN')] 
[('fixation', 'NN')] 
[('strength', 'NN')] 
[('', 'NN')] 
[('It', 'PRP')] 
[('possible', 'JJ')] 
[('creating', 'VBG')] 
[('connections', 'NNS')] 
[('regenerating', 'VBG')] 
[('bone', 'NN')] 
[('host', 'NN')] 
[('bone', 'NN')] 
[('wouldlead', 'NN')] 
[('profound', 'NN')] 
[('mechanical', 'JJ')] 
[('effect', 'NN')] 
[('', 'NN')] 
[('However', 'RB')] 
[('', 'NN')] 
[('giventhat', 'NNS')] 
[('approximately', 'RB')] 
[('', 'NN')] 
[('%', 'NN')] 
[('variance', 'NN')] 
[('implant', 'NN')] 
[('fixationstrength', 'NN')] 
[('associated', 'VBN')] 
[('variance', 'NN')] 
[('boneimplantcontact', 'NN')] 
[('periimplant', 'NN')] 
[('BV/TV', 'NN')] 
[('present', 'NN')] 
[('study', 'NN')] 
[('', 'NN')] 
[('islikely', 'RB')] 
[('use', 'NN')] 
[('TGF', 'NN')] 
[('hdid', 'NN')] 
[('mechanical', 'JJ')] 
[('effect', 'NN')] 
[('', 'NN')] 
[('simply', 'RB')] 
[('directly', 'RB')] 
[('detectable', 'JJ')] 
[('', 'NN')] 
[('The', 'DT')] 
[('vitro', 'NN')] 
[('growth', 'NN')] 
[('factor', 'NN')] 
[('release', 'NN')] 
[('profile', 'NN')] 
[('found', 'NN')] 
[('present', 'NN')] 
[('study', 'NN')] 
[('consistent', 'NN')] 
[('previous', 'JJ')] 
[('work', 'NN')] 
[('ourlaboratory', 'NN')] 
[('canine', 'NN')] 
[('implants', 'NNS')] 
[('used', 'VBN')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('release', 'NN')] 
[('occurred', 'VBD')] 
[('rapidly', 'RB')] 
[('essentially', 'RB')] 
[('sustainedrelease', 'NN')] 
[('beyond', 'IN')] 
[('', 'NN')] 
[('h', 'NN')] 
[('In', 'IN')] 
[('rat', 'NN')] 
[('model', 'NN')] 
[('', 'NN')] 
[('wasapproximately', 'RB')] 
[('', 'NN')] 
[('%', 'NN')] 
[('cumulative', 'JJ')] 
[('release', 'NN')] 
[('opposed', 'VBN')] 
[('toapproximately', 'RB')] 
[('', 'NN')] 
[('%', 'NN')] 
[('cumulative', 'JJ')] 
[('release', 'NN')] 
[('canine', 'NN')] 
[('model', 'NN')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('', 'NN')] 
[('If', 'IN')] 
[('one', 'CD')] 
[('assumes', 'NNS')] 
[('released', 'VBN')] 
[('TGF', 'NN')] 
[('responsible', 'JJ')] 
[('biological', 'JJ')] 
[('activity', 'NN')] 
[('vitro', 'NN')] 
[('release', 'NN')] 
[('profile', 'NN')] 
[('characteristic', 'JJ')] 
[('vivo', 'NN')] 
[('profile', 'NN')] 
[('', 'NN')] 
[('TGF', 'NN')] 
[('h', 'NN')] 
[('’', 'NN')] 
[('effect', 'NN')] 
[('may', 'MD')] 
[('primarily', 'RB')] 
[('early', 'RB')] 
[('phase', 'NN')] 
[('', 'NN')] 
[('The', 'DT')] 
[('finding', 'VBG')] 
[('thetranscription', 'NN')] 
[('profiles', 'NNS')] 
[('inflammatory', 'NN')] 
[('marker', 'NN')] 
[('gene', 'NN')] 
[('', 'NN')] 
[('cyclooxygenase', 'NN')] 
[('', 'NN')] 
[('altered', 'VBN')] 
[('early', 'RB')] 
[('time', 'NN')] 
[('points', 'NNS')] 
[('following', 'VBG')] 
[('TGF', 'NN')] 
[('htreatment', 'NN')] 
[('model', 'NN')] 
[('consistent', 'NN')] 
[('interpretation', 'NN')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('', 'NN')] 
[('Alternatively', 'RB')] 
[('', 'NN')] 
[('possible', 'JJ')] 
[('growth', 'NN')] 
[('factor', 'NN')] 
[('retained', 'VBN')] 
[('implant', 'NN')] 
[('causes', 'NNS')] 
[('theTable', 'JJ')] 
[('', 'NN')] 
[('Results', 'NNS')] 
[('stepwise', 'NN')] 
[('multiple', 'NN')] 
[('regression', 'NN')] 
[('predicting', 'VBG')] 
[('implantfixation', 'NN')] 
[('strength', 'NN')] 
[('Model', 'NN')] 
[('', 'NN')] 
[('variables', 'NNS')] 
[('entered', 'VBN')] 
[('', 'NN')] 
[('Adjusted', 'VBN')] 
[('r', 'NN')] 
[('Significance', 'NN')] 
[('change', 'NN')] 
[('rOverall', 'NN')] 
[('significance', 'NN')] 
[('Boneimplant', 'NN')] 
[('contact', 'NN')] 
[('section', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Boneimplant', 'NN')] 
[('contact', 'NN')] 
[('section', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('BV/TV', 'NN')] 
[('section', 'NN')] 
[('', 'NN')] 
[('Boneimplant', 'NN')] 
[('contact', 'NN')] 
[('section', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('<', 'NN')] 
[('', 'NN')] 
[('BV/TV', 'NN')] 
[('section', 'NN')] 
[('', 'NN')] 
[('Boneimplant', 'NN')] 
[('contact', 'NN')] 
[('section', 'NN')] 
[('A', 'DT')] 
[('', 'NN')] 
[('De', 'NNP')] 
[('Ranieri', 'NN')] 
[('et', 'NN')] 
[('al', 'NN')] 
[('', 'NN')] 
[('/', 'NN')] 
[('Bone', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('enhancement', 'NN')] 
[('bone', 'NN')] 
[('formation', 'NN')] 
[('', 'NN')] 
[('implying', 'VBG')] 
[('anabolic', 'NN')] 
[('stimulus', 'NN')] 
[('available', 'JJ')] 
[('prolonged', 'VBN')] 
[('time', 'NN')] 
[('frame', 'NN')] 
[('', 'NN')] 
[('The', 'DT')] 
[('cascade', 'NN')] 
[('morphological', 'JJ')] 
[('events', 'NNS')] 
[('following', 'VBG')] 
[('marrow', 'NN')] 
[('ablation', 'NN')] 
[('well', 'RB')] 
[('defined', 'VBN')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('', 'NN')] 
[('In', 'IN')] 
[('rat', 'NN')] 
[('femoral', 'JJ')] 
[('implant', 'NN')] 
[('model', 'NN')] 
[('', 'NN')] 
[('basic', 'JJ')] 
[('regenerative', 'NN')] 
[('cycle', 'NN')] 
[('similar', 'JJ')] 
[('marrowablation', 'NN')] 
[('model', 'NN')] 
[('surgical', 'JJ')] 
[('injury', 'NN')] 
[('induces', 'NNS')] 
[('medullarybone', 'NN')] 
[('formation', 'NN')] 
[('within', 'IN')] 
[('', 'NN')] 
[('days', 'NNS')] 
[('', 'NN')] 
[('followed', 'VBD')] 
[('period', 'NN')] 
[('ofbone', 'NN')] 
[('remodeling', 'VBG')] 
[('much', 'JJ')] 
[('medullary', 'NN')] 
[('bone', 'NN')] 
[('removed', 'VBN')] 
[('', 'NN')] 
[('although', 'IN')] 
[('bone', 'NN')] 
[('left', 'NN')] 
[('contact', 'NN')] 
[('implant', 'NN')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('', 'NN')] 
[('In', 'IN')] 
[('present', 'NN')] 
[('study', 'NN')] 
[('', 'NN')] 
[('relatively', 'RB')] 
[('large', 'JJ')] 
[('volume', 'NN')] 
[('periimplant', 'NN')] 
[('bone', 'NN')] 
[('still', 'RB')] 
[('present', 'NN')] 
[('', 'NN')] 
[('days', 'NNS')] 
[('inthe', 'NN')] 
[('', 'NN')] 
[('Ag', 'NN')] 
[('TGF', 'NN')] 
[('hgroup', 'NN')] 
[('compared', 'VBN')] 
[('control', 'NN')] 
[('group', 'NN')] 
[('previous', 'JJ')] 
[('rat', 'NN')] 
[('implant', 'NN')] 
[('studies', 'NNS')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('', 'NN')] 
[('The', 'DT')] 
[('likely', 'JJ')] 
[('mecha', 'NN')] 
[('nism', 'NN')] 
[('action', 'NN')] 
[('inferred', 'VBN')] 
[('recent', 'JJ')] 
[('study', 'NN')] 
[('thesame', 'NN')] 
[('model', 'NN')] 
[('found', 'NN')] 
[('application', 'NN')] 
[('TGF', 'NN')] 
[('h', 'NN')] 
[('implant', 'NN')] 
[('led', 'VBN')] 
[('upregulation', 'NN')] 
[('gene', 'NN')] 
[('expression', 'NN')] 
[('several', 'JJ')] 
[('markers', 'NNS')] 
[('bone', 'NN')] 
[('formation', 'NN')] 
[('days', 'NNS')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('collagen', 'NN')] 
[('type', 'NN')] 
[('I', 'PRP')] 
[('', 'NN')] 
[('osteocalcin', 'NN')] 
[('', 'NN')] 
[('alkaline', 'NN')] 
[('phosphatase', 'NN')] 
[('', 'NN')] 
[('osteonectin', 'NN')] 
[('', 'NN')] 
[('osteopontin', 'NN')] 
[('', 'NN')] 
[('core', 'NN')] 
[('binding', 'NN')] 
[('factor', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('without', 'IN')] 
[('latesuppression', 'NN')] 
[('markers', 'NNS')] 
[('often', 'RB')] 
[('associated', 'VBN')] 
[('bone', 'NN')] 
[('remodeling', 'VBG')] 
[('', 'NN')] 
[('tumor', 'NN')] 
[('necrosis', 'NN')] 
[('factor', 'NN')] 
[('alpha', 'NN')] 
[('cyclooxygenase', 'NN')] 
[('', 'NN')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('', 'NN')] 
[('Thus', 'RB')] 
[('', 'NN')] 
[('likely', 'JJ')] 
[('', 'NN')] 
[('Ag', 'NN')] 
[('TGF', 'NN')] 
[('hdose', 'NN')] 
[('stimulated', 'VBN')] 
[('bone', 'NN')] 
[('formation', 'NN')] 
[('without', 'IN')] 
[('altering', 'VBG')] 
[('bone', 'NN')] 
[('resorption', 'NN')] 
[('', 'NN')] 
[('resulting', 'VBG')] 
[('inprolonged', 'VBN')] 
[('persistence', 'NN')] 
[('periimplant', 'NN')] 
[('bone', 'NN')] 
[('volume', 'NN')] 
[('', 'NN')] 
[('Acknowledgments', 'NNS')] 
[('Supported', 'VBN')] 
[('National', 'NNP')] 
[('Institutes', 'NNS')] 
[('Health', 'NNP')] 
[('grants', 'NNS')] 
[('AR', 'NN')] 
[('RR', 'NN')] 
[('Grainger', 'NN')] 
[('FoundationChris', 'NN')] 
[('Hendrick', 'NN')] 
[('', 'NN')] 
[('Eileen', 'NN')] 
[('Broderick', 'NNP')] 
[('', 'NN')] 
[('Amit', 'NN')] 
[('Ailiani', 'NN')] 
[('', 'NN')] 
[('SusanInfanger', 'NN')] 
[('provided', 'VBN')] 
[('technical', 'JJ')] 
[('assistance', 'NN')] 
[('', 'NN')] 
[('Implant', 'NN')] 
[('coatings', 'NNS')] 
[('gift', 'NN')] 
[('Zimmer', 'NN')] 
[('', 'NN')] 
[('Warsaw', 'NNP')] 
[('', 'NN')] 
[('IN', 'NN')] 
[('', 'NN')] 
[('recombinant', 'NN')] 
[('human', 'NN')] 
[('TGF', 'NN')] 
[('h', 'NN')] 
[('gift', 'NN')] 
[('Genzyme', 'NN')] 
[('Corporation', 'NN')] 
[('', 'NN')] 
[('Framingham', 'NN')] 
[('', 'NN')] 
[('MA', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('References', 'NNS')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('Sumner', 'NN')] 
[('DR', 'NN')] 
[('', 'NN')] 
[('Turner', 'NN')] 
[('TM', 'NN')] 
[('', 'NN')] 
[('Purchio', 'NN')] 
[('AF', 'NN')] 
[('', 'NN')] 
[('Gombotz', 'NN')] 
[('WR', 'NN')] 
[('', 'NN')] 
[('Urban', 'NN')] 
[('RM', 'NN')] 
[('', 'NN')] 
[('Galante', 'NNP')] 
[('JO', 'NN')] 
[('', 'NN')] 
[('Enhancement', 'NN')] 
[('bone', 'NN')] 
[('ingrowth', 'NN')] 
[('transforming', 'VBG')] 
[('growth', 'NN')] 
[('factor', 'NN')] 
[('beta', 'NN')] 
[('', 'NN')] 
[('J', 'NN')] 
[('Bone', 'NN')] 
[('Joint', 'JJ')] 
[('Surg', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('A', 'DT')] 
[('', 'NN')] 
[('', 'NN')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('Lind', 'VB')] 
[('M', 'NN')] 
[('', 'NN')] 
[('Overgaard', 'NN')] 
[('S', 'NN')] 
[('', 'NN')] 
[('Ongpipattanakul', 'NN')] 
[('B', 'NN')] 
[('', 'NN')] 
[('Nguyen', 'NN')] 
[('T', 'NN')] 
[('', 'NN')] 
[('Bu', 'NN')] 
[('¨nger', 'NN')] 
[('C', 'SYM')] 
[('', 'NN')] 
[('Søballe', 'NNP')] 
[('K', 'NNP')] 
[('Transforming', 'VBG')] 
[('growth', 'NN')] 
[('factor', 'NN')] 
[('h', 'NN')] 
[('stimulates', 'NNS')] 
[('bone', 'NN')] 
[('ongrowth', 'NN')] 
[('weightloaded', 'VBD')] 
[('tricalcium', 'NN')] 
[('phosphate', 'NN')] 
[('coated', 'VBN')] 
[('implants', 'NNS')] 
[('', 'NN')] 
[('J', 'NN')] 
[('Bone', 'NN')] 
[('JointSurg', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('B', 'NN')] 
[('', 'NN')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('Lind', 'VB')] 
[('M', 'NN')] 
[('', 'NN')] 
[('Overgaard', 'NN')] 
[('S', 'NN')] 
[('', 'NN')] 
[('Søballe', 'NNP')] 
[('K', 'NNP')] 
[('', 'NN')] 
[('Nguyen', 'NN')] 
[('T', 'NN')] 
[('', 'NN')] 
[('Ongpipattanakul', 'NN')] 
[('B', 'NN')] 
[('', 'NN')] 
[('Bu¨nger', 'NN')] 
[('C', 'SYM')] 
[('Transforming', 'VBG')] 
[('growth', 'NN')] 
[('factor', 'NN')] 
[('h', 'NN')] 
[('enhances', 'NNS')] 
[('bone', 'NN')] 
[('healing', 'VBG')] 
[('unloaded', 'JJ')] 
[('tricalcium', 'NN')] 
[('phosphate', 'NN')] 
[('coated', 'VBN')] 
[('implants', 'NNS')] 
[('', 'NN')] 
[('experimental', 'NN')] 
[('studyin', 'NN')] 
[('dogs', 'NNS')] 
[('', 'NN')] 
[('J', 'NN')] 
[('Orthop', 'NN')] 
[('Res', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('Sumner', 'NN')] 
[('DR', 'NN')] 
[('', 'NN')] 
[('Turner', 'NN')] 
[('TM', 'NN')] 
[('', 'NN')] 
[('Urban', 'NN')] 
[('RM', 'NN')] 
[('', 'NN')] 
[('Turek', 'NN')] 
[('T', 'NN')] 
[('', 'NN')] 
[('Seeherman', 'NN')] 
[('H', 'NN')] 
[('', 'NN')] 
[('Wozney', 'NN')] 
[('JM', 'NN')] 
[('', 'NN')] 
[('Locally', 'RB')] 
[('delivered', 'VBN')] 
[('rhBMP', 'NN')] 
[('enhances', 'NNS')] 
[('bone', 'NN')] 
[('ingrowth', 'NN')] 
[('gap', 'NN')] 
[('healing', 'VBG')] 
[('canine', 'NN')] 
[('model', 'NN')] 
[('', 'NN')] 
[('J', 'NN')] 
[('Orthop', 'NN')] 
[('Res', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('Amsel', 'NN')] 
[('S', 'NN')] 
[('', 'NN')] 
[('Maniatis', 'NN')] 
[('A', 'DT')] 
[('', 'NN')] 
[('Tavassoli', 'NN')] 
[('M', 'NN')] 
[('', 'NN')] 
[('Crosby', 'NN')] 
[('WH', 'NN')] 
[('', 'NN')] 
[('The', 'DT')] 
[('significance', 'NN')] 
[('intramedullary', 'JJ')] 
[('cancellous', 'JJ')] 
[('bone', 'NN')] 
[('formation', 'NN')] 
[('repair', 'NN')] 
[('bone', 'NN')] 
[('marrow', 'NN')] 
[('tissue', 'NN')] 
[('', 'NN')] 
[('Anat', 'NN')] 
[('Rec', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('Patt', 'NN')] 
[('HM', 'NN')] 
[('', 'NN')] 
[('Maloney', 'NN')] 
[('MA', 'NN')] 
[('', 'NN')] 
[('Bone', 'NN')] 
[('marrow', 'NN')] 
[('regeneration', 'NN')] 
[('local', 'JJ')] 
[('injury', 'NN')] 
[('', 'NN')] 
[('review', 'NN')] 
[('', 'NN')] 
[('Exp', 'NN')] 
[('Hematol', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('Bab', 'NN')] 
[('IA', 'NN')] 
[('', 'NN')] 
[('Postablation', 'NN')] 
[('bone', 'NN')] 
[('marrow', 'NN')] 
[('regeneration', 'NN')] 
[('', 'NN')] 
[('vivo', 'NN')] 
[('model', 'NN')] 
[('tostudy', 'NN')] 
[('differential', 'NN')] 
[('regulation', 'NN')] 
[('bone', 'NN')] 
[('formation', 'NN')] 
[('resorption', 'NN')] 
[('', 'NN')] 
[('Bone', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('S', 'NN')] 
[('S', 'NN')] 
[('', 'NN')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('Liang', 'NN')] 
[('CT', 'NN')] 
[('', 'NN')] 
[('Barnes', 'NNS')] 
[('J', 'NN')] 
[('', 'NN')] 
[('Seedor', 'NN')] 
[('JG', 'NN')] 
[('', 'NN')] 
[('Quartuccio', 'NN')] 
[('HA', 'NN')] 
[('', 'NN')] 
[('Bolander', 'NN')] 
[('M', 'NN')] 
[('', 'NN')] 
[('Jeffrey', 'NNP')] 
[('JJ', 'NN')] 
[('', 'NN')] 
[('et', 'NN')] 
[('al', 'NN')] 
[('', 'NN')] 
[('Impaired', 'JJ')] 
[('bone', 'NN')] 
[('activity', 'NN')] 
[('aged', 'VBN')] 
[('rats', 'NNS')] 
[('', 'NN')] 
[('alterations', 'NNS')] 
[('cellular', 'JJ')] 
[('molecular', 'NN')] 
[('levels', 'NNS')] 
[('', 'NN')] 
[('Bone', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('Suva', 'NN')] 
[('LJ', 'NN')] 
[('', 'NN')] 
[('Seedor', 'NN')] 
[('JG', 'NN')] 
[('', 'NN')] 
[('Endo', 'NN')] 
[('N', 'NN')] 
[('', 'NN')] 
[('Quartuccio', 'NN')] 
[('HA', 'NN')] 
[('', 'NN')] 
[('Thompson', 'NNP')] 
[('DD', 'NN')] 
[('', 'NN')] 
[('Bab', 'NN')] 
[('I', 'PRP')] 
[('', 'NN')] 
[('et', 'NN')] 
[('al', 'NN')] 
[('', 'NN')] 
[('Pattern', 'NN')] 
[('gene', 'NN')] 
[('expression', 'NN')] 
[('following', 'VBG')] 
[('rat', 'NN')] 
[('tibial', 'NN')] 
[('marrow', 'NN')] 
[('ablation', 'NN')] 
[('', 'NN')] 
[('J', 'NN')] 
[('Bone', 'NN')] 
[('Miner', 'NN')] 
[('Res', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('Tanaka', 'NN')] 
[('H', 'NN')] 
[('', 'NN')] 
[('Barnes', 'NNS')] 
[('J', 'NN')] 
[('', 'NN')] 
[('Liang', 'NN')] 
[('CT', 'NN')] 
[('Effect', 'NN')] 
[('age', 'NN')] 
[('expression', 'NN')] 
[('insulinlike', 'NN')] 
[('growth', 'NN')] 
[('factorI', 'NN')] 
[('', 'NN')] 
[('interleukin', 'NN')] 
[('', 'NN')] 
[('transforming', 'VBG')] 
[('growthfactorhmRNAs', 'NN')] 
[('rat', 'NN')] 
[('femurs', 'NNS')] 
[('following', 'VBG')] 
[('marrow', 'NN')] 
[('ablation', 'NN')] 
[('', 'NN')] 
[('Bone', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('Ishizaka', 'NN')] 
[('M', 'NN')] 
[('', 'NN')] 
[('Tanizawa', 'NN')] 
[('T', 'NN')] 
[('', 'NN')] 
[('Sofue', 'NN')] 
[('M', 'NN')] 
[('', 'NN')] 
[('Dohmae', 'NN')] 
[('Y', 'NN')] 
[('', 'NN')] 
[('Endo', 'NN')] 
[('N', 'NN')] 
[('', 'NN')] 
[('Takahashi', 'NN')] 
[('HE', 'NN')] 
[('', 'NN')] 
[('Bone', 'NN')] 
[('particles', 'NNS')] 
[('disturb', 'NN')] 
[('new', 'JJ')] 
[('bone', 'NN')] 
[('formation', 'NN')] 
[('interface', 'NN')] 
[('thetitanium', 'NN')] 
[('implant', 'NN')] 
[('reaming', 'VBG')] 
[('marrow', 'NN')] 
[('cavity', 'NN')] 
[('', 'NN')] 
[('Bone', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('Hara', 'NN')] 
[('T', 'NN')] 
[('', 'NN')] 
[('Hayashi', 'NN')] 
[('K', 'NNP')] 
[('', 'NN')] 
[('Nakashima', 'NN')] 
[('Y', 'NN')] 
[('', 'NN')] 
[('Kanemaru', 'NNP')] 
[('T', 'NN')] 
[('', 'NN')] 
[('Iwamoto', 'NN')] 
[('Y', 'NN')] 
[('', 'NN')] 
[('The', 'DT')] 
[('effect', 'NN')] 
[('hydroxyapatite', 'NN')] 
[('coating', 'VBG')] 
[('bonding', 'NN')] 
[('bone', 'NN')] 
[('titanium', 'NN')] 
[('implants', 'NNS')] 
[('femora', 'NNS')] 
[('ovariectomised', 'VBN')] 
[('rats', 'NNS')] 
[('', 'NN')] 
[('J', 'NN')] 
[('Bone', 'NN')] 
[('Joint', 'JJ')] 
[('Surg', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('B', 'NN')] 
[('', 'NN')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('Schmidmaier', 'NN')] 
[('G', 'NN')] 
[('', 'NN')] 
[('Wildemann', 'NN')] 
[('B', 'NN')] 
[('', 'NN')] 
[('Schwabe', 'NN')] 
[('P', 'NN')] 
[('', 'NN')] 
[('Stange', 'NN')] 
[('R', 'NN')] 
[('', 'NN')] 
[('Hoffmann', 'NN')] 
[('J', 'NN')] 
[('', 'NN')] 
[('Sudkamp', 'NN')] 
[('NP', 'NN')] 
[('', 'NN')] 
[('et', 'NN')] 
[('al', 'NN')] 
[('', 'NN')] 
[('A', 'DT')] 
[('new', 'JJ')] 
[('electrochemically', 'RB')] 
[('graded', 'VBN')] 
[('hydroxyapatite', 'NN')] 
[('coating', 'VBG')] 
[('osteosynthetic', 'JJ')] 
[('implants', 'NNS')] 
[('promotes', 'NNS')] 
[('implant', 'NN')] 
[('osteointegration', 'NN')] 
[('rat', 'NN')] 
[('model', 'NN')] 
[('', 'NN')] 
[('J', 'NN')] 
[('Biomed', 'VBN')] 
[('Mater', 'NN')] 
[('Res', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('Kuroda', 'NNP')] 
[('S', 'NN')] 
[('', 'NN')] 
[('Virdi', 'NN')] 
[('AS', 'IN')] 
[('', 'NN')] 
[('Li', 'NN')] 
[('P', 'NN')] 
[('', 'NN')] 
[('Healy', 'NN')] 
[('KE', 'NNP')] 
[('', 'NN')] 
[('Sumner', 'NN')] 
[('DR', 'NN')] 
[('A', 'DT')] 
[('low', 'JJ')] 
[('temperature', 'NN')] 
[('biomimetic', 'JJ')] 
[('calcium', 'NN')] 
[('phosphate', 'NN')] 
[('surface', 'NN')] 
[('enhances', 'NNS')] 
[('early', 'RB')] 
[('implant', 'NN')] 
[('fixation', 'NN')] 
[('rat', 'NN')] 
[('model', 'NN')] 
[('', 'NN')] 
[('J', 'NN')] 
[('Biomed', 'VBN')] 
[('Mater', 'NN')] 
[('Res', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('A', 'DT')] 
[('', 'NN')] 
[('', 'NN')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('De', 'NNP')] 
[('Ranieri', 'NN')] 
[('A', 'DT')] 
[('', 'NN')] 
[('Virdi', 'NN')] 
[('AS', 'IN')] 
[('', 'NN')] 
[('Kuroda', 'NNP')] 
[('S', 'NN')] 
[('', 'NN')] 
[('Healy', 'NN')] 
[('KE', 'NNP')] 
[('', 'NN')] 
[('Sumner', 'NN')] 
[('DR', 'NN')] 
[('', 'NN')] 
[('Saline', 'NN')] 
[('irrigation', 'NN')] 
[('affect', 'NN')] 
[('bone', 'NN')] 
[('formation', 'NN')] 
[('implant', 'NN')] 
[('fixation', 'NN')] 
[('strength', 'NN')] 
[('rat', 'NN')] 
[('model', 'NN')] 
[('', 'NN')] 
[('J', 'NN')] 
[('Biomed', 'VBN')] 
[('Mater', 'NN')] 
[('Res', 'NN')] 
[('[', 'NN')] 
[('In', 'IN')] 
[('press', 'NN')] 
[(']', 'NN')] 
[('', 'NN')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('Clarke', 'NN')] 
[('SA', 'NNP')] 
[('', 'NN')] 
[('Brooks', 'NNP')] 
[('RA', 'NNP')] 
[('', 'NN')] 
[('Lee', 'NNP')] 
[('PT', 'NN')] 
[('', 'NN')] 
[('Rushton', 'NN')] 
[('N', 'NN')] 
[('Bone', 'NN')] 
[('growth', 'NN')] 
[('ceramicfilled', 'VBN')] 
[('defect', 'NN')] 
[('around', 'IN')] 
[('implant', 'NN')] 
[('', 'NN')] 
[('The', 'DT')] 
[('response', 'NN')] 
[('transforminggrowth', 'NN')] 
[('factor', 'NN')] 
[('beta', 'NN')] 
[('', 'NN')] 
[('J', 'NN')] 
[('Bone', 'NN')] 
[('Joint', 'JJ')] 
[('Surg', 'NN')] 
[('', 'NN')] 
[('Br', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('[', 'NN')] 
