[('Selective', 'JJ')] 
[('', 'NN')] 
[('laminin', 'NN')] 
[('', 'NN')] 
[('cells', 'NNS')] 
[('unattached', 'JJ')] 
[('second', 'JJ')] 
[('selection', 'NN')] 
[('step', 'NN')] 
[('plated', 'VBN')] 
[('', 'NN')] 
[('h', 'NN')] 
[('withculture', 'NN')] 
[('medium', 'NN')] 
[('containing', 'VBG')] 
[('excess', 'NN')] 
[('FCS', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('%', 'NN')] 
[('final', 'JJ')] 
[('concentration', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('uncoated', 'JJ')] 
[('unsaturated', 'JJ')] 
[('wells', 'NNS')] 
[('', 'NN')] 
[('recovery', 'NN')] 
[('step', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Plates', 'NNS')] 
[('processed', 'VBN')] 
[('cellcounting', 'VBG')] 
[('', 'NN')] 
[('B', 'NN')] 
[('', 'NN')] 
[('andnoduledevelopmentandquantitation', 'NN')] 
[('[', 'NN')] 
[('', 'NN')] 
[('C', 'SYM')] 
[('', 'NN')] 
[('nodulesformed/', 'NN')] 
[('cells', 'NNS')] 
[('attached', 'VBN')] 
[('percent', 'NN')] 
[('OP', 'NN')] 
[(']', 'NN')] 
[('', 'NN')] 
[('“', 'NN')] 
[('Total', 'JJ')] 
[('”', 'NN')] 
[('sum', 'NN')] 
[('cells', 'NNS')] 
[('attached', 'VBN')] 
[('[', 'NN')] 
[('', 'NN')] 
[('B', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('ratio', 'NN')] 
[('nodules', 'NNS')] 
[('formed', 'VBN')] 
[('cells', 'NNS')] 
[('attached', 'VBN')] 
[('', 'NN')] 
[('[', 'NN')] 
[('', 'NN')] 
[('C', 'SYM')] 
[('', 'NN')] 
[(']', 'NN')] 
[('', 'NN')] 
[('thethreesuccessivesstepsonlamininorcontrolsDataaremean', 'NN')] 
[('SDof', 'NN')] 
[('sixculturewells', 'NNS')] 
[('', 'NN')] 
[('', 'NN')] 
[('p', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('p', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('pvsmatchedcontrol', 'NN')] 
[('', 'NN')] 
[('#', '#')] 
[('p', 'NN')] 
[('vs', 'NN')] 
[('first', 'RB')] 
[('selection', 'NN')] 
[('step', 'NN')] 
[('', 'NN')] 
[('MannWhitney', 'NN')] 
[('Utest', 'JJS')] 
[('', 'NN')] 
[('', 'NN')] 
[('See', 'VB')] 
[('Material', 'NN')] 
[('Methodsfor', 'NNS')] 
[('details', 'NNS')] 
[('Bone', 'NN')] 
[('Vol', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('No', 'DT')] 
[('', 'NN')] 
[('', 'NN')] 
[('P', 'NN')] 
[('Roche', 'NN')] 
[('et', 'NN')] 
[('al', 'NN')] 
[('', 'NN')] 
[('April', 'NNP')] 
[('', 'NN')] 
[('Osteoprogenitor', 'NN')] 
[('attachment', 'NN')] 
[('laminin', 'NN')] 
[('Matrix', 'NN')] 
[('proteins', 'NNS')] 
[('may', 'MD')] 
[('affect', 'NN')] 
[('proliferation', 'NN')] 
[('differentia', 'NN')] 
[('tion', 'NN')] 
[('adherent', 'NN')] 
[('cells', 'NNS')] 
[('', 'NN')] 
[('For', 'IN')] 
[('instance', 'NN')] 
[('', 'NN')] 
[('Moursi', 'NN')] 
[('et', 'NN')] 
[('alrecently', 'RB')] 
[('analyzed', 'VBN')] 
[('effect', 'NN')] 
[('fibronectin', 'NN')] 
[('osteogenesis', 'NN')] 
[('RC', 'NN')] 
[('cellcultures', 'NNS')] 
[('', 'NN')] 
[('showed', 'VBD')] 
[('initiation', 'NN')] 
[('and/or', 'NN')] 
[('maturation', 'NN')] 
[('bonenodules', 'NNS')] 
[('blocked', 'VBN')] 
[('fibronectin', 'NN')] 
[('fragments', 'NNS')] 
[('', 'NN')] 
[('In', 'IN')] 
[('experiments', 'NNS')] 
[('', 'NN')] 
[('conceivable', 'JJ')] 
[('laminin', 'NN')] 
[('would', 'MD')] 
[('induced', 'JJ')] 
[('thecommitment', 'NN')] 
[('osteoblast', 'NN')] 
[('lineage', 'NN')] 
[('progenitors', 'NNS')] 
[('thatmay', 'NN')] 
[('present', 'NN')] 
[('RC', 'NN')] 
[('cell', 'NN')] 
[('population', 'NN')] 
[('', 'NN')] 
[('would', 'MD')] 
[('differentiate', 'NN')] 
[('osteoblasts', 'NNS')] 
[('normal', 'JJ')] 
[('conditions', 'NNS')] 
[('', 'NN')] 
[('To', 'TO')] 
[('clarify', 'NN')] 
[('point', 'NN')] 
[('', 'NN')] 
[('experimentsweredesignedinwhichanyeffectofcoatedproteinsoncellattachmentwasbypassed', 'VBN')] 
[('', 'NN')] 
[('inordertotestspecificallytheiraction', 'NN')] 
[('OP', 'NN')] 
[('differentiation', 'NN')] 
[('', 'NN')] 
[('In', 'IN')] 
[('tests', 'NNS')] 
[('', 'NN')] 
[('bone', 'NN')] 
[('nodule', 'NN')] 
[('formation', 'NN')] 
[('cells', 'NNS')] 
[('plated', 'VBN')] 
[('laminin', 'NN')] 
[('significantly', 'RB')] 
[('differentfrom', 'NN')] 
[('controls', 'NNS')] 
[('', 'NN')] 
[('Also', 'RB')] 
[('', 'NN')] 
[('depletion', 'NN')] 
[('experiments', 'NNS')] 
[('showed', 'VBD')] 
[('shortduration', 'NN')] 
[('plating', 'VBG')] 
[('laminin', 'NN')] 
[('enriched', 'VBN')] 
[('cell', 'NN')] 
[('population', 'NN')] 
[('attached', 'VBN')] 
[('OP', 'NN')] 
[('', 'NN')] 
[('depleted', 'VBN')] 
[('recovered', 'VBN')] 
[('population', 'NN')] 
[('', 'NN')] 
[('wouldbeexpectedfromacellattachmentprocessMoreover', 'NN')] 
[('', 'NN')] 
[('theoverall', 'NN')] 
[('nodulecell', 'NN')] 
[('ratio', 'NN')] 
[('cells', 'NNS')] 
[('attached', 'VBN')] 
[('selection', 'NN')] 
[('', 'NN')] 
[('recovery', 'NN')] 
[('steps', 'NNS')] 
[('higher', 'JJR')] 
[('lamininselected', 'VBN')] 
[('cells', 'NNS')] 
[('thanfor', 'NN')] 
[('controls', 'NNS')] 
[('', 'NN')] 
[('indicating', 'VBG')] 
[('“', 'NN')] 
[('new', 'JJ')] 
[('”', 'NN')] 
[('progenitor', 'NN')] 
[('differentiated', 'VBN')] 
[('population', 'NN')] 
[('plated', 'VBN')] 
[('laminin', 'NN')] 
[('thedistribution', 'NN')] 
[('OP', 'NN')] 
[('successive', 'NN')] 
[('attachment', 'NN')] 
[('steps', 'NNS')] 
[('hadchanged', 'VBN')] 
[('', 'NN')] 
[('Vukicevik', 'NN')] 
[('et', 'NN')] 
[('al', 'NN')] 
[('', 'NN')] 
[('reported', 'VBD')] 
[('stimulation', 'NN')] 
[('expres', 'NNS')] 
[('sion', 'NN')] 
[('osteoblast', 'NN')] 
[('phenotype', 'NN')] 
[('MCTE', 'NN')] 
[('RC', 'NN')] 
[('cellsplated', 'VBN')] 
[('laminin', 'NN')] 
[('', 'NN')] 
[('assessed', 'VBN')] 
[('alkaline', 'NN')] 
[('phosphatase', 'NN')] 
[('staining', 'VBG')] 
[('', 'NN')] 
[('However', 'RB')] 
[('', 'NN')] 
[('attempt', 'NN')] 
[('done', 'VBN')] 
[('work', 'NN')] 
[('address', 'NN')] 
[('theheterogeneity', 'NN')] 
[('RC', 'NN')] 
[('cell', 'NN')] 
[('populations', 'NNS')] 
[('', 'NN')] 
[('clear', 'JJ')] 
[('whethertheirobservationsreflectthedifferentiationofuncommitedcells', 'NNS')] 
[('', 'NN')] 
[('phenotypic', 'NN')] 
[('modulation', 'NN')] 
[('cells', 'NNS')] 
[('already', 'RB')] 
[('commited', 'VBN')] 
[('theosteoblast', 'NN')] 
[('lineage', 'NN')] 
[('', 'NN')] 
[('Also', 'RB')] 
[('', 'NN')] 
[('although', 'IN')] 
[('bone', 'NN')] 
[('nodule', 'NN')] 
[('formation', 'NN')] 
[('wasobserved', 'VBN')] 
[('cultures', 'NNS')] 
[('', 'NN')] 
[('quantitation', 'NN')] 
[('reported', 'VBD')] 
[('', 'NN')] 
[('Althoughfewercellsattachedtolaminininourexperiments', 'NNS')] 
[('', 'NN')] 
[('theyformed', 'VBN')] 
[('greater', 'JJR')] 
[('absolute', 'NN')] 
[('number', 'NN')] 
[('nodules', 'NNS')] 
[('controlwells', 'NNS')] 
[('', 'NN')] 
[('see', 'VB')] 
[('Figure', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('suggesting', 'VBG')] 
[('laminin', 'NN')] 
[('actively', 'RB')] 
[('promotesthe', 'NN')] 
[('attachment', 'NN')] 
[('OP', 'NN')] 
[('substrate', 'NN')] 
[('', 'NN')] 
[('thus', 'RB')] 
[('exerting', 'VBG')] 
[('positiveselection', 'NN')] 
[('', 'NN')] 
[('An', 'DT')] 
[('alternate', 'NN')] 
[('hypothesis', 'NN')] 
[('laminin', 'NN')] 
[('inhibits', 'NNS')] 
[('theattachment', 'NN')] 
[('least', 'JJS')] 
[('one', 'CD')] 
[('cell', 'NN')] 
[('type', 'NN')] 
[('', 'NN')] 
[('whose', 'WP$')] 
[('presence', 'NN')] 
[('wouldinhibit', 'NN')] 
[('OP', 'NN')] 
[('differentiation', 'NN')] 
[('culture', 'NN')] 
[('', 'NN')] 
[('To', 'TO')] 
[('best', 'JJS')] 
[('ourknowledge', 'NN')] 
[('', 'NN')] 
[('evidence', 'NN')] 
[('effect', 'NN')] 
[('reported', 'VBD')] 
[('inthe', 'NN')] 
[('RC', 'NN')] 
[('cell', 'NN')] 
[('culture', 'NN')] 
[('systemin', 'NN')] 
[('contrast', 'NN')] 
[('rat', 'NN')] 
[('bone', 'NN')] 
[('marrowstromalcellcultures', 'NNS')] 
[('', 'NN')] 
[('inwhichinhibitionofOPdifferentiationbyaddedfibroblasticcellshasbeendocumented', 'VBN')] 
[('', 'NN')] 
[('Thelattermodel', 'NN')] 
[('show', 'NN')] 
[('linear', 'NN')] 
[('relationship', 'NN')] 
[('bone', 'NN')] 
[('nodule', 'NN')] 
[('formation', 'NN')] 
[('cell', 'NN')] 
[('numbers', 'NNS')] 
[('limiting', 'VBG')] 
[('dilution', 'NN')] 
[('analysis', 'NN')] 
[('', 'NN')] 
[('suggeststheinterferenceofatleastoneothercelltypeintheprocessof', 'NN')] 
[('OP', 'NN')] 
[('differentiation', 'NN')] 
[('', 'NN')] 
[('Although', 'IN')] 
[('linear', 'NN')] 
[('relationship', 'NN')] 
[('men', 'NNS')] 
[('tioned', 'VBN')] 
[('earlier', 'RBR')] 
[('RC', 'NN')] 
[('cells', 'NNS')] 
[('plated', 'VBN')] 
[('nodules', 'NNS')] 
[('formed', 'VBN')] 
[('', 'NN')] 
[('see', 'VB')] 
[('also', 'RB')] 
[('Figure', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('provide', 'NN')] 
[('evidence', 'NN')] 
[('existence', 'NN')] 
[('thismodel', 'NN')] 
[('limiting', 'VBG')] 
[('cell', 'NN')] 
[('type', 'NN')] 
[('OP', 'NN')] 
[('', 'NN')] 
[('resultsdo', 'NN')] 
[('rule', 'NN')] 
[('possibility', 'NN')] 
[('negative', 'JJ')] 
[('selection', 'NN')] 
[('one', 'CD')] 
[('orseveral', 'JJ')] 
[('hitherto', 'NN')] 
[('undiscovered', 'JJ')] 
[('inhibitory', 'NN')] 
[('cell', 'NN')] 
[('types', 'NNS')] 
[('', 'NN')] 
[('Laminins', 'NNS')] 
[('family', 'NN')] 
[('heterotrimeric', 'NN')] 
[('proteins', 'NNS')] 
[('', 'NN')] 
[('different', 'JJ')] 
[('variants', 'NNS')] 
[('described', 'NN')] 
[('date', 'NN')] 
[('', 'NN')] 
[('composed', 'VBN')] 
[('fromfive', 'JJ')] 
[('types', 'NNS')] 
[('achains', 'NNS')] 
[('', 'NN')] 
[('three', 'CD')] 
[('types', 'NNS')] 
[('bchains', 'NNS')] 
[('', 'NN')] 
[('two', 'CD')] 
[('types', 'NNS')] 
[('gchains', 'NNS')] 
[('', 'NN')] 
[('Most', 'JJS')] 
[('studies', 'NNS')] 
[('cell', 'NN')] 
[('attachment', 'NN')] 
[('', 'NN')] 
[('including', 'VBG')] 
[('', 'NN')] 
[('used', 'VBN')] 
[('laminin', 'NN')] 
[('', 'NN')] 
[('a', 'DT')] 
[('', 'NN')] 
[('b', 'NN')] 
[('', 'NN')] 
[('g', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('The', 'DT')] 
[('cellular', 'JJ')] 
[('receptors', 'NNS')] 
[('laminins', 'NNS')] 
[('include', 'NN')] 
[('eight', 'CD')] 
[('different', 'JJ')] 
[('integrins', 'NNS')] 
[('', 'NN')] 
[('mostly', 'RB')] 
[('b', 'NN')] 
[('group', 'NN')] 
[('', 'NN')] 
[('well', 'RB')] 
[('nonintegrin', 'NN')] 
[('receptors', 'NNS')] 
[('', 'NN')] 
[('dystroglycan', 'JJ')] 
[('Adhesive', 'JJ')] 
[('sequences', 'NNS')] 
[('described', 'NN')] 
[('Nterminal', 'JJ')] 
[('arm', 'NN')] 
[('bchain', 'NN')] 
[('', 'NN')] 
[('LGTIPG', 'NN')] 
[('', 'NN')] 
[('YIGSR', 'NN')] 
[('', 'NN')] 
[('long', 'RB')] 
[('arm', 'NN')] 
[('a', 'DT')] 
[('', 'NN')] 
[('IKVAV', 'NN')] 
[('', 'NN')] 
[('An', 'DT')] 
[('antiadhesive', 'JJ')] 
[('site', 'NN')] 
[('also', 'RB')] 
[('postulated', 'VBN')] 
[('short', 'JJ')] 
[('arm', 'NN')] 
[('aThe', 'NN')] 
[('attachment', 'NN')] 
[('osteoblastlike', 'NN')] 
[('cells', 'NNS')] 
[('laminin', 'NN')] 
[('shown', 'VBN')] 
[('blocked', 'VBN')] 
[('antilaminin', 'NN')] 
[('antibodies', 'NNS')] 
[('antagonized', 'VBN')] 
[('IKVAV', 'NN')] 
[('', 'NN')] 
[('In', 'IN')] 
[('experiments', 'NNS')] 
[('shown', 'VBN')] 
[('', 'NN')] 
[('confirmed', 'VBN')] 
[('high', 'JJ')] 
[('affinity', 'NN')] 
[('RC', 'NN')] 
[('cells', 'NNS')] 
[('IKVAV', 'NN')] 
[('', 'NN')] 
[('however', 'RB')] 
[('', 'NN')] 
[('antilaminin', 'NN')] 
[('antibody', 'NN')] 
[('adhesive', 'JJ')] 
[('sequencepeptidefromlaminincouldblockorcompeteouttheinhibitionof', 'NN')] 
[('cell', 'NN')] 
[('attachment', 'NN')] 
[('', 'NN')] 
[('selection', 'NN')] 
[('OP', 'NN')] 
[('laminin', 'NN')] 
[('', 'NN')] 
[('asobserved', 'VBN')] 
[('assays', 'NNS')] 
[('', 'NN')] 
[('Other', 'JJ')] 
[('groups', 'NNS')] 
[('have', 'VB')] 
[('reported', 'VBD')] 
[('inability', 'NN')] 
[('antilaminin', 'NN')] 
[('antibodies', 'NNS')] 
[('block', 'NN')] 
[('antiadhesiveactivity', 'NN')] 
[('laminin', 'NN')] 
[('', 'NN')] 
[('Experiments', 'NNS')] 
[('underway', 'RB')] 
[('identify', 'VB')] 
[('thedomains/sequencesandcellreceptorsinvolvedintheinteractionsof', 'NN')] 
[('RC', 'NN')] 
[('cell', 'NN')] 
[('population', 'NN')] 
[('OP', 'NN')] 
[('laminin', 'NN')] 
[('', 'NN')] 
[('Glucocorticoids', 'NNS')] 
[('Dex', 'NN')] 
[('strongly', 'RB')] 
[('stimulate', 'NN')] 
[('bone', 'NN')] 
[('nodule', 'NN')] 
[('formation', 'NN')] 
[('RC', 'NN')] 
[('cell', 'NN')] 
[('cultures', 'NNS')] 
[('', 'NN')] 
[('Using', 'VBG')] 
[('RC', 'NN')] 
[('cell', 'NN')] 
[('sorting', 'VBG')] 
[('immunopanning', 'VBG')] 
[('', 'NN')] 
[('Turksen', 'NN')] 
[('Aubinhave', 'VB')] 
[('shown', 'VBN')] 
[('existence', 'NN')] 
[('two', 'CD')] 
[('types', 'NNS')] 
[('OP', 'NN')] 
[('', 'NN')] 
[('presumably', 'RB')] 
[('earlier', 'RBR')] 
[('one', 'CD')] 
[('', 'NN')] 
[('notexpress', 'NN')] 
[('alkaline', 'NN')] 
[('phosphatase', 'NN')] 
[('requires', 'VBZ')] 
[('Dex', 'NN')] 
[('undergo', 'NN')] 
[('osteoblastic', 'JJ')] 
[('differentiation', 'NN')] 
[('', 'NN')] 
[('later', 'RB')] 
[('', 'NN')] 
[('alkaline', 'NN')] 
[('phosphatasepositive', 'NN')] 
[('', 'NN')] 
[('Dexindependent', 'NN')] 
[('type', 'NN')] 
[('', 'NN')] 
[('When', 'WRB')] 
[('successive', 'NN')] 
[('populations', 'NNS')] 
[('RC', 'NN')] 
[('cellswere', 'RB')] 
[('compared', 'VBN')] 
[('OP', 'NN')] 
[('selection', 'NN')] 
[('laminin', 'NN')] 
[('', 'NN')] 
[('fractions', 'NNS')] 
[('Figure', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('OP', 'NN')] 
[('recruitment', 'NN')] 
[('laminin', 'NN')] 
[('successive', 'NN')] 
[('RC', 'NN')] 
[('cell', 'NN')] 
[('popu', 'NN')] 
[('lations', 'NNS')] 
[('', 'NN')] 
[('Each', 'DT')] 
[('cell', 'NN')] 
[('population', 'NN')] 
[('obtained', 'VBN')] 
[('successive', 'NN')] 
[('', 'NN')] 
[('IV', 'NN')] 
[('', 'NN')] 
[('digestion', 'NN')] 
[('stepsoffetalratcalvariaewasplatedinculturemediumandgrownfordayswith', 'NN')] 
[('', 'NN')] 
[('shaded', 'VBD')] 
[('bars', 'NNS')] 
[('', 'NN')] 
[('without', 'IN')] 
[('', 'NN')] 
[('unfilled', 'JJ')] 
[('bars', 'NNS')] 
[('', 'NN')] 
[('', 'NN')] 
[('nmol/L', 'NN')] 
[('Dex', 'NN')] 
[('', 'NN')] 
[('thenprocessed', 'VBN')] 
[('bone', 'NN')] 
[('nodule', 'NN')] 
[('counting', 'NN')] 
[('', 'NN')] 
[('A', 'DT')] 
[('', 'NN')] 
[('', 'NN')] 
[('Alternatively', 'RB')] 
[('', 'NN')] 
[('cells', 'NNS')] 
[('wereplated', 'VBN')] 
[('', 'NN')] 
[('min', 'NN')] 
[('wells', 'NNS')] 
[('coated', 'VBN')] 
[('', 'NN')] 
[('filled', 'VBN')] 
[('bars', 'NNS')] 
[('', 'NN')] 
[('', 'NN')] 
[('hatched', 'VBN')] 
[('bars', 'NNS')] 
[('', 'NN')] 
[('withlaminin', 'NN')] 
[('', 'NN')] 
[('nonadherent', 'NN')] 
[('cells', 'NNS')] 
[('removed', 'VBN')] 
[('cultures', 'NNS')] 
[('eitherstopped', 'VBD')] 
[('cell', 'NN')] 
[('counting', 'NN')] 
[('grown', 'NN')] 
[('', 'NN')] 
[('days', 'NNS')] 
[('', 'NN')] 
[('nmol/L', 'NN')] 
[('Dex', 'NN')] 
[('forassessment', 'NN')] 
[('bone', 'NN')] 
[('nodule', 'NN')] 
[('formation', 'NN')] 
[('', 'NN')] 
[('B', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('A', 'DT')] 
[('', 'NN')] 
[('Dex', 'NN')] 
[('dependency', 'NN')] 
[('bonenoduleformationinsuccessiveRCcellpopulationsDataaremean', 'NN')] 
[('SD', 'NN')] 
[('six', 'CD')] 
[('culture', 'NN')] 
[('wells', 'NNS')] 
[('', 'NN')] 
[('', 'NN')] 
[('p', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('p', 'NN')] 
[('vs', 'NN')] 
[('without', 'IN')] 
[('Dex', 'NN')] 
[('', 'NN')] 
[('Mann', 'NN')] 
[('WhitneyUtest', 'JJS')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('B', 'NN')] 
[('', 'NN')] 
[('Osteoprogenitor', 'NN')] 
[('recruitment', 'NN')] 
[('laminin', 'NN')] 
[('higher', 'JJR')] 
[('inearlyRCcellpopulations', 'NNS')] 
[('', 'NN')] 
[('IandII', 'NN')] 
[('', 'NN')] 
[('Dataaremean', 'NN')] 
[('SDofsixculture', 'NN')] 
[('wells', 'NNS')] 
[('', 'NN')] 
[('', 'NN')] 
[('p', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('p', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('p', 'NN')] 
[('vs', 'NN')] 
[('populationmatched', 'VBN')] 
[('control', 'NN')] 
[('', 'NN')] 
[('MannWhitney', 'NN')] 
[('Utest', 'JJS')] 
[('', 'NN')] 
[('', 'NN')] 
[('P', 'NN')] 
[('Roche', 'NN')] 
[('et', 'NN')] 
[('al', 'NN')] 
[('', 'NN')] 
[('Bone', 'NN')] 
[('Vol', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('No', 'DT')] 
[('', 'NN')] 
[('', 'NN')] 
[('Osteoprogenitor', 'NN')] 
[('attachment', 'NN')] 
[('laminin', 'NN')] 
[('April', 'NNP')] 
[('', 'NN')] 
[('laminin', 'NN')] 
[('efficient', 'NN')] 
[('first', 'RB')] 
[('ones', 'NNS')] 
[('', 'NN')] 
[('populations', 'NNS')] 
[('I', 'PRP')] 
[('II', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('corresponding', 'VBG')] 
[('fibroblastlike', 'NN')] 
[('', 'NN')] 
[('easilyaccessible', 'JJ')] 
[('cell', 'NN')] 
[('populations', 'NNS')] 
[('containing', 'VBG')] 
[('earlier', 'RBR')] 
[('', 'NN')] 
[('less', 'RBR')] 
[('differentiatedcellstages', 'NNS')] 
[('', 'NN')] 
[('Thesepopulationswerealsothemostrespon', 'NN')] 
[('sive', 'NN')] 
[('Dex', 'NN')] 
[('bone', 'NN')] 
[('nodule', 'NN')] 
[('formation', 'NN')] 
[('', 'NN')] 
[('suggesting', 'VBG')] 
[('areenriched', 'VBN')] 
[('early', 'RB')] 
[('OP', 'NN')] 
[('', 'NN')] 
[('Our', 'PRP$')] 
[('data', 'NNS')] 
[('thus', 'RB')] 
[('indicate', 'NN')] 
[('efficientselection', 'NN')] 
[('laminin', 'NN')] 
[('early', 'RB')] 
[('OP', 'NN')] 
[('population', 'NN')] 
[('', 'NN')] 
[('thosepresent', 'NN')] 
[('periosteal', 'NN')] 
[('compartment', 'NN')] 
[('calvaria', 'NNS')] 
[('', 'NN')] 
[('Although', 'IN')] 
[('laminin', 'NN')] 
[('long', 'RB')] 
[('used', 'VBN')] 
[('paradigm', 'NN')] 
[('whole', 'JJ')] 
[('laminin', 'NN')] 
[('family', 'NN')] 
[('', 'NN')] 
[('variant', 'NN')] 
[('recently', 'RB')] 
[('shown', 'VBN')] 
[('tohave', 'NN')] 
[('restricted', 'VBN')] 
[('distribution', 'NN')] 
[('', 'NN')] 
[('and', 'CC')] 
[('likely', 'JJ')] 
[('present', 'NN')] 
[('bone', 'NN')] 
[('', 'NN')] 
[('However', 'RB')] 
[('', 'NN')] 
[('laminins', 'NNS')] 
[('major', 'JJ')] 
[('component', 'NN')] 
[('ofbasement', 'NN')] 
[('membranes', 'NNS')] 
[('', 'NN')] 
[('and', 'CC')] 
[('angiogenesis', 'NN')] 
[('vascular', 'NN')] 
[('invasion', 'NN')] 
[('arecloselyassociatedwiththeprocessesofneoosteogenesisandfracture', 'NN')] 
[('repair', 'NN')] 
[('', 'NN')] 
[('The', 'DT')] 
[('stromal', 'NN')] 
[('component', 'NN')] 
[('bone', 'NN')] 
[('marrow', 'NN')] 
[('orig', 'NN')] 
[('inates', 'NNS')] 
[('periosteum', 'NN')] 
[('', 'NN')] 
[('penetrates', 'NNS')] 
[('newly', 'RB')] 
[('formed', 'VBN')] 
[('marrow', 'NN')] 
[('cavity', 'NN')] 
[('bone', 'NN')] 
[('along', 'IN')] 
[('blood', 'NN')] 
[('vessels', 'NNS')] 
[('at', 'IN')] 
[('sites', 'NNS')] 
[('abundant', 'NN')] 
[('laminin', 'NN')] 
[('expression', 'NN')] 
[('documentedAlso', 'NN')] 
[('', 'NN')] 
[('adult', 'NN')] 
[('bone', 'NN')] 
[('', 'NN')] 
[('vascular', 'NN')] 
[('components', 'NNS')] 
[('fenestrated', 'VBN')] 
[('capillariesarealwayspresentinthevicinityofboneformingcellsLamininsare', 'NN')] 
[('thus', 'RB')] 
[('likely', 'JJ')] 
[('locally', 'RB')] 
[('abundant', 'NN')] 
[('component', 'NN')] 
[('thecell', 'NN')] 
[('microenvironment', 'NN')] 
[('', 'NN')] 
[('although', 'IN')] 
[('identity', 'NN')] 
[('distribution', 'NN')] 
[('ofthe', 'NN')] 
[('variants', 'NNS')] 
[('expressed', 'VBN')] 
[('bone', 'NN')] 
[('development', 'NN')] 
[('remodelingremain', 'NN')] 
[('established', 'VBN')] 
[('', 'NN')] 
[('Also', 'RB')] 
[('', 'NN')] 
[('results', 'NNS')] 
[('reminiscent', 'NN')] 
[('theopposite', 'NN')] 
[('adhesive', 'JJ')] 
[('antiadhesive', 'JJ')] 
[('effects', 'NNS')] 
[('laminin', 'NN')] 
[('fordifferent', 'NN')] 
[('neuronal', 'JJ')] 
[('populations', 'NNS')] 
[('', 'NN')] 
[('which', 'WDT')] 
[('prompted', 'VBN')] 
[('investigators', 'NNS')] 
[('tosuggestaroleforlamininsinorientedcellmigrationwithintheneural', 'JJ')] 
[('tissue', 'NN')] 
[('', 'NN')] 
[('Obviously', 'RB')] 
[('caution', 'NN')] 
[('must', 'MD')] 
[('observed', 'VBN')] 
[('extrap', 'NN')] 
[('olating', 'VBG')] 
[('results', 'NNS')] 
[('timelimited', 'VBN')] 
[('assay', 'NN')] 
[('situation', 'NN')] 
[('whichthe', 'NN')] 
[('cells', 'NNS')] 
[('maintain', 'NN')] 
[('permanent', 'NN')] 
[('contact', 'NN')] 
[('complexenvironment', 'NN')] 
[('', 'NN')] 
[('ultimately', 'RB')] 
[('vivo', 'NN')] 
[('studies', 'NNS')] 
[('clarify', 'NN')] 
[('thepossible', 'JJ')] 
[('role', 'NN')] 
[('laminins', 'NNS')] 
[('cell', 'NN')] 
[('biology', 'NN')] 
[('bone', 'NN')] 
[('', 'NN')] 
[('Whateverthe', 'NN')] 
[('biological', 'JJ')] 
[('significance', 'NN')] 
[('observations', 'NNS')] 
[('', 'NN')] 
[('discovery', 'NN')] 
[('ofa', 'NN')] 
[('protein', 'NN')] 
[('high', 'JJ')] 
[('affinity', 'NN')] 
[('early', 'RB')] 
[('OP', 'NN')] 
[('provide', 'NN')] 
[('anapproach', 'NN')] 
[('enriching', 'VBG')] 
[('', 'NN')] 
[('cellsorting', 'VBG')] 
[('techniques', 'NNS')] 
[('', 'NN')] 
[('precursorpopulation', 'NN')] 
[('whose', 'WP$')] 
[('study', 'NN')] 
[('far', 'RB')] 
[('much', 'JJ')] 
[('hampered', 'VBN')] 
[('thelack', 'NN')] 
[('specific', 'JJ')] 
[('markers', 'NNS')] 
[('', 'NN')] 
[('', 'NN')] 
[('Acknowledgments', 'NNS')] 
[('', 'NN')] 
[('The', 'DT')] 
[('authors', 'NNS')] 
[('thank', 'NN')] 
[('Dr', 'NN')] 
[('Jane', 'NN')] 
[('E', 'NN')] 
[('Aubin', 'NN')] 
[('', 'NN')] 
[('Dr', 'NN')] 
[('Fina', 'NNP')] 
[('Liu', 'NN')] 
[('', 'NN')] 
[('Dr', 'NN')] 
[('Pierre', 'NN')] 
[('Jurdic', 'NN')] 
[('', 'NN')] 
[('Dr', 'NN')] 
