biodegradable, ADJ 
1999;44:446, NOUN 
55, NUM 

, SPACE 

, SPACE 
18, NUM 
Burg, PROPN 
KJL, PROPN 
Porter, PROPN 
S, PROPN 
Kellam, PROPN 
JF, PROPN 
Biom, NOUN 
aterial, ADJ 
developments, NOUN 
bone, NOUN 
tissue, NOUN 

, SPACE 
engineering, NOUN 
Biomaterials, NOUN 
2000;21:2347, ADJ 
59, NUM 

, SPACE 
19, NUM 
Marks, PROPN 
Jr, PROPN 
SC, PROPN 
Odgren, PROPN 
PR, PROPN 
Structure, NOUN 
development, NOUN 
skeleton, NOUN 
Bilezikian, PROPN 

, SPACE 
JP, PROPN 
Raisz, PROPN 
LG, PROPN 
Rodan, PROPN 
GA, PROPN 
editors, NOUN 
Principles, NOUN 
bone, NOUN 
biology, NOUN 
2nd, PROPN 
ed, NOUN 
San, PROPN 
Diego, PROPN 
Academic, PROPN 
Press, PROPN 
2002, NUM 
p., NOUN 
3, NUM 
15, NUM 

, SPACE 
20, NUM 
Ozawa, PROPN 
M, PROPN 
Tanaka, PROPN 
T, PROPN 
Morikawa, PROPN 
S, PROPN 
Chazono, PROPN 
M, PROPN 
Fujii, PROPN 
K., PROPN 
Clinical, PROPN 
study, NOUN 
pure, ADJ 
β-, X 

, SPACE 
tricalcium, NOUN 
phosphate, NOUN 
reports, NOUN 
167, NUM 
cases, NOUN 
J, PROPN 
East, PROPN 
Jpn, PROPN 
Orthop, PROPN 
Traumatol, PROPN 
2000;12, NUM 

, SPACE 
409, NUM 
13.394, NUM 
H., PROPN 
Cao, PROPN 
N., PROPN 
Kuboyama, PROPN 
Bone, PROPN 
46, NUM 
2010, NUM 
386, NUM 
395, NUM 

, SPACE 
21, NUM 
Ciapetti, PROPN 
G, PROPN 
Ambrosio, PROPN 
L, PROPN 
Savarino, PROPN 
L, PROPN 
Granchi, PROPN 
D, PROPN 
Cenni, PROPN 
E, PROPN 
Baldini, PROPN 
N, PROPN 
et, PROPN 
al, PROPN 
Osteoblast, PROPN 

, SPACE 
growth, NOUN 
function, NOUN 
porous, ADJ 
poly, ADJ 
caprolactone, NOUN 
matrices, NOUN 
bone, NOUN 
repair, NOUN 

, SPACE 
preliminary, ADJ 
study, NOUN 
Biomaterials, NOUN 
2003;24:3815, NOUN 
24, NUM 

, SPACE 
22, NUM 
Karageorgiou, PROPN 
V, PROPN 
Kaplan, PROPN 
D., PROPN 
Porosity, PROPN 
3D, ADJ 
biomaterial, ADJ 
scaffolds, NOUN 
osteogenesis, NOUN 

, SPACE 
Biomaterials, PROPN 
2005;26:5474, PROPN 
91.[23, PROPN 
Yuan, NOUN 
H, PROPN 
Kurashina, PROPN 
K, PROPN 
Bruijn, PROPN 
JD, PROPN 
Li, PROPN 
Y, PROPN 
Groot, PROPN 
K, PROPN 
Zhang, PROPN 
X., PROPN 
preliminary, ADJ 
study, NOUN 

, SPACE 
osteoinduction, NOUN 
kinds, NOUN 
calcium, NOUN 
phosphate, NOUN 
ceramics, NOUN 
Biomaterials1999;20:1799, PROPN 
806, NUM 

, SPACE 
24, NUM 
Milhorat, PROPN 
Toscani, PROPN 
V., PROPN 
metabolism, NOUN 
glycolic, ADJ 
acid, NOUN 
progressive, ADJ 
muscular, ADJ 

, SPACE 
dystrophy, NOUN 
J, PROPN 
Biol, PROPN 
Chem, PROPN 
1936;114:461, NUM 
6.395, NUM 
H., PROPN 
Cao, PROPN 
N., PROPN 
Kuboyama, PROPN 
Bone, PROPN 
46, NUM 
2010, NUM 
386, NUM 
395, NUM 

, SPACE 
