ELSEVIER, NOUN 
convergence, NOUN 
obtained, VERB 
cases, NOUN 
need, NOUN 
start, VERB 

, SPACE 
calculations, NOUN 
SR, NOUN 
solution, NOUN 
lower, ADJ 
SR, PROPN 

, SPACE 
numerical, ADJ 
calculations, NOUN 
declared, VERB 
converged, VERB 

, SPACE 
rms, NOUN 
changes, NOUN 
flow, NOUN 
variables, NOUN 
successive, ADJ 

, SPACE 
iterations, NOUN 
1, NUM 
changes, NOUN 
iteration, NOUN 

, SPACE 
typically, ADV 
required, VERB 
70, NUM 
100, NUM 
iterations, NOUN 
practice, NOUN 

, SPACE 
calculations, NOUN 
run, VERB 
fixed, VERB 
number, NOUN 
iterations, NOUN 

, SPACE 
continued, VERB 
restart, NOUN 
file, NOUN 
convergence, NOUN 
criterion, NOUN 

, SPACE 
achieved, VERB 
adequacy, NOUN 
convergence, NOUN 
criterion, NOUN 

, SPACE 
confirmed, VERB 
performing, VERB 
extra, ADJ 
50, NUM 
iterations, NOUN 
90, NUM 
°, NUM 

, SPACE 
medium, ADJ 
SR, PROPN 
case, NOUN 
produced, VERB 
discernible, ADJ 
differences, NOUN 

, SPACE 
numerical, ADJ 
solution, NOUN 
maximum, ADJ 
difference, NOUN 
centreline, NOUN 

, SPACE 
heat, NOUN 
transfer, NOUN 
enhancement, NOUN 
factors, NOUN 
0.8, NUM 

, SPACE 
calculations, NOUN 
performed, VERB 
Silicon, PROPN 
Graphics, PROPN 
Indigo, PROPN 
work-, PROPN 

, SPACE 
station, NOUN 
R3000, NOUN 
33, NUM 
MHz, NOUN 
processor, NOUN 
typical, ADJ 
CPU, NOUN 
time, NOUN 

, SPACE 
26.9, NUM 
hours, NOUN 
100, NUM 
iterations, NOUN 
mesh, NOUN 
36,555, NUM 
nodes, NOUN 

, SPACE 
Solution, NOUN 
adaptation, NOUN 
strategy, NOUN 

, SPACE 
solution, NOUN 
obtained, VERB 
initial, ADJ 
embedded, VERB 
mesh, NOUN 

, SPACE 
solution, NOUN 
adaptation, NOUN 
performed, VERB 
calculations, NOUN 
contin-, X 

, SPACE 
ued, ADJ 
previous, ADJ 
solution, NOUN 
convergence, NOUN 
criterion, NOUN 

, SPACE 
achieved, VERB 
adaptation, NOUN 
criterion, NOUN 
based, VERB 
differ-, ADJ 

, SPACE 
ences, NOUN 
chosen, VERB 
flow, NOUN 
property, NOUN 
qb, PROPN 
cell, NOUN 
given, VERB 

, SPACE 
notation, NOUN 
Figure, PROPN 
la, PROPN 

, SPACE 
1, NUM 

, SPACE 
mi(I, PROPN 
=, VERB 
-~, PROPN 
I)N2, NOUN 
.-~, PUNCT 
I)N4, NUM 
1)N6, NOUN 
.-1-, PUNCT 
I)N8, PROPN 

, SPACE 
--(I)N1, PUNCT 
~N3, NOUN 
IDN5, PROPN 
I)N7, NOUN 
8), NUM 

, SPACE 
A~, PROPN 
represents, VERB 
difference, NOUN 
cell, NOUN 
direc-, PROPN 

, SPACE 
tion, NOUN 
corresponding, ADJ 
definitions, NOUN 
differences, NOUN 
j, NOUN 

, SPACE 
k, PROPN 
directions, NOUN 
value, NOUN 
Aiqb, PROPN 
cell, NOUN 
compared, VERB 

, SPACE 
rms, NOUN 
value, NOUN 
Ai~, NOUN 
cells, NOUN 

, SPACE 
AidP, PROPN 
rms(Ai(I, PROPN 
>, PUNCT 
tolerance, NOUN 
cell, NOUN 
flagged, VERB 

, SPACE 
division, NOUN 
/-direction, NOUN 
test, NOUN 
determine, VERB 

, SPACE 
cell, NOUN 
divided, VERB 
j, PROPN 
k, PROPN 
directions, NOUN 

, SPACE 
tests, NOUN 
j, PROPN 
k, PROPN 
directions, NOUN 
completely, ADV 
independent, ADJ 

, SPACE 
Experience, NOUN 
shown, VERB 
setting, VERB 
adaptation, NOUN 
tolerance, NOUN 

, SPACE 
unity, NOUN 
produces, VERB 
acceptable, ADJ 
levels, NOUN 
refinement, NOUN 
value, NOUN 

, SPACE 
present, ADJ 
calculations, NOUN 

, SPACE 
present, ADJ 
study, NOUN 
adaptation, NOUN 
parameter, NOUN 
based, VERB 

, SPACE 
differences, NOUN 
flow, NOUN 
velocity, NOUN 
cell, NOUN 

, SPACE 
.2, NUM 
1/2, NUM 

, SPACE 
Aiqb, NOUN 
=, PUNCT 
Aiu, NOUN 
e, NOUN 
+, CCONJ 
Aiu, PROPN 
2, NUM 
+, CCONJ 
t, NOUN 
zaiw, VERB 
9, X 
tt, PROPN 

, SPACE 
IJ, PROPN 

, SPACE 
c, X 
o, NOUN 

, SPACE 
¢J, PROPN 
14, NUM 

, SPACE 
12, NUM 

, SPACE 
10, NUM 
90, NUM 
hole, NOUN 
SR=3.47, PROPN 

, SPACE 
Embedded, VERB 
mesh, VERB 

, SPACE 
---x-, PUNCT 
Background, ADJ 
fine, ADJ 
mesh, NOUN 

, SPACE 
Byedey, PROPN 
1989, NUM 

, SPACE 

, SPACE 
1, NUM 
2, NUM 
3, NUM 
4, NUM 
5, NUM 
6, NUM 

, SPACE 
x, SYM 
D, PROPN 

, SPACE 
b, PROPN 
90, NUM 
°, NUM 
hole, NOUN 
SR=7.48, PROPN 

, SPACE 
20, NUM 

, SPACE 
18, NUM 

, SPACE 
~, PUNCT 
l, PROPN 
=, PROPN 
Aa, PROPN 
~, NOUN 
1, NUM 
6, NUM 
IL, PROPN 
X----, PROPN 
Adaptation, PROPN 

, SPACE 
u-, X 
14, NUM 
t, NOUN 
~, PUNCT 
lh, PROPN 
t, PROPN 
U, PROPN 
Byerley, PROPN 
1989, NUM 

, SPACE 
.~, PROPN 
12, NUM 

, SPACE 
°, NOUN 
6, NUM 

, SPACE 
4, NUM 

, SPACE 
2, NUM 

, SPACE 
0, NUM 
t, NOUN 
~, PUNCT 

, SPACE 
0, NUM 
1, NUM 
2, NUM 
3, NUM 
4, NUM 
5, NUM 
6, NUM 

, SPACE 
x, SYM 
D, PROPN 

, SPACE 
Figure, PROPN 
7, NUM 
Mesh, PROPN 
sensitivity, NOUN 
centreline, NOUN 
heat, NOUN 
transfer, NOUN 
en-, PRON 

, SPACE 
hancement, NOUN 
factors, NOUN 
comparison, NOUN 
embedded, VERB 
back-, NOUN 

, SPACE 
ground, VERB 
fine, ADJ 
mesh, NOUN 
solutions, NOUN 
b, X 
comparison, NOUN 

, SPACE 
levels, NOUN 
solution, NOUN 
adaptation, NOUN 

, SPACE 
parameter, NOUN 
chosen, VERB 
detects, VERB 
large, ADJ 
gradients, NOUN 

, SPACE 
flow, NOUN 
velocity, NOUN 
vicinity, NOUN 
film, NOUN 
cooling, VERB 
hole, NOUN 

, SPACE 
good, ADJ 
sensor, NOUN 
locating, VERB 
resolving, VERB 
separated, VERB 
secondary, ADJ 

, SPACE 
flow, NOUN 
regions, NOUN 
changes, NOUN 
velocity, NOUN 
magnitude, NOUN 

, SPACE 
significant, ADJ 
changes, NOUN 
flow, NOUN 
direction, NOUN 

, SPACE 
calculations, NOUN 
obtained, VERB 
single, ADJ 
solution, NOUN 

, SPACE 
adaptation, NOUN 
90, NUM 
°, NUM 
high, ADJ 
SR, PROPN 
case, NOUN 
adapta-, NOUN 

, SPACE 
tions, NOUN 
typical, ADJ 
adapted, ADJ 
mesh, NOUN 
illustrated, VERB 
Figure, NOUN 
6b, NUM 

, SPACE 
mesh, NOUN 
sizes, NOUN 
cases, NOUN 
modelled, VERB 
summarized, VERB 

, SPACE 
Table, PROPN 
1, NUM 
table, NOUN 
shows, VERB 
mesh, NOUN 
sizes, NOUN 
relative, ADJ 

, SPACE 
background, NOUN 
fine, ADJ 
mesh, NOUN 
Savings, NOUN 
node, NOUN 
numbers, NOUN 
70, NUM 

, SPACE 
80, NUM 
significant, ADJ 
benefits, NOUN 
result, VERB 
mesh, NOUN 

, SPACE 
embedding, VERB 
noted, VERB 
Figure, NOUN 
6b, NUM 
shows, VERB 
regions, NOUN 
apparently, ADV 

, SPACE 
unnecessary, ADJ 
resolution, NOUN 
result, NOUN 
parasitic, ADJ 
subdivi-, NOUN 

, SPACE 
sions, NOUN 
required, VERB 
hierarchy, NOUN 
constraints, NOUN 
Hierarchical, ADJ 

, SPACE 
constraints, NOUN 
section, NOUN 
large, ADJ 
extent, NOUN 
subdivisions, NOUN 

, SPACE 
undesirable, ADJ 
consequence, NOUN 
rigid, ADJ 
hierarchical, ADJ 
structure, NOUN 

, SPACE 
present, ADJ 
model, NOUN 
work, NOUN 
needed, VERB 
relax, VERB 
present, ADJ 

, SPACE 
constraints, NOUN 
curtail, VERB 
number, NOUN 
parasitic, ADJ 
subdivi-, NOUN 

, SPACE 
sions, NOUN 

, SPACE 
grid, NOUN 
dependencies, NOUN 
numerical, ADJ 
model, NOUN 
assessed, VERB 

, SPACE 
comparing, VERB 
embedded, VERB 
mesh, NOUN 
results, NOUN 
90, NUM 
°, NUM 
medium, NOUN 
SR, PROPN 

, SPACE 
case, NOUN 
results, NOUN 
obtained, VERB 
background, NOUN 
fine, ADJ 
mesh, NOUN 

, SPACE 
Figure, PROPN 
7a, PROPN 
compares, VERB 
centreline, NOUN 
heat, NOUN 
transfer, NOUN 
enhancement, NOUN 

, SPACE 
factors, NOUN 
calculations, NOUN 
embedded, VERB 
mesh, NOUN 
results, NOUN 

, SPACE 
good, ADJ 
agreement, NOUN 
fine, ADJ 
mesh, NOUN 
results, NOUN 
apart, ADV 
near, ADP 

, SPACE 
stagnation, NOUN 
point, NOUN 
downstream, ADV 
hole, NOUN 
embedded, VERB 

, SPACE 
162, NUM 
Int, PROPN 
J., PROPN 
Heat, PROPN 
Fluid, PROPN 
Flow, PROPN 
VoI., NOUN 
17, NUM 
2, NUM 
April, PROPN 
1996, NUM 


, SPACE 
Mesh, PROPN 
embedding, VERB 
film, NOUN 
cooling, VERB 
holes, NOUN 
B., PROPN 
L., PROPN 
Lapworth, PROPN 
et, PROPN 
al, PROPN 

, SPACE 
 , SPACE 
tt, PROPN 
llllllIIt, PROPN 

, SPACE 
llllll~,l~, PROPN 

, SPACE 
~l, PUNCT 
~, PUNCT 
lllllll, VERB 

, SPACE 
90, NUM 
°, NUM 
100, NUM 
m, PROPN 
s, PART 

, SPACE 
hole, NOUN 
SR=1.20, PROPN 
-"x\,",,"x, PROPN 

, SPACE 

, SPACE 
100, NUM 
m, PROPN 
s, PROPN 

, SPACE 
c, PROPN 
30, NUM 
°, NUM 
hole, NOUN 
SR=470, PUNCT 

, SPACE 

, SPACE 
100, NUM 
m, PROPN 
s, PROPN 

, SPACE 
b, PROPN 
90, NUM 
°, NUM 
hole, NOUN 
SR=7.48, VERB 
~"~"-, ADP 
~", NOUN 
~, PUNCT 
x, PUNCT 
