Increased, VERB 
, SPACE 
Differences, NOUN 
Si, PROPN 
deprived, VERB 
Si, ADJ 
supplemented, VERB 
groups, NOUN 

, SPACE 
analysed, VERB 
unpaired, ADJ 
tailed, VERB 
Student, PROPN 
t, NOUN 
test, NOUN 
signi, NOUN 
ﬁ-, CCONJ 

, SPACE 
cance, NOUN 
taken, VERB 
Pb0.05, PROPN 
Results, NOUN 
reported, VERB 
adjustment, NOUN 

, SPACE 
multiple, ADJ 
comparisons, NOUN 
reported, VERB 
results, NOUN 

, SPACE 
remain, VERB 
signi, NOUN 
ﬁcant, NOUN 
simple, ADJ 
non, ADJ 
conservative, ADJ 
Bonferroni, PROPN 

, SPACE 
correction, NOUN 
i.e., X 
P, PROPN 
n, CCONJ 
results, NOUN 
larger, ADJ 
group, NOUN 
e.g., ADV 
bone, NOUN 

, SPACE 
markers, NOUN 
Repeat, NOUN 
measurements, NOUN 
RM)-ANOVA, PROPN 
assess-, ADV 

, SPACE 
ment, NOUN 
weekly, ADJ 
body, NOUN 
weights, NOUN 
lengths, NOUN 
monthly, ADJ 
serum, NOUN 
CTX, PROPN 

, SPACE 
osteocalcin, PROPN 
measurements, NOUN 
study, NOUN 
period, NOUN 
wereconducted, VERB 
SPSS, PROPN 
Windows, PROPN 
version, NOUN 
11, NUM 
SPSS, PROPN 
Inc., PROPN 
Chicago, PROPN 
USA, PROPN 

, SPACE 
Results, NOUN 

, SPACE 
Silicon, PROPN 
intakes, VERB 

, SPACE 
marked, ADJ 
differences, NOUN 
intake, NOUN 
feed, NOUN 
water, NOUN 

, SPACE 
17, NUM 
25, NUM 
weeks, NOUN 
mean, NOUN 
intakes, VERB 
periods, NOUN 
given, VERB 

, SPACE 
simplicity, NOUN 
group, NOUN 
estimated, VERB 
mean±SD, NUM 
daily, ADJ 
intake, NOUN 

, SPACE 
Si, PROPN 
17, NUM 
25, NUM 
weeks, NOUN 
i.e., X 
feed, NOUN 
plus, CCONJ 
water, NOUN 
0.17±0.04, PROPN 
mg, PROPN 
kg, PROPN 

, SPACE 
body, NOUN 
weight, NOUN 
rats, NOUN 
Si, PROPN 
deprived, VERB 
group, NOUN 
4.08±0.74, NUM 
mg, PROPN 
kg, PROPN 

, SPACE 
body, NOUN 
wt, NOUN 
supplemented, ADJ 
group, NOUN 
Dietary, ADJ 
silicon, NOUN 
intake, NOUN 

, SPACE 
Si, ADJ 
supplemented, VERB 
animals, NOUN 
24, NUM 
times, NOUN 
Si, PROPN 
deprived, VERB 

, SPACE 
group, NOUN 

, SPACE 
standard, ADJ 
rodent, ADJ 
stock, NOUN 
feed, NOUN 
fed, NOUN 
reference, NOUN 
group, NOUN 
estimated, VERB 

, SPACE 
daily, ADJ 
Si, PROPN 
intake, NOUN 
18.51±0.65, NUM 
mg, PROPN 
kg, PROPN 
body, NOUN 
weight, NOUN 
pre, ADJ 
viously, ADV 
stated, VERB 
nutritional, ADJ 
differences, NOUN 
Table, NOUN 
1, NUM 

, SPACE 
diets, NOUN 
compared, VERB 
study, NOUN 
regards, NOUN 
effect, NOUN 

, SPACE 
silicon, NOUN 
rats, NOUN 
Rats, NOUN 
standard, ADJ 
rodent, ADJ 
stock, NOUN 
feed, NOUN 
served, VERB 

, SPACE 
reference, NOUN 
normal, ADJ 
anthropogenic, ADJ 
measures, NOUN 

, SPACE 
Tissue, PROPN 
Si, PROPN 
measurements, NOUN 

, SPACE 
Following, VERB 
26, NUM 
weeks, NOUN 
dietary, ADJ 
intervention, NOUN 
compared, VERB 
Si, PROPN 

, SPACE 
concentrations, NOUN 
serum, NOUN 
urine, NOUN 
tibia, PROPN 
soft, ADJ 
tissues, NOUN 
liver, NOUN 
kidney, NOUN 

, SPACE 
spleen, PROPN 
animals, NOUN 
Si, PROPN 
deprived, VERB 
diet, NOUN 

, SPACE 
Si, PROPN 
supplemented, VERB 
diet, NOUN 
drinking, NOUN 
water, NOUN 
Serum, NOUN 

, SPACE 
concentrations, NOUN 
Si, PROPN 
78±77, NOUN 
µg, ADP 
Si, PROPN 
L, PROPN 
Si, PROPN 
deprived, VERB 
vs., ADP 
142±116, NUM 
µgSi, PROPN 
L, PROPN 
Si, PROPN 
supplemented, VERB 
group, NOUN 
especially, ADV 
urinary, ADJ 
concentrations, NOUN 

, SPACE 
Si, PROPN 
0.171±0.09, NOUN 
mg, PROPN 
Si, PROPN 
mmol, PROPN 
creatinine, PROPN 
Si, PROPN 
deprived, VERB 
vs., ADP 
1.79±, NUM 

, SPACE 
1.28, NUM 
mg, ADP 
Si, PROPN 
mmol, PROPN 
creatinine, PROPN 
Si, PROPN 
supplemented, VERB 
group, NOUN 
differed, VERB 

, SPACE 
signiﬁcantly, ADV 
groups, NOUN 
P=0.029, PROPN 
P=0.0038, PROPN 

, SPACE 
respectively, ADV 
Figs, PROPN 
1, NUM 
B, NOUN 
Tissue, NOUN 
concentrations, NOUN 

, SPACE 
Figs, PROPN 
1, NUM 
C, NOUN 
D, NOUN 
liver, NOUN 
shown, VERB 
representative, NOUN 
soft, ADJ 

, SPACE 
tissues, NOUN 
0.55±0.53, VERB 
µg, ADP 
Si, PROPN 
g, PROPN 
vs., X 
0.50±0.47, PROPN 
µg, ADP 
Si, PROPN 
g, NOUN 
Si, PROPN 
deprived, VERB 
vs., ADP 

, SPACE 
Si, PROPN 
supplemented, VERB 
group, NOUN 
undertook, VERB 
Si, PROPN 
analyses, NOUN 
tissues, NOUN 

, SPACE 
bio-, PROPN 
ﬂuids, NOUN 
reference, NOUN 
group, NOUN 
rats, NOUN 
ingesting, VERB 
standard, ADJ 

, SPACE 
rodent, ADJ 
stock, NOUN 
feed, NOUN 
tap, NOUN 
water, NOUN 
period, NOUN 
Silicon, PROPN 
concen-, PROPN 

, SPACE 
trations, NOUN 
serum, PROPN 
170±79, NUM 
µg, ADP 
Si, PROPN 
L, PROPN 
urine, NOUN 
1.39±0.31, PROPN 
mg, ADP 
Si, PROPN 
mmol, PROPN 

, SPACE 
creatinine, NOUN 
liver, NOUN 
0.91±0.73, PROPN 
µg, ADP 
Si, PROPN 
g, PROPN 
similar, ADJ 

, SPACE 
reference, NOUN 
Si, ADJ 
supplemented, VERB 
groups, NOUN 
Si, PROPN 
concentrations, NOUN 
bone, NOUN 

, SPACE 
tibia, PROPN 
higher, ADJ 
reference, NOUN 
group, NOUN 
18.4±3.7, NOUN 
µg, ADP 
Si, PROPN 
g, PROPN 

, SPACE 
compared, VERB 
4.7±4.7, NUM 
µg, ADP 
Si, PROPN 
g, NOUN 
3.5±1.2, NUM 
µg, ADP 
Si, PROPN 
g, NOUN 
Si, PROPN 
deprived, VERB 

, SPACE 
Si, PROPN 
supplemented, VERB 
groups, NOUN 
respectively, ADV 
Pb0.0001, PROPN 
Fig, PROPN 
1, NUM 
C, NOUN 

, SPACE 
marked, VERB 
nutritional, ADJ 
differences, NOUN 
including, VERB 
Si, PROPN 
content, NOUN 

, SPACE 
2–200, ADJ 
fold, ADJ 
standard, ADJ 
rodent, ADJ 
stock, NOUN 
feed, NOUN 

, SPACE 
formulated, VERB 
low, ADJ 
Si, ADJ 
diet, NOUN 
Table, NOUN 
1, NUM 
e.g., ADV 
vitamins, PROPN 
K, PROPN 
B2, NOUN 
B3, PROPN 
B5, ADJ 

, SPACE 
minerals, NOUN 
including, VERB 
cobalt, NOUN 
magnesium, NOUN 
iron, NOUN 
zinc, NOUN 
restricted, VERB 

, SPACE 
comparisons, NOUN 
Si, PROPN 
deprived, VERB 
versus, ADP 
Si-, PROPN 

, SPACE 
Fig, PROPN 
4, NUM 
Growth, NOUN 
plate, NOUN 
right, ADJ 
tibia, NOUN 
higher, ADJ 
magni, NOUN 
ﬁcation, NOUN 
images, NOUN 
Si, PROPN 
deprived, VERB 
B1, NOUN 
B2, NOUN 
Si, PROPN 
supplemented, VERB 
C1, NOUN 
C2, PROPN 
standard, ADJ 
rodent, ADJ 
stock, NOUN 
feed, NOUN 
fed, VERB 
D1, NOUN 

, SPACE 
D2, PROPN 
groups, NOUN 
Growth, NOUN 
plates, NOUN 
animals, NOUN 
1, NUM 
2, NUM 
shown, VERB 
representative, NOUN 
group, NOUN 
Growth, NOUN 
plate, NOUN 
thickness, NOUN 
reduced, VERB 
chondrocyte, PROPN 
cell, NOUN 
density, NOUN 
appears, VERB 

, SPACE 
slightly, ADV 
increased, VERB 
Si, PROPN 
deprived, VERB 
group, NOUN 
B1, NOUN 
B2, NOUN 
compared, VERB 
Si, PROPN 
supplemented, VERB 
standard, ADJ 
rodent, ADJ 
stock, NOUN 
feed, NOUN 
fed, NOUN 
reference, NOUN 
groups.602, NOUN 
R., PROPN 
Jugdaohsingh, PROPN 
et, PROPN 
al, PROPN 
Bone, NOUN 
43, NUM 
2008, NUM 
596, NUM 
606, NUM 

, SPACE 
supplemented, VERB 
groups, NOUN 
difference, NOUN 
addition, NOUN 

, SPACE 
orthosilicic, NOUN 
acid, NOUN 
drinking, NOUN 
water, NOUN 
group, NOUN 
Data, NOUN 

, SPACE 
reported, VERB 
reference, NOUN 
group, NOUN 
animals, NOUN 
tables, NOUN 

, SPACE 
ﬁgures, NOUN 

, SPACE 
Bone, NOUN 
measurements, NOUN 

, SPACE 
Fasting, VERB 
serum, NOUN 
concentrations, NOUN 
bone, NOUN 
associated, VERB 
elements, NOUN 
Mg, PROPN 

, SPACE 
K, PROPN 
Zn, PROPN 
Cu, PROPN 
Mn, PROPN 
different, ADJ 
groups, NOUN 

, SPACE 
Table, NOUN 
2, NUM 
Serum, PROPN 
P, NOUN 
lower, ADJ 
Si, PROPN 
deprived, VERB 
group, NOUN 
242±19, PROPN 
mg, ADP 
P, PROPN 
L, PROPN 

, SPACE 
vs., ADP 
295±33, NUM 
mg, PROPN 
P, PROPN 
L, PROPN 
Si, PROPN 
supplemented, VERB 
group, NOUN 

, SPACE 
statistically, ADV 
signi, NOUN 
ﬁcant, NOUN 
P=0.134, PROPN 
Similarly, ADV 
elemental, ADJ 
tibia, PROPN 
concen-, PROPN 

, SPACE 
trations, NOUN 
differ, VERB 
Table, NOUN 
3, NUM 
total, ADJ 
phosphorus, NOUN 

, SPACE 
signiﬁcantly, ADV 
lower, ADJ 
Si, PROPN 
deprived, VERB 
group, NOUN 
105±2, NUM 
mg, X 
P, PROPN 
g, PROPN 
vs., X 
117±, PROPN 

, SPACE 
3, NUM 
mg, NOUN 
P, NOUN 
g, NOUN 
Si, PROPN 
supplemented, VERB 
group, NOUN 
Pb0.001, PROPN 
Table, NOUN 
3, NUM 

, SPACE 
allowing, VERB 
multiple, ADJ 
testing, NOUN 
:P, PUNCT 
ratio, NOUN 
Si, PROPN 
deprived, VERB 

, SPACE 
group, NOUN 
1.84:1, NUM 
compared, VERB 
1.62:1, NUM 
Si, PROPN 
supplemented, VERB 
group, NOUN 

, SPACE 
P=0.0003, NUM 
tibia, PROPN 
phosphorus, NOUN 
tibia, PROPN 
:P, PUNCT 
ratio, NOUN 
correlated, VERB 

, SPACE 
fasting, VERB 
serum, NOUN 
Si, PROPN 
concentrations, NOUN 
necropsy, ADJ 
r=0.45, NOUN 
P=0.022, NOUN 
r=, NOUN 

, SPACE 
−0.42, PROPN 
P=0.031, NUM 
Body, NOUN 
weights, NOUN 
differ, VERB 
groups, NOUN 

, SPACE 
study, NOUN 
period, NOUN 
339±41, ADV 
g, NOUN 
Si, PROPN 
deprived, VERB 
vs., ADP 
338±, PROPN 

, SPACE 
39, NUM 
g, NOUN 
Si, PROPN 
supplemented, VERB 
group, NOUN 
end, NOUN 
study, NOUN 
26, NUM 
wk, NOUN 

, SPACE 
Fig, PROPN 
2, NUM 
body, NOUN 
lengths, NOUN 
greater, ADJ 
Si, PROPN 
deprived, VERB 
animals, NOUN 

, SPACE 
week, NOUN 
18, NUM 
end, NOUN 
study, NOUN 
P≤0.046→Pb0.01, PROPN 
45±1, NUM 
cm, NOUN 
vs., ADP 
43±, PROPN 

, SPACE 
2, NUM 
cm, NOUN 
Si, PROPN 
supplemented, VERB 
group, NOUN 
end, NOUN 
study, NOUN 
26, NUM 
wk, PROPN 

, SPACE 
necropsy, ADJ 
difference, NOUN 
ﬂected, VERB 
bone, NOUN 
lengths, NOUN 

, SPACE 
studied, VERB 
femur, ADJ 
tibia, PROPN 
humerus, NOUN 
longer, ADJ 
bones, NOUN 
Si, PROPN 
deprivedanimals, NOUN 
3.80±0.08, PROPN 
cm, NOUN 
4.04±0.07, PROPN 
cm, NOUN 
2.91±0.06, PROPN 
cm, PROPN 
respectively, ADV 

, SPACE 
femur, ADJ 
tibia, PROPN 
humeri, PROPN 
Si, PROPN 
deprived, VERB 
group, NOUN 
vs., ADP 
3.67±, NUM 

, SPACE 
0.08, NUM 
cm, NOUN 
3.93±0.01, NUM 
cm, NOUN 
2.82±0.07, PROPN 
cm, NOUN 
Si, PROPN 
supplemented, VERB 

, SPACE 
group, NOUN 
Fig, PROPN 
3, NUM 
l, NOUN 
lP≤0.002, NOUN 
signi, NOUN 
ﬁcantly, ADV 
allowing, VERB 

, SPACE 
multiple, ADJ 
testing, NOUN 
Interestingly, ADV 
body, NOUN 
length, NOUN 
bone, NOUN 
lengths, NOUN 

, SPACE 
correlated, VERB 
inversely, ADV 
fasting, VERB 
serum, NOUN 
Si, PROPN 
concentrations, NOUN 
necropsy, ADJ 

, SPACE 
body, NOUN 
length, NOUN 
r=−0.62, PROPN 
P=0.006, PROPN 
bone, NOUN 
lengths, NOUN 
r=−0.5, NOUN 

, SPACE 
Pb0.02, NOUN 
Fig, PROPN 
3, NUM 
Examination, NOUN 
growth, NOUN 
plates, NOUN 
indicated, VERB 
decrease, NOUN 

, SPACE 
growth, NOUN 
plate, NOUN 
thickness, NOUN 
chondrocyte, ADJ 
density, NOUN 
appeared, VERB 

, SPACE 
increased, VERB 
Si, PROPN 
deprived, VERB 
animals, NOUN 
compared, VERB 
supplemented, VERB 

, SPACE 
group, NOUN 
formally, ADV 
quanti, PROPN 
ﬁed, PROPN 
Fig, PROPN 
4, NUM 

, SPACE 
Fig, PROPN 
5, NUM 
Bone, NOUN 
mineral, NOUN 
density, NOUN 
BMD, PROPN 
hip, NOUN 
hip, NOUN 
sites, NOUN 
total, ADJ 
hip, NOUN 
lumbar, PROPN 

, SPACE 
spine, NOUN 
L1, PROPN 
L4, PROPN 
B, PROPN 
rats, NOUN 
Si, PROPN 
deprived, VERB 
grey, ADJ 
bars, NOUN 
n=20, PROPN 
rats, NOUN 
Si, PROPN 
supplemented, VERB 

, SPACE 
black, ADJ 
bars, NOUN 
n=10, PROPN 
rats, NOUN 
groups, NOUN 
signi, NOUN 
ﬁcant, NOUN 
differences, NOUN 

, SPACE 
groups, NOUN 
Si, PROPN 
deprived, VERB 
vs., ADP 
Si, PROPN 
supplemented, VERB 
unpaired, ADJ 
tailed, VERB 
Student, PROPN 
t, NOUN 
test, NOUN 
BMDs, NOUN 

, SPACE 
shown, VERB 
standard, ADJ 
rodent, ADJ 
stock, NOUN 
feed, NOUN 
fed, NOUN 
group, NOUN 
reference, NOUN 
normalrats, NOUN 
hollow, ADJ 
dash, NOUN 
bars).Table, NOUN 
4Bone, NUM 
remodelling, NOUN 
markers, NOUN 
Si, PROPN 
deprived, VERB 
Si, PROPN 
supplemented, VERB 
reference, NOUN 
group, NOUN 
ofanimals, VERB 

, SPACE 
Markers, PROPN 
Groups, PROPN 

, SPACE 
Si, PROPN 
deprived, VERB 

, SPACE 
n=20)Si, PROPN 
supplemented, VERB 

, SPACE 
n=1, PROPN 
0)Reference, NOUN 
group, NOUN 

, SPACE 
n=1, PROPN 
0, NUM 

, SPACE 
Serum, PROPN 

, SPACE 
Osteocalcin, PROPN 
ng, PROPN 
mL, NUM 
129, NUM 
13, NUM 
140, NUM 
20, NUM 
123, NUM 
17)ALP, PROPN 
U, PROPN 
mL, NUM 
1.36, NUM 
0.09, NUM 
1.35, NUM 
0.07, NUM 
1.38, NUM 
0.13)Osteopontin, PROPN 
ng, PROPN 
mL, NUM 
29.6, NUM 
2.3, NUM 
32.2, NUM 
2.6, NUM 
33.3, NUM 
2.7, NUM 

, SPACE 
Sialic, PROPN 
acid, NOUN 
mg/100, NOUN 
mL, X 
144, NUM 
4, NUM 
136, NUM 
5, NUM 
138, NUM 
4, NUM 

, SPACE 
iPTH, NOUN 
pg, PROPN 
mL, NUM 
218, NUM 
35, NUM 
174, NUM 
30, NUM 
433, NUM 
71)TRAP, PROPN 
U, PROPN 
L, PROPN 
3.27, NUM 
0.41, NUM 
3.18, NUM 
0.40, NUM 
3.62, NUM 
0.45)PYD, PROPN 
nmol, PROPN 
L, PROPN 
4.12, NUM 
0.60, NUM 
4.04, NUM 
0.54, NUM 
3.45, NUM 
0.39, NUM 

, SPACE 
Urine, PROPN 

, SPACE 
CTx, PROPN 
μg, PROPN 
mmol, PROPN 
cr, PROPN 
0.619, NUM 
0.162, NUM 
0.392, NUM 
0.163, NUM 
0.827, NUM 
0.282, NUM 

, SPACE 
Helical, ADJ 
peptide, NOUN 
μg, PROPN 
mmol, PROPN 
cr, PROPN 
30.9, NUM 
3.0, NUM 
27.2, NUM 
1.7, NUM 
45.0, NUM 
2.4, NUM 

, SPACE 
PYD, PROPN 
nmol, PROPN 
mmol, PROPN 
cr, PROPN 
21.5, NUM 
1.5, NUM 
22.9, NUM 
2.6, NUM 
23.9, NUM 
1.7)Total, ADJ 
PYD, PROPN 
nmol, PROPN 
mmol, PROPN 
cr, PROPN 
453, NUM 
106, NUM 
350, NUM 
27, NUM 
463, NUM 
58)DPD, X 
nmol, PROPN 
mmol, PROPN 
cr, PROPN 
41.4, NUM 
7.7, NUM 
46.1, NUM 
6.0, NUM 
21.5, NUM 
5.6, NUM 

, SPACE 
Femur, PROPN 
hydroxyproline, NOUN 
mg, ADP 
g, PROPN 
bone, NOUN 
22.4, NUM 
0.4, NUM 
21.9, NUM 
0.4, NUM 
20.6, NUM 
0.3, NUM 

, SPACE 
Means, PROPN 
±SE, PROPN 

, SPACE 
⁎Urine, PROPN 
samples, NOUN 
available, ADJ 
rats, NOUN 
Si, PROPN 
deprived, VERB 
group, NOUN 
ﬁve, NOUN 
rats, NOUN 

, SPACE 
Si, PROPN 
supplemented, VERB 
group, NOUN 
seven, NUM 
rats, NOUN 
reference, NOUN 
group, NOUN 
ALP, PROPN 
=, SYM 
alkaline, NOUN 
phosphatase, NOUN 
iPTH, VERB 
=, PUNCT 
intact, ADJ 
parathyroid, ADJ 
hormone, NOUN 
TRAP, PROPN 
=, PROPN 
tartrateresistant, ADJ 
acid, NOUN 
phosphatases, NOUN 
PYD, PROPN 
=, PROPN 
pyridinium, NOUN 
cross, NOUN 
link, ADJ 
DPD, PROPN 
=, NOUN 
deoxy, ADJ 
pyridiniumcross, ADJ 
link, NOUN 
CTx, NOUN 
=, NOUN 
C, NOUN 
terminal, ADJ 
telopeptide, NOUN 
type, NOUN 
collagen, VERB 
signi, NOUN 
ﬁcant, NOUN 
differences, NOUN 
Si, PROPN 
deprived, VERB 
Si, ADJ 
supplemented, VERB 
groups, NOUN 

, SPACE 
Reference, PROPN 
group, NOUN 
standard, ADJ 
rodent, ADJ 
stock, NOUN 
feed, NOUN 
fed, VERB 
animals, NOUN 

, SPACE 
Table, PROPN 
5Mechanical, ADJ 
histomorphometric, ADJ 
analyses, NOUN 
femur, NOUN 
tibia, PROPN 
Si, PROPN 
deprived, VERB 
Si, PROPN 
supplemented, VERB 
reference, NOUN 
group, NOUN 
animals, NOUN 

, SPACE 
Groups, PROPN 

, SPACE 
Si, PROPN 
deprived, VERB 

, SPACE 
n=20)Si, PROPN 
supplemented, VERB 

, SPACE 
n=1, PROPN 
0)Reference, NOUN 
group, NOUN 

, SPACE 
n=1, PROPN 
0, NUM 

, SPACE 
Fracture, PROPN 
parameters, NOUN 
femur, NOUN 

, SPACE 
Torsion, PROPN 
moment, NOUN 
Nm, PROPN 
0.67, NUM 
0.09, NUM 
0.67, NUM 
0.07, NUM 
0.74, NUM 
0.10Torsion, NOUN 
angle, NOUN 
°, NUM 
10.6, NUM 
1.9, NUM 
11.1, NUM 
0.8, NUM 
11.3, NUM 
1.9)Torsion, ADJ 
stiffness, NOUN 
Nm, PROPN 
rad, PROPN 
7.2, NUM 
1.7, NUM 
6.5, NUM 
0.5, NUM 
7.6, NUM 
1.9, NUM 

, SPACE 
Energy, PROPN 
absorbed, VERB 
J, PROPN 
0.073, NUM 
0.014, NUM 
0.076, NUM 
0.010, NUM 
0.086, NUM 
0.020, NUM 

, SPACE 
Histomorphometric, PROPN 
tibia, PROPN 

, SPACE 
Bone, PROPN 
area, NOUN 
25.9, NUM 
6.6, NUM 
24.2, NUM 
11.1, NUM 
33.7, NUM 
6.2)Osteoid, ADJ 
area, NOUN 
0.73, NUM 
0.83, NUM 
0.49, NUM 
0.48, NUM 
0.24, NUM 
0.21)Osteoid, PROPN 
width, VERB 
μm, INTJ 
2.93, NUM 
0.51, NUM 
2.81, NUM 
0.46, NUM 
2.76, NUM 
0.21, NUM 

, SPACE 
Osteoblast, PROPN 
perimeter, NOUN 
35.7, NUM 
24.3, NUM 
19.6, NUM 
16.8, NUM 
19.2, NUM 
21.8)Osteoclast, NUM 
perimeter, NOUN 
16.4, NUM 
17.4, NUM 
13.7, NUM 
11.7, NUM 
12.3, NUM 
9.0, NUM 

, SPACE 
Mineral, PROPN 
apposition, NOUN 
rate, NOUN 
μm, ADJ 
day, NOUN 
2.19, NUM 
0.38, NUM 
2.33, NUM 
0.46, NUM 
2.15, NUM 
0.69, NUM 

, SPACE 
Bone, NOUN 
formation, NOUN 
rate(μm, NOUN 

, SPACE 
2, NUM 
mm2, NUM 
day)875, PROPN 
617, NUM 
912, NUM 
883, NUM 
554, NUM 
355, NUM 

, SPACE 
Trabecular, ADJ 
thickness, NOUN 
μm, INTJ 
60.3, NUM 
9.8, NUM 
65.6, NUM 
10.0, NUM 
66.2, NUM 
10.4, NUM 

, SPACE 
Trabecular, ADJ 
number, NOUN 
mm-1, NUM 
5.47, NUM 
1.13, NUM 
4.54, NUM 
1.64, NUM 
6.47, NUM 
0.62)Trabecular, NOUN 
separation, NOUN 
μm, PROPN 
135, NUM 
66, NUM 
202, NUM 
167, NUM 
89.7, NUM 
20.4, NUM 

, SPACE 
Means, PROPN 
±SE, PROPN 
signi, NOUN 
ﬁcant, NOUN 
difference, NOUN 
Si, PROPN 
deprived, VERB 
Si, PROPN 
supplemented, VERB 

, SPACE 
groups, NOUN 

, SPACE 
Reference, PROPN 
group, NOUN 
standard, ADJ 
rodent, ADJ 
stock, NOUN 
feed, NOUN 
fed, PROPN 
animals.603, PROPN 
R., PROPN 
Jugdaohsingh, PROPN 
et, PROPN 
al, PROPN 
Bone, NOUN 
43, NUM 
2008, NUM 
596, NUM 
606, NUM 

, SPACE 
spite, NOUN 
differences, NOUN 
extensive, ADJ 
measures, NOUN 

, SPACE 
bone, NOUN 
quality, NOUN 
BMD, PROPN 
bone, NOUN 
markers, NOUN 
mechanical, ADJ 
testing, NOUN 
histomor-, NOUN 

, SPACE 
phometric, ADJ 
analyses, NOUN 
revealed, VERB 
differences, NOUN 
groups, NOUN 

, SPACE 
necropsy, ADJ 
Fig, PROPN 
5, NUM 
Tables, PROPN 
4, NUM 
5, NUM 
possible, ADJ 
difference, NOUN 

, SPACE 
necropsy, ADJ 
serum, NOUN 
CTx, PROPN 
Fig, PROPN 
6, NUM 
apparently, ADV 
lower, ADJ 
Si-, NOUN 

, SPACE 
supplemented, VERB 
group, NOUN 
15±4, NUM 
ng, PROPN 
mL, PROPN 
vs., ADP 
23±13, PROPN 
ng, PROPN 
mL, PROPN 
Si, PROPN 
depleted, VERB 

, SPACE 
group, NOUN 
P=0.04, NOUN 
allowing, VERB 
multiple, ADJ 
testing, NOUN 
i.e., X 
multiple, ADJ 

, SPACE 
comparisons, NOUN 
bone, NOUN 
markers, NOUN 
following, VERB 
monthly, ADJ 

, SPACE 
changes, NOUN 
CTx, NOUN 
course, NOUN 
study, NOUN 
tail, PROPN 
vein, NOUN 
sampling, VERB 

, SPACE 
Fig, PROPN 
6, NUM 
B, PROPN 
difference, NOUN 
persist, VERB 
Finally, ADV 
examining, VERB 

, SPACE 
values, NOUN 
means±SD, PROPN 
measures, NOUN 
bone, NOUN 
quality, NOUN 
standard, ADJ 

, SPACE 
rodent, ADJ 
stock, NOUN 
feed, NOUN 
fed, NOUN 
reference, NOUN 
group, NOUN 
apparent, ADJ 

, SPACE 
formal, ADJ 
analyses, NOUN 
differ, VERB 
markedly, ADV 
animals, NOUN 

, SPACE 
receiving, VERB 
formulated, ADJ 
diet, NOUN 
e.g., ADV 
iPTH, PROPN 
bone, NOUN 
formation, NOUN 
rate, NOUN 
tra-, VERB 

, SPACE 
becular, ADJ 
separation, NOUN 
BMD, PROPN 

, SPACE 
Discussion, PROPN 
conclusions, NOUN 

, SPACE 
Ourﬁndings, NOUN 
illustrate, VERB 
important, ADJ 
issues, NOUN 

, SPACE 
1, X 
Selective, PROPN 
Si, PROPN 
deprivation, NOUN 
led, VERB 
minor, ADJ 
drop, NOUN 
serum, NOUN 
Si, PROPN 

, SPACE 
concentrations, NOUN 
marked, ADJ 
fall, NOUN 
urinary, ADJ 
Si, ADJ 
output, NOUN 
Fig, PROPN 
1, NUM 

, SPACE 
current, ADJ 
paradigm, NOUN 
orthosilicic, PROPN 
acid, NOUN 
Si(OH, PROPN 
4]–a, NUM 
small, ADJ 

, SPACE 
soluble, ADJ 
labile, NOUN 
i.e., ADV 
weak, ADJ 
negligible, ADJ 
interactions, NOUN 
proteins, NOUN 

, SPACE 
biomolecules, NOUN 
neutral, ADJ 
species, NOUN 
follows, VERB 

, SPACE 
water, NOUN 
pool, NOUN 
following, VERB 
absorption, NOUN 
excreted, VERB 
linewith, PROPN 
renal, ADJ 
ﬁltration, NOUN 
4,48,49, NUM 
active, ADJ 
excretion, NOUN 
orretention, NOUN 
reference, NOUN 
group, NOUN 
standard, ADJ 
rodent, ADJ 
stock, NOUN 
feed-, NOUN 

, SPACE 
fed, VERB 
animals, VERB 
ratio, NOUN 
urinary, ADJ 
Si, PROPN 
creatinine, NOUN 
corrected):serum, PROPN 

, SPACE 
Si, PROPN 
concentrations, NOUN 
11±6, NUM 
similar, ADJ 
Si-, NOUN 

, SPACE 
supplemented, VERB 
group, NOUN 
20±14, PROPN 
Si, PROPN 
deprived, VERB 

, SPACE 
animals, NOUN 
ratio, NOUN 
3±3, NUM 
suggests, VERB 
states, NOUN 
Si, PROPN 

, SPACE 
deprivation, NOUN 
urinary, ADJ 
Si, PROPN 
conservation, NOUN 
renal, ADJ 

, SPACE 
reabsorption, NOUN 
canoccur, NOUN 
kidneys, NOUN 
groups, NOUN 

, SPACE 
rats, NOUN 
investigated, VERB 
gene, NOUN 
array, NOUN 
subtractive, NOUN 

, SPACE 
hybridisation, NOUN 
aiming, VERB 
identify, VERB 
ﬁrst, ADJ 
mammalian, ADJ 
Si-, PROPN 

, SPACE 
responsive, ADJ 
genes, NOUN 
silicate, ADJ 
transporters, NOUN 
Silicon, PROPN 
transporters, NOUN 

, SPACE 
identi, PROPN 
ﬁed, PROPN 
diatoms, NOUN 
50, NUM 
rice, NOUN 
plant, NOUN 

, SPACE 
51–53, NUM 
non, PRON 
far, ADV 
mammals, NOUN 
addition, NOUN 

, SPACE 
investigating, VERB 
differences, NOUN 
aquaporin, PROPN 
AQP, PROPN 
expression, NOUN 

, SPACE 
