Corrosion, PROPN 
depth, NOUN 
relationship, NOUN 

, SPACE 
determined, VERB 
Sic, NOUN 
finished, VERB 
electropolished, VERB 
specimens, NOUN 
exposed, VERB 

, SPACE 
corrosive, ADJ 
environment, NOUN 
followed, VERB 
SIMS, PROPN 
measurements, NOUN 
02, NUM 
+, SYM 
ion, NOUN 

, SPACE 
following, ADJ 
masses, NOUN 
recorded, VERB 
23(Na+, NUM 
52(Cr+, NUM 
62(Fe+, NUM 
68(CrO+, NUM 

, SPACE 
72(FeO+, PROPN 
12(C+, NUM 
Depth, NOUN 
profiles, NOUN 
function, NOUN 
etch, NOUN 
time, NOUN 
constructed, VERB 

, SPACE 
1348, NUM 
J., PROPN 
M., PROPN 
Lyons, PROPN 
J., PROPN 
Corish, PROPN 

, SPACE 
Binding, VERB 
energy, NOUN 

, SPACE 
b, PROPN 

, SPACE 
iv, PROPN 

, SPACE 
iii, PROPN 

, SPACE 
ii, PROPN 

, SPACE 

, SPACE 
Binding, VERB 
energy, NOUN 

, SPACE 
Fig, PROPN 
8, NUM 
XPS, PROPN 
measurements, NOUN 
Sic, PROPN 
finished, VERB 
specimen, NOUN 
exposure, NOUN 
spectral, ADJ 
envelopes, NOUN 

, SPACE 
Fe2p, ADP 
b, X 
Cr2p, NOUN 
determined, VERB 
prepared, VERB 
ii, PROPN 
sputter, NOUN 
etching, VERB 
min, PROPN 
iii, PROPN 

, SPACE 
3, NUM 
min, NOUN 
iv, X 
8, NUM 
min, NOUN 
total, ADJ 
etch, NOUN 
time, NOUN 

, SPACE 
showing, VERB 
intensities, NOUN 
masses, NOUN 
suitably, ADV 
scaled, VERB 
ii, PROPN 
ratios, NOUN 
Cr+:Fe+, PROPN 

, SPACE 
CrO’:FeO+, PROPN 
iii, PROPN 
ratios, NOUN 
Fe, PROPN 
+, NOUN 
FeO+, PROPN 
Cr+:CrO+, PROPN 
details, NOUN 

, SPACE 
techniques, NOUN 
published, VERB 
elsewhere.38, NOUN 

, SPACE 
Sic, PROPN 
finished, VERB 
reference, NOUN 
sample, NOUN 
considerably, ADV 
contaminated, VERB 

, SPACE 
electropolished, ADJ 
surface, NOUN 
presumably, ADV 
preparation, NOUN 
process, NOUN 
Significant, ADJ 
organic, ADJ 

, SPACE 
fragments, NOUN 
removed, VERB 
brief, ADJ 
etch, NOUN 
time, NOUN 
Na+, X 
K+, NOUN 
peaks, NOUN 
attributable, ADJ 

, SPACE 
normal, ADJ 
handling, NOUN 
contamination, NOUN 
persistent, ADJ 
samples, NOUN 
shown, VERB 

, SPACE 
thin, ADJ 
metal, NOUN 
oxide, NOUN 
layers, NOUN 
electropolished, ADJ 
reference, NOUN 
sample, NOUN 
showed, VERB 
little, ADJ 
organic, ADJ 

, SPACE 
contamination, NOUN 
strong, ADJ 
Na+, NOUN 
Kt, PROPN 
peaks, NOUN 
peaks, NOUN 
corresponding, VERB 
Fe+, PROPN 

, SPACE 
Cr+, PROPN 
cf, NOUN 
Fig, PROPN 
10(a, NUM 
etching, VERB 
1Omin, NUM 
lOOnA, PROPN 
Na+, NOUN 
K+, PROPN 

, SPACE 
disappeared, VERB 
oxide, NOUN 
peaks, NOUN 
Cr, PROPN 
Fe, PROPN 
visible, ADJ 
extensive, ADJ 
work, NOUN 

, SPACE 
involved, VERB 
SIMS, PROPN 
analyses, NOUN 
carried, VERB 
test, NOUN 
specimens, NOUN 

, SPACE 
undergone, VERB 
situ, NOUN 
exposure, NOUN 
periods, NOUN 
3, NUM 
x, SYM 
lo3, NOUN 
18, NUM 
x, SYM 
lo3, PROPN 
h, NOUN 
examined, VERB 
way, NOUN 

, SPACE 
Sic, NOUN 
finished, VERB 
specimens, NOUN 
exposed, VERB 
time, NOUN 
intervals, NOUN 
showed, VERB 
contamination, NOUN 

, SPACE 
organic, ADJ 
material, NOUN 
depth, NOUN 
profile, NOUN 
3, NUM 
x, SYM 
lo3, ADJ 
h, NOUN 
specimen, NOUN 
showed, VERB 
CrC, PROPN 
peak, NOUN 

, SPACE 
corrosion, NOUN 
12Cr, NUM 
alloy, NOUN 
1349, NUM 

, SPACE 
-e-, PROPN 
Cls, PROPN 

, SPACE 
01s, NOUN 

, SPACE 
Fe2p, ADV 

, SPACE 
Cr2p, NOUN 

, SPACE 
0, NUM 

, SPACE 
0, NUM 
200, NUM 
400, NUM 
600, NUM 
600, NUM 
1000, NUM 

, SPACE 
Etch, PROPN 
time, NOUN 
min, PROPN 

, SPACE 
Fig, PROPN 
9, NUM 
Changes, NOUN 
cent, NOUN 
atomic, ADJ 
concentrations, NOUN 
relevant, ADJ 
elements, NOUN 
etch, NOUN 
time, NOUN 

, SPACE 
measured, VERB 
Sic, PROPN 
finished, VERB 
specimen, NOUN 
exposed, VERB 
situ, ADJ 
rig, NOUN 
total, NOUN 
18, NUM 
x, SYM 
1, NUM 
O3, PROPN 
h., PROPN 

, SPACE 
surface, NOUN 
quickly, ADV 
evident, ADJ 
peaked, VERB 
100, NUM 
min, NOUN 
etch, NOUN 
2.5, NUM 
nA, NUM 

, SPACE 
decreased, VERB 
steady, ADJ 
value, NOUN 
140, NUM 
min, NOUN 
etching, VERB 

, SPACE 
gradual, ADJ 
increase, NOUN 
metallic, ADJ 
nature, NOUN 
Fe+, PROPN 
Crf, PROPN 
present, NOUN 

, SPACE 
experimental, ADJ 
difficulties, NOUN 
Sic, PROPN 
finished, VERB 
specimen, NOUN 
exposed, VERB 
18, NUM 
x, SYM 
lo3, PROPN 
h, NOUN 
possibly, ADV 

, SPACE 
charge, NOUN 
build, NOUN 
result, NOUN 
retention, NOUN 
small, ADJ 
particles, NOUN 
insulating, VERB 
SIC, NOUN 

, SPACE 
corrosion, NOUN 
layer, NOUN 
Fe+, NOUN 
FeOf, PROPN 
peaks, NOUN 
main, ADJ 
signals, NOUN 
initially, ADV 

, SPACE 
additional, ADJ 
sputtering, NOUN 

, SPACE 
Figure, PROPN 
10, NUM 
comparison, NOUN 
depth, NOUN 
profiles, NOUN 
obtained, VERB 
reference, NOUN 
electropolished, VERB 

, SPACE 
specimen, NOUN 
similarly, ADV 
prepared, ADJ 
sample, NOUN 
exposed, VERB 
3, NUM 
x, SYM 
lo3, ADJ 
h., NOUN 

, SPACE 
examination, NOUN 
ion, NOUN 
yields, NOUN 
Fig, PROPN 
10(b, PROPN 
shows, VERB 
increased, VERB 

, SPACE 
Fe+, NOUN 
signal, NOUN 
compared, VERB 
Cr, PROPN 
+, PROPN 
decreased, VERB 
linearly, ADV 
steady, ADJ 
value, NOUN 

, SPACE 
220, NUM 
min, NOUN 
etching, VERB 
differences, NOUN 
Cr, PROPN 
Fe, PROPN 
ratios, NOUN 
measured, VERB 

, SPACE 
electropolished, ADJ 
Sic, PROPN 
finished, VERB 
specimens, NOUN 
electropolished, ADJ 
specimen, NOUN 

, SPACE 
exposed, VERB 
18, NUM 
x, SYM 
1, NUM 
O3, PROPN 
h, NOUN 
different, ADJ 
showed, VERB 
depletion, NOUN 
Cr, PROPN 
+, PROPN 
surface, NOUN 
layer, NOUN 

, SPACE 
similar, ADJ 
Sic, PROPN 
finished, VERB 
specimen, NOUN 
exposed, VERB 

, SPACE 
time, NOUN 
interval, NOUN 
depletion, NOUN 
lasted, VERB 
90, NUM 
min, NOUN 
etch, NOUN 
time, NOUN 
level, NOUN 
Cr, PROPN 
+, CCONJ 

, SPACE 
slowly, ADV 
increased, VERB 
maximum, ADJ 
levelling, VERB 

, SPACE 
Samples, NOUN 
surface, NOUN 
finishes, NOUN 
exposed, VERB 
18, NUM 
x, SYM 
lo3, PROPN 
h, NOUN 
seen, VERB 

, SPACE 
mottled, VERB 
surfaces, NOUN 
comprising, VERB 
dark, ADJ 
light, ADJ 
areas, NOUN 
Mass, PROPN 
spectra, PROPN 
obtained, VERB 

, SPACE 
darker, ADJ 
areas, NOUN 
electropolished, ADJ 
specimen, NOUN 
dark, ADJ 
areas, NOUN 
found, VERB 
contain, VERB 

, SPACE 
Cr+, NOUN 
corresponding, VERB 
lighter, ADJ 
areas, NOUN 
explain, VERB 
differences, NOUN 

, SPACE 
noted, VERB 
depth, NOUN 
profiles, NOUN 
specimens, NOUN 
exposed, VERB 
18, NUM 
x, SYM 
lo3, ADJ 
h, NOUN 

, SPACE 
depth, NOUN 
profiling, NOUN 
process, NOUN 
samples, VERB 
region, NOUN 
surface, NOUN 
spatially, ADV 

, SPACE 
homogeneous, ADJ 

, SPACE 
1350, NUM 
J., PROPN 
M., PROPN 
Lyons, PROPN 
J., PROPN 
Corish, PROPN 

, SPACE 
0, NUM 

, SPACE 
0, NUM 
110, NUM 
220, NUM 
330, NUM 
440, NUM 
550, NUM 
660, NUM 
770, NUM 
880, NUM 
F, PROPN 

, SPACE 
Etch, PROPN 
time, NOUN 
min, NOUN 

, SPACE 
@I, VERB 
20000, NUM 
+, SYM 
23, NUM 
Na, PROPN 
5, NUM 

, SPACE 
52, NUM 
Cr, PROPN 
L, PROPN 
1, NUM 

, SPACE 
+, CCONJ 
56, NUM 
Fe, PROPN 
f, PROPN 
1, NUM 

, SPACE 
68, NUM 
CrO, NUM 
25, NUM 

, SPACE 
72, NUM 
Fe0, NOUN 
t, NOUN 
25, NUM 

, SPACE 
d, NOUN 
12c, X 
loo, PROPN 

, SPACE 
+, CCONJ 
23, NUM 
5, NUM 

, SPACE 
52, NUM 
Cr, NOUN 
1, NUM 

, SPACE 
+, CCONJ 
56, NUM 
Fe, PROPN 
1, NUM 

, SPACE 
68, NUM 
00, NUM 
25, NUM 

, SPACE 
+, CCONJ 
72, NUM 
Fe0, NUM 
25, NUM 

, SPACE 
12c, NOUN 
lOO, NOUN 

, SPACE 
Etch, PROPN 
time, NOUN 
min, NOUN 

, SPACE 
Fig, PROPN 
10, NUM 
Positive, ADJ 
ion, NOUN 
depth, NOUN 
profiles, NOUN 
measured, VERB 
SIMS, PROPN 
electropolished, ADJ 
specimens, NOUN 

, SPACE 
reference, NOUN 
surface, NOUN 
exposure, NOUN 
b, X 
3, NUM 
x, SYM 
lo3, ADJ 
h, NOUN 
exposure, NOUN 
situ, NOUN 
rig, NOUN 
intensity, NOUN 

, SPACE 
counts, NOUN 
species, NOUN 
scaled, VERB 
indicated, VERB 
diagram, NOUN 

, SPACE 
Results, NOUN 
laboratory, NOUN 
rig, NOUN 

, SPACE 
assuming, VERB 
role, NOUN 
CO, PROPN 
corrosion, NOUN 
12, NUM 
Cr, PROPN 
alloy, NOUN 
working, NOUN 
turbine, NOUN 

, SPACE 
variable, ADJ 
conditions, NOUN 
unavoidable, ADJ 
situ, NOUN 
experiment, NOUN 

, SPACE 
considered, VERB 
appropriate, ADJ 
necessary, ADJ 
provide, VERB 
independent, ADJ 
control, NOUN 
experiment, NOUN 

, SPACE 
model, NOUN 
conditions, NOUN 
described, VERB 
previously, ADV 
laboratory, NOUN 
rig, NOUN 
products, NOUN 

, SPACE 
characterized, VERB 
techniques, NOUN 
samples, NOUN 
exposed, VERB 
situ, NOUN 

, SPACE 
routine, ADJ 
monitoring, NOUN 
water, NOUN 
experimental, ADJ 
environment, NOUN 
test, NOUN 

, SPACE 
rig, NOUN 
carried, VERB 
corrective, ADJ 
action, NOUN 
taken, VERB 
necessary, ADJ 
course, NOUN 

, SPACE 
experiments, NOUN 
ensure, VERB 
control, NOUN 
environments, VERB 
described, VERB 
maintained, VERB 

, SPACE 
corrosion, NOUN 
12Cr, NUM 
alloy, NOUN 
1351, NUM 

, SPACE 
Kinetic, PROPN 
data, NOUN 
derived, VERB 
weight, NOUN 
measurements, NOUN 
triplicate, ADJ 
samples, NOUN 
removed, VERB 

, SPACE 
500, NUM 
h, NOUN 
total, ADJ 
3000, NUM 
h, NOUN 
exposure, NOUN 
observations, NOUN 
showed, VERB 
weight, NOUN 
gains, NOUN 

, SPACE 
weight, NOUN 
losses, NOUN 
compared, VERB 
base, NOUN 
measurements, NOUN 
prior, ADV 
exposure, NOUN 
Sic, NOUN 
finished, VERB 

, SPACE 
specimens, NOUN 
2, NUM 
x, SYM 
lo3, ADJ 
h, NOUN 
electropolished, ADJ 
specimens, NOUN 
3, NUM 
x, SYM 
1, NUM 
O3, PROPN 
h., NOUN 
Sic, PROPN 
finished, VERB 

, SPACE 
specimens, NOUN 
exposed, VERB 
3, NUM 
x, SYM 
lo3, ADJ 
h, NOUN 
consistent, ADJ 
positive, ADJ 
weight, NOUN 
gain, NOUN 
overall, ADJ 

, SPACE 
quality, NOUN 
data, NOUN 
measured, VERB 
rig, NOUN 
impossible, ADJ 
reliably, ADV 
determine, VERB 
weight, NOUN 
gain, NOUN 

, SPACE 
relationship, NOUN 
time, NOUN 
scale, NOUN 
experiments, NOUN 

, SPACE 
SEM, PROPN 
images, NOUN 
surfaces, NOUN 
Sic, NOUN 
finished, VERB 
electropolished, VERB 
specimens, NOUN 
exposed, VERB 

, SPACE 
model, NOUN 
rig, NOUN 
proved, VERB 
limited, ADJ 
value, NOUN 
3, NUM 
x, SYM 
lo3, ADJ 
h, NOUN 
little, ADJ 

, SPACE 
apparent, ADJ 
change, NOUN 
reference, NOUN 
specimens, NOUN 
indication, NOUN 
oxide, NOUN 

, SPACE 
formation, NOUN 
grooves, NOUN 
Sic, PROPN 
finished, VERB 
specimens, NOUN 
3, NUM 
x, SYM 
lo3, ADJ 
h, NOUN 
exposure, NOUN 
EPMA, PROPN 
analysis, NOUN 

, SPACE 
confirm, VERB 
observation, NOUN 
inconclusive, ADJ 
Cross, ADJ 
sectional, ADJ 
metallography, NOUN 

, SPACE 
provide, VERB 
strong, ADJ 
evidence, NOUN 
oxide, NOUN 
layer, NOUN 
forming, VERB 
metal, NOUN 
surface, NOUN 
Exposures, NOUN 

, SPACE 
surface, NOUN 
finishes, NOUN 
experimental, ADJ 
regimes, NOUN 
1000, NUM 
h, NOUN 
provide, VERB 

, SPACE 
evidence, NOUN 
oxide, NOUN 
formation, NOUN 
2000, NUM 
h, NOUN 
patches, NOUN 
oxide, NOUN 
seen, VERB 

, SPACE 
random, ADJ 
surfaces, NOUN 
total, ADJ 
exposure, NOUN 
period, NOUN 
3, NUM 
x, SYM 
lo3, ADJ 
h, NOUN 
specimens, NOUN 

, SPACE 
experimental, ADJ 
regimes, NOUN 
exhibited, VERB 
definite, ADJ 
oxide, NOUN 
layer, NOUN 
presence, NOUN 
apparent, ADJ 

, SPACE 
differences, NOUN 
appearances, NOUN 
thicknesses, NOUN 
oxide, NOUN 
layers, NOUN 
specimens, NOUN 

, SPACE 
surface, NOUN 
finish, NOUN 
exposure, NOUN 
experimental, ADJ 
regimes, NOUN 

, SPACE 
Sic, PROPN 
finished, VERB 
surfaces, NOUN 
thicker, ADJ 
uniform, ADJ 
oxide, NOUN 
layer, NOUN 

, SPACE 
electropolished, ADJ 
specimens, NOUN 
3, NUM 
x, SYM 
lo3, ADJ 
h, NOUN 
layer, NOUN 
appeared, VERB 
fine, ADV 
grained, VERB 
compact, ADJ 

, SPACE 
adherent, NOUN 
metal, NOUN 
surface, NOUN 
average, ADJ 
thickness, NOUN 
187, NUM 
nm, NOUN 

, SPACE 
consistent, ADJ 
kinetic, ADJ 
data, NOUN 
situ, NOUN 
experiments, NOUN 
period, NOUN 
exposure, NOUN 

, SPACE 
corresponding, VERB 
layer, NOUN 
electropolished, ADJ 
surface, NOUN 
appeared, VERB 
incomplete, ADJ 
fully, ADV 

, SPACE 
protective, ADJ 
alloy, NOUN 
EPMA, PROPN 
analyses, NOUN 
unreliable, ADJ 
thin, ADJ 
nature, NOUN 
oxide, NOUN 

, SPACE 
layer, NOUN 
led, VERB 
interference, NOUN 
contribution, NOUN 
substrate, ADJ 
metal, NOUN 

, SPACE 
Detailed, PROPN 
XPS, PROPN 
measurements, NOUN 
including, VERB 
depth, NOUN 
profiling, NOUN 
described, VERB 
previously, ADV 

, SPACE 
found, VERB 
worthwhile, ADJ 
samples, NOUN 
exposed, VERB 
duration, NOUN 

, SPACE 
3, NUM 
x, SYM 
lo3, ADJ 
h, NOUN 
aggressive, ADJ 
environment, NOUN 
Regime, PROPN 
B, PROPN 
~, VERB 
binding, VERB 
energy, NOUN 
positions, NOUN 

, SPACE 
Fe2p, ADJ 
Cr2p, PROPN 
peaks, NOUN 
exposed, VERB 
specimens, NOUN 
710.9, NUM 
eV, NUM 
576.6eV, NUM 

, SPACE 
respectively, ADV 
indicate, VERB 
elements, NOUN 
present, ADJ 
Fe304, PROPN 
and/or, CCONJ 
Fez03, PROPN 
Cr203, PROPN 

, SPACE 
exposed, VERB 
samples, NOUN 
heavily, ADV 
contaminated, VERB 
carbonaceous, ADJ 
material, NOUN 

, SPACE 
showed, VERB 
large, ADJ 
contributions, NOUN 
Cls, PROPN 
line, NOUN 
Sic, PROPN 
finished, VERB 
specimens, NOUN 

, SPACE 
severely, ADV 
affected, VERB 
exhibited, VERB 
relatively, ADV 
large, ADJ 
Si2p, PROPN 
signal, NOUN 
fell, VERB 
away, ADV 
slightly, ADV 

, SPACE 
depth, NOUN 
Fe2p, ADJ 
Cr2p, ADJ 
contributions, NOUN 
small, ADJ 
rose, VERB 
little, ADJ 

, SPACE 
etching, VERB 
Fe2p, ADJ 
intensity, NOUN 
Cr2p, PROPN 
signal, NOUN 
Distinctive, ADJ 
changes, NOUN 

, SPACE 
oxidation, NOUN 
states, NOUN 
peaks, NOUN 
observed, VERB 
overall, ADJ 
change, NOUN 
Fe(O, PROPN 

, SPACE 
Cr(0, PROPN 
longer, ADJ 
time, NOUN 
scale, NOUN 
compared, VERB 
reference, NOUN 
material, NOUN 

, SPACE 
metallic, ADJ 
states, NOUN 
dominant, ADJ 
total, ADJ 
etch, NOUN 
time, NOUN 
32, NUM 
min, NOUN 
depth, NOUN 
profiles, NOUN 

, SPACE 
exposed, VERB 
electropolished, ADJ 
specimens, NOUN 
somewhat, ADV 
similar, ADJ 
small, ADJ 
Fe2p, ADJ 

, SPACE 
Cr2p, ADJ 
contributions, NOUN 
increased, VERB 
slowly, ADV 
remained, VERB 
relatively, ADV 
intense, ADJ 

, SPACE 
corresponding, VERB 
peaks, NOUN 
reference, NOUN 
material, NOUN 
extended, ADJ 
profile, NOUN 
18, NUM 
min, NOUN 

, SPACE 
required, VERB 
begin, VERB 
metallic, ADJ 
surface, NOUN 
remained, VERB 
major, ADJ 

, SPACE 
contribution, NOUN 
oxide, NOUN 
species, NOUN 
elements, NOUN 

, SPACE 
1352, NUM 
J., PROPN 
M., PROPN 
Lyons, PROPN 
J., PROPN 
Corish, PROPN 

, SPACE 
DISCUSSION, PROPN 

, SPACE 
Experimental, ADJ 
regimes, NOUN 

, SPACE 
turbine, NOUN 
chosen, VERB 
situ, NOUN 
experiments, NOUN 
described, VERB 
condensate, ADJ 

, SPACE 
polishing, VERB 
demineralizing, VERB 
plant, NOUN 
steam, NOUN 
supply, NOUN 
rig, NOUN 
taken, VERB 
region, NOUN 

, SPACE 
condensate, NOUN 
formed, VERB 
factors, NOUN 
knowledge, NOUN 

, SPACE 
distribution, NOUN 
ratio, NOUN 
6, NUM 
CO2, PROPN 
gaseous, ADJ 
liquid, ADJ 
phases3, NOUN 
conditions, NOUN 

, SPACE 
especially, ADV 
suitable, ADJ 
determine, VERB 
effect, NOUN 
CO2, PROPN 
corrosion, NOUN 
service, NOUN 
turbine, NOUN 

, SPACE 
material, NOUN 
concentrations, NOUN 
contaminants, NOUN 
steam, NOUN 
water, NOUN 

, SPACE 
cycle, NOUN 
boiler, NOUN 
turbine, NOUN 
system, NOUN 
maintained, VERB 
low, ADJ 
levels, NOUN 
rigorous, ADJ 
chemical, NOUN 

, SPACE 
control, NOUN 
laboratory, NOUN 
test, NOUN 
rig, NOUN 
exposures, NOUN 
carried, VERB 
provide, VERB 
independent, ADJ 
control, NOUN 

, SPACE 
experiments, NOUN 
conditions, NOUN 
chosen, VERB 
model, NOUN 
system, NOUN 
sought, VERB 
reproduce, VERB 
pressures, NOUN 

, SPACE 
temperatures, NOUN 
bleeds, NOUN 
LP, ADJ 
end, NOUN 
turbine, NOUN 
load, NOUN 
50, NUM 
load, NOUN 

, SPACE 
conditions, NOUN 
level, NOUN 
CO, PROPN 
added, VERB 
ultrapure, ADJ 
carrier, NOUN 
water, NOUN 
laboratory, NOUN 
rig, NOUN 

, SPACE 
chosen, VERB 
close, ADJ 
maximum, ADJ 
value, NOUN 
measured, VERB 
turbine, NOUN 
lower, ADJ 
level, NOUN 
O2, PROPN 

, SPACE 
corresponded, VERB 
normal, ADJ 
level, NOUN 
02, NUM 
measured, VERB 
turbine, NOUN 
higher, ADJ 
02, NUM 
level, NOUN 

, SPACE 
levels, NOUN 
found, VERB 
turbine, NOUN 
periods, NOUN 
<, X 
500, NUM 
h, PROPN 
coming, VERB 
load, NOUN 
outages, NOUN 

, SPACE 
maintenance, NOUN 
laboratory, NOUN 
measurements, NOUN 
designed, VERB 
data, NOUN 

, SPACE 
measured, VERB 
compared, VERB 
results, NOUN 
situ, NOUN 
test, NOUN 
rig, NOUN 
mounted, VERB 

, SPACE 
working, NOUN 
turbine, NOUN 

, SPACE 
Oxide, NOUN 
layer, NOUN 
nucleation, NOUN 
structure, NOUN 

, SPACE 
results, NOUN 
situ, NOUN 
exposures, NOUN 
fulfil, VERB 
principal, ADJ 
objective, NOUN 
study, NOUN 

, SPACE 
operating, NOUN 
conditions, NOUN 
high, ADJ 
concentrations, NOUN 
CO, PROPN 
bulk, NOUN 
steam, NOUN 

, SPACE 
protective, ADJ 
coating, NOUN 
oxide, NOUN 
formed, VERB 
12, NUM 
Cr, PROPN 
turbine, NOUN 
alloy, NOUN 
material, NOUN 
product, NOUN 

, SPACE 
layer, NOUN 
structure, NOUN 
outer, ADJ 
layer, NOUN 
porous, ADJ 
consisted, VERB 
magnetite, NOUN 

, SPACE 
crystals, NOUN 
generally, ADV 
octahedral, ADJ 
shape, NOUN 
appeared, VERB 
nucleated, VERB 
grown, VERB 

, SPACE 
solution, NOUN 
turbine, NOUN 
deposited, VERB 
preformed, ADJ 
particles, NOUN 
proposed, VERB 

, SPACE 
method, NOUN 
production, NOUN 
crystals, NOUN 
supported, VERB 
number, NOUN 
observations, NOUN 
Firstly, ADV 

, SPACE 
complete, ADJ 
absence, NOUN 
crystallites, NOUN 
analogous, ADJ 
experiments, NOUN 
laboratory, NOUN 
test, NOUN 
rig, NOUN 

, SPACE 
indicates, VERB 
grow, VERB 
substrate, NOUN 
alloy, NOUN 
Secondly, ADV 
small, ADJ 
amounts, NOUN 

, SPACE 
chromium, NOUN 
<, X 
2, NUM 
exposure, NOUN 
periods, NOUN 
found, VERB 
present, ADJ 
crystals, NOUN 

, SPACE 
formed, VERB 
situ, NOUN 
exposures, NOUN 
contrasts, VERB 
larger, ADJ 
percentages, NOUN 
15-, X 

, SPACE 
17, NUM 
Table, NOUN 
3, NUM 
found, VERB 
inner, ADJ 
oxide, NOUN 
layers, NOUN 
established, VERB 
turbine, NOUN 

, SPACE 
turbine, NOUN 
casing, VERB 
LP, PROPN 
end, NOUN 
suffered, VERB 
significant, ADJ 
corrosion, NOUN 

, SPACE 
resulted, VERB 
solutions, NOUN 
containing, VERB 
iron, NOUN 
Earlier, ADJ 
work, NOUN 
experimental, ADJ 
turbine’35’4,39, NOUN 

, SPACE 
shown, VERB 
liquid, ADJ 
film, NOUN 
form, VERB 
turbine, NOUN 
blades, NOUN 
wet, ADJ 
zone, NOUN 
LP, PROPN 
end, NOUN 

, SPACE 
possible, ADJ 
deposition, NOUN 
crystals, NOUN 
containing, VERB 
Fe, PROPN 
turbine, NOUN 

, SPACE 
crystals, NOUN 
seen, VERB 
present, ADJ 
study, NOUN 
grown, VERB 
substrate, NOUN 
alloy, NOUN 
process, NOUN 

, SPACE 
involved, VERB 
excess, NOUN 
metal, NOUN 
ions, NOUN 
transported, VERB 
inner, ADJ 
oxide, NOUN 
layer, NOUN 

, SPACE 
surface, NOUN 
followed, VERB 
dissolution, NOUN 
aqueous, ADJ 
film, NOUN 
subsequent, ADJ 
deposition.23, NOUN 

, SPACE 
occurred, VERB 
reasonable, ADJ 
expectation, NOUN 
chromium, NOUN 
content, NOUN 
similar, ADJ 

, SPACE 
found, VERB 
inner, ADJ 
oxide, NOUN 
layer, NOUN 
Finally, ADV 
examination, NOUN 
morphology, NOUN 
crystals, NOUN 

, SPACE 
formed, VERB 
surface, NOUN 
finishes, NOUN 
showed, VERB 
broadly, ADV 
similar, ADJ 
total, ADJ 

, SPACE 
exposure, NOUN 
period, NOUN 
supports, VERB 
hypothesis, NOUN 
crystals, NOUN 
nucleated, VERB 

, SPACE 
system, NOUN 
noted, VERB 
exceptional, ADJ 
absence, NOUN 
crystals, NOUN 
electropolished, ADJ 

, SPACE 
surface, NOUN 
3, NUM 
x, SYM 
lo3, ADJ 
h, NOUN 
exposure, NOUN 
probably, ADV 
fact, NOUN 
highly, ADV 
polished, ADJ 

, SPACE 
corrosion, NOUN 
12Cr, NUM 
alloy, NOUN 
1353, NUM 

, SPACE 
surface, NOUN 
provide, VERB 
sites, NOUN 
crystals, NOUN 
attached, VERB 
presence, NOUN 

, SPACE 
crystallites, NOUN 
surface, NOUN 
considered, VERB 
responsible, ADJ 
fact, NOUN 
SIMS, PROPN 
data, NOUN 

, SPACE 
areas, NOUN 
higher, ADJ 
chromium, NOUN 
concentration, NOUN 
distributed, VERB 
random, ADJ 

, SPACE 
exposed, VERB 
surfaces, NOUN 
nature, NOUN 
technique, NOUN 
ion, NOUN 
beam, NOUN 
sampled, VERB 

, SPACE 
area, NOUN 
covered, VERB 
magnetite, NOUN 
crystals, NOUN 
~2, PROPN 
Cr, PROPN 
data, NOUN 
showed, VERB 

, SPACE 
certain, ADJ 
areas, NOUN 
high, ADJ 
Fe, PROPN 
signal, NOUN 
possible, ADJ 
explanations, NOUN 
selective, ADJ 
leaching, NOUN 

, SPACE 
iron, NOUN 
chromium, NOUN 
surface, NOUN 
unlikely, ADJ 
given, VERB 
experimental, ADJ 
conditions, NOUN 

, SPACE 
prevailing, VERB 
environment, NOUN 
situ, NOUN 
test, NOUN 
rig.27,4o, PROPN 

, SPACE 
exposures, NOUN 
investigated, VERB 
including, VERB 
laboratory, NOUN 
test, NOUN 
rig, NOUN 
cause, VERB 

, SPACE 
fine, ADV 
grained, VERB 
compact, ADJ 
adherent, NOUN 
layer, NOUN 
developed, VERB 
surfaces, NOUN 
test, NOUN 

, SPACE 
specimens, NOUN 
broad, ADJ 
agreement, NOUN 
findings, NOUN 
Ramasubramanian, PROPN 
et, NOUN 
al.4, PROPN 

, SPACE 
Shoesmith, PROPN 
et, NOUN 
af.34, NOUN 
working, VERB 
AISI, PROPN 
304, NUM 
pH, NUM 
8, NUM 
9, NUM 
room, NOUN 
temperature, NOUN 

, SPACE 
pH, NUM 
3, NUM 
temperature, NOUN 
range, NOUN 
350, NUM 
360K., PROPN 
study, NOUN 

, SPACE 
situ, NOUN 
rig, NOUN 
temperature, NOUN 
range, NOUN 
330, NUM 
4OOK, NOUN 
concentration, NOUN 
CO2, PROPN 

, SPACE 
found, VERB 
present, ADJ 
pH, NUM 
value, NOUN 
expected, VERB 
range, NOUN 
5.5, NUM 
6.0.42, NOUN 
exact, ADJ 
value, NOUN 

, SPACE 
depend, VERB 
extent, NOUN 
CO2, PROPN 
favours, VERB 
liquid, ADJ 
phase, NOUN 

, SPACE 
sufficient, ADJ 
time, NOUN 
mass, NOUN 
