oFOUr, NUM 
A.L., PROPN 
Spek, PROPN 

, SPACE 
H., PROPN 
Lang, PROPN 
G., PROPN 
van, PROPN 
Koten, PROPN 
Organometallics, PROPN 
14, NUM 
1995, NUM 
1098, NUM 

, SPACE 
9, X 
H., PROPN 
Lang, PROPN 
M., PROPN 
Herres, PROPN 
L., PROPN 
Zsolani, PROPN 
Organometalics, PROPN 
12, NUM 
1993, NUM 

, SPACE 
5008, NUM 

, SPACE 
10, NUM 
H., PROPN 
Antmpiusov~, PROPN 
A., NOUN 
Dosediov6, PROPN 
V., PROPN 
Hanu~, PROPN 
K., PROPN 
Mach, PROPN 
Tran-, ADJ 

, SPACE 
sit, NOUN 
Met, PROPN 
Chem, PROPN 
6, NUM 
1981, NUM 
90, NUM 

, SPACE 
ii, X 
H., PROPN 
Lang, PROPN 
D., PROPN 
Seyferth, PROPN 
Z., PROPN 
Naturforsch, PROPN 
B, NOUN 
45, NUM 
1990, NUM 
212, NUM 

, SPACE 
12, NUM 
BrUggemann, PROPN 
T., PROPN 
Debaerdemaeker, PROPN 
B., PROPN 
MUller, PROPN 
G., PROPN 
Schmid, PROPN 
U., PROPN 

, SPACE 
Thewalt, PROPN 
ULvl, PROPN 
Programmsystem, PROPN 
Jahrestagung, PROPN 
der, NOUN 
Deutschen, PROPN 

, SPACE 
Gesellschaft, PROPN 
fiir, NOUN 
Kristallografie, PROPN 
Mainz, PROPN 
9, NUM 
12, NUM 
Juni, PROPN 
1992, NUM 
Abstr, PROPN 

, SPACE 
p., NOUN 
33, NUM 
includes, VERB 
sHftx.76, PROPN 
Program, PROPN 
Crystal, PROPN 
Struc-, PROPN 

, SPACE 
ture, VERB 
Determination, PROPN 
G.M., PROPN 
Sheldrick, PROPN 
University, PROPN 
Cam-, PROPN 

, SPACE 
bridge, NOUN 
Cambridge, PROPN 
UK, PROPN 
1976, NUM 

, SPACE 
13, NUM 
K., PROPN 
Math, PROPN 
H., PROPN 
Antmpiusov, PROPN 
V., PROPN 
Varga, PROPN 
V., PROPN 
Hanu~, PROPN 
J., PROPN 

, SPACE 
Organomet, PROPN 
Chem, PROPN 
358, NUM 
1988, NUM 
123, NUM 

, SPACE 
14, NUM 
K., PROPN 
Mach, PROPN 
J.B., PROPN 
Raynor, PROPN 
J., PROPN 
Chem, PROPN 
Soc, PROPN 
Dalton, PROPN 
Trans, PROPN 
1992, NUM 

, SPACE 
683, NUM 


, SPACE 
