Original, ADJ 
AJ, PROPN 
Boyde, PROPN 
A., NOUN 
Nanomechanical, ADJ 
properties, NOUN 
mineral, NOUN 
con-, PART 

, SPACE 
centration, NOUN 
articular, PROPN 
calci, PROPN 
ﬁed, PROPN 
cartilage, NOUN 
subchondral, ADJ 
bone, NOUN 
J, PROPN 
Anat, PROPN 

, SPACE 
2003;203(2):191, PROPN 
202, NUM 

, SPACE 
15, X 
Imhof, PROPN 
H, PROPN 
et, PROPN 
al, PROPN 
Importance, PROPN 
subchondral, ADJ 
bone, NOUN 
articular, VERB 
cartilage, NOUN 
health, NOUN 

, SPACE 
disease, NOUN 
Magn, PROPN 
Reson, PROPN 
Imaging, PROPN 
1999;10(3):180, PROPN 
92, NUM 

, SPACE 
16, NUM 
Miller, PROPN 
LM, PROPN 
et, PROPN 
al, PROPN 
Alterations, PROPN 
mineral, NOUN 
composition, NOUN 
observed, VERB 
osteoarthritic, ADJ 

, SPACE 
joints, NOUN 
cynomolgus, ADJ 
monkeys, NOUN 
Bone, NOUN 
2004;35(2):498, NUM 
506, NUM 

, SPACE 
17, NUM 
Radin, PROPN 
EL, PROPN 
Rose, PROPN 
RM, PROPN 
Role, NOUN 
subchondral, ADJ 
bone, NOUN 
initiation, NOUN 
progression, NOUN 

, SPACE 
cartilage, NOUN 
damage, NOUN 
Clin, PROPN 
Orthop, PROPN 
Relat, PROPN 
Res, PROPN 
1986;213:34, PROPN 
40, NUM 

, SPACE 
18, X 
Clark, PROPN 
JM, PROPN 
structure, NOUN 
vascular, ADJ 
channels, NOUN 
subchondral, ADJ 
plate, NOUN 
J, PROPN 
Anat, PROPN 

, SPACE 
1990;171:105, NUM 
15, NUM 

, SPACE 
19, NUM 
Imhof, PROPN 
H, PROPN 
et, PROPN 
al, PROPN 
Subchondral, ADJ 
bone, NOUN 
cartilage, NOUN 
disease, NOUN 
rediscovered, ADJ 
functional, ADJ 

, SPACE 
unit, NOUN 
Invest, VERB 
Radiol, PROPN 
2000;35(10):581, PROPN 
8, NUM 

, SPACE 
20, NUM 
Burr, PROPN 
DB, PROPN 
Schaf, PROPN 
ﬂer, VERB 
MB, NOUN 
involvement, NOUN 
subchondral, ADJ 
mineralized, VERB 
tissues, NOUN 

, SPACE 
osteoarthrosis, NOUN 
quantitative, ADJ 
microscopic, ADJ 
evidence, NOUN 
Microsc, PROPN 
Res, PROPN 
Tech, PROPN 
1997;37(4, NUM 

, SPACE 
343–57, NUM 

, SPACE 
21, NUM 
Burr, PROPN 
DB, PROPN 
Radin, PROPN 
EL, PROPN 
Microfractures, NOUN 
microcracks, NOUN 
subchondral, ADJ 
bone, NOUN 

, SPACE 
relevant, ADJ 
osteoarthrosis, NOUN 
Rheum, PROPN 
Dis, PROPN 
Clin, PROPN 
North, PROPN 
2003;29(4):675, NUM 
85, NUM 

, SPACE 
22, X 
Bendele, PROPN 
Animal, NOUN 
models, NOUN 
osteoarthritis, NOUN 
J, PROPN 
Musculoskelet, PROPN 
Neuronal, PROPN 
Interact, PROPN 

, SPACE 
2001;1(4):363, NUM 
76, NUM 

, SPACE 
23, NUM 
Glasson, PROPN 
SS, PROPN 
Blanchet, PROPN 
TJ, PROPN 
Morris, PROPN 
EA, NOUN 
surgical, ADJ 
destabilization, NOUN 
medial, ADJ 

, SPACE 
meniscus, NOUN 
DMM, PROPN 
model, NOUN 
osteoarthritis, NOUN 
129, NUM 
SvEv, PROPN 
mouse, NOUN 
Osteoarthritis, PROPN 

, SPACE 
Cartilage, PROPN 
2007;15(9):1061, NUM 
9, NUM 

, SPACE 
24, NUM 
Wang, PROPN 
L, PROPN 
et, PROPN 
al, PROPN 
situ, NOUN 
measurement, NOUN 
solute, NOUN 
transport, NOUN 
bone, NOUN 
lacunar, NOUN 
canalicular, ADJ 

, SPACE 
system, NOUN 
Proc, PROPN 
Natl, PROPN 
Acad, PROPN 
Sci, PROPN 
U, PROPN 
S, NOUN 
2005;102(33):11911, NUM 
6, NUM 

, SPACE 
25, NUM 
Leddy, PROPN 
HA, PROPN 
Guilak, PROPN 
F., PROPN 
Site, PROPN 
speci, NOUN 
ﬁc, INTJ 
molecular, ADJ 
diffusion, NOUN 
articular, ADJ 
cartilage, NOUN 
mea-, NUM 

, SPACE 
sured, VERB 
ﬂuorescence, NOUN 
recovery, NOUN 
photobleaching, VERB 
Ann, PROPN 
Biomed, PROPN 
Eng, PROPN 

, SPACE 
2003;31(7):753, NUM 
60, NUM 

, SPACE 
26, NUM 
Burr, PROPN 
DB, PROPN 
Hooser, PROPN 
M., PROPN 
Alterations, PROPN 
en, PROPN 
bloc, PROPN 
basic, ADJ 
fuchsin, NOUN 
staining, NOUN 
protocol, NOUN 

, SPACE 
demonstration, NOUN 
microdamage, NOUN 
produced, VERB 
vivo, NOUN 
Bone, NOUN 
1995;17(4, NUM 

, SPACE 
431–3, NUM 

, SPACE 
27, NUM 
Lajeunesse, PROPN 
D, PROPN 
Reboul, PROPN 
P., PROPN 
Subchondral, PROPN 
bone, NOUN 
osteoarthritis, NOUN 
biologic, ADJ 
link, NOUN 

, SPACE 
articular, ADJ 
cartilage, NOUN 
leading, VERB 
abnormal, ADJ 
remodeling, NOUN 
Curr, PROPN 
Opin, PROPN 
Rheumatol, PROPN 

, SPACE 
2003;15(5):628, PROPN 

, SPACE 
33, NUM 

, SPACE 
28, X 
Lane, PROPN 
LB, PROPN 
Bullough, PROPN 
PG, PROPN 
Age, NOUN 
related, VERB 
changes, NOUN 
thickness, NOUN 
calci, NOUN 
ﬁed, PROPN 
zone, PROPN 

, SPACE 
number, NOUN 
tidemarks, NOUN 
adult, NOUN 
human, ADJ 
articular, ADJ 
cartilage, NOUN 
J, PROPN 
Bone, PROPN 
Joint, PROPN 

, SPACE 
Surg, PROPN 
Br, PROPN 
1980;62(3):372, PROPN 
5, NUM 

, SPACE 
29, X 
Hwang, PROPN 
J, PROPN 
et, PROPN 
al, PROPN 
Increased, VERB 
hydraulic, ADJ 
conductance, NOUN 
human, ADJ 
articular, ADJ 
cartilage, NOUN 

, SPACE 
subchondral, ADJ 
bone, NOUN 
plate, NOUN 
progression, NOUN 
osteoarthritis, NOUN 
Arthritis, PROPN 
Rheum, PROPN 

, SPACE 
2008;58(12):3831, PROPN 
42, NUM 

, SPACE 
30, X 
Dieppe, PROPN 
P, PROPN 
et, PROPN 
al, PROPN 
Prediction, NOUN 
progression, NOUN 
joint, ADJ 
space, NOUN 
narrowing, NOUN 
osteoar-, X 

, SPACE 
thritis, NOUN 
knee, NOUN 
bone, NOUN 
scintigraphy, NOUN 
Ann, PROPN 
Rheum, PROPN 
Dis, PROPN 
1993;52(8):557, NUM 
63, NUM 

, SPACE 
31, NUM 
Ashraf, PROPN 
S, PROPN 
Walsh, PROPN 
DA, PROPN 
Angiogenesis, NOUN 
osteoarthritis, NOUN 
Curr, PROPN 
Opin, PROPN 
Rheumatol, PROPN 

, SPACE 
2008;20(5):573, NUM 
80, NUM 

, SPACE 
32, X 
Pesesse, PROPN 
L, PROPN 
Sanchez, PROPN 
C, PROPN 
Henrotin, PROPN 
Y., PROPN 
Osteochondral, PROPN 
plate, NOUN 
angiogenesis, NOUN 
new, ADJ 
treat-, ADJ 

, SPACE 
ment, ADJ 
target, NOUN 
osteoarthritis, NOUN 
Joint, PROPN 
Bone, PROPN 
Spine, PROPN 
2011;78(2):144, NUM 
9, NUM 

, SPACE 
33, NUM 
Fenwick, PROPN 
SA, PROPN 
Gregg, PROPN 
PJ, PROPN 
Rooney, PROPN 
P., PROPN 
Osteoarthritic, ADJ 
cartilage, NOUN 
loses, VERB 
ability, NOUN 
remain, VERB 

, SPACE 
avascular, NOUN 
Osteoarthritis, PROPN 
Cartilage, PROPN 
1999;7(5):441, NUM 
52, NUM 

, SPACE 
34, NUM 
Burr, PROPN 
DB, PROPN 
Increased, VERB 
biological, ADJ 
activity, NOUN 
subchondral, ADJ 
mineralized, VERB 
tissues, NOUN 
underlies, VERB 

, SPACE 
progressive, ADJ 
deterioration, NOUN 
articular, ADJ 
cartilage, NOUN 
osteoarthritis, NOUN 
J, PROPN 
Rheumatol2005;32(6):1156, PROPN 
8, NUM 
discussion, NOUN 
1158, NUM 
9, NUM 

, SPACE 
35, NUM 
Chabane, PROPN 
N, PROPN 
et, PROPN 
al, PROPN 
Histone, PROPN 
deacetylase, NOUN 
inhibitors, NOUN 
suppress, VERB 
interleukin-1beta-, NOUN 

, SPACE 
induced, VERB 
nitric, NOUN 
oxide, NOUN 
prostaglandin, VERB 
E2, NOUN 
production, NOUN 
human, ADJ 
chondrocytes, NOUN 

, SPACE 
Osteoarthritis, PROPN 
Cartilage, PROPN 
2008;16(10):1267, PROPN 
74, NUM 

, SPACE 
36, NUM 
Studer, NOUN 
R, NOUN 
et, PROPN 
al, PROPN 
Nitric, PROPN 
oxide, NOUN 
osteoarthritis, NOUN 
Osteoarthritis, PROPN 
Cartilage, PROPN 
1999;7(4, NOUN 

, SPACE 
377–9.217, NUM 
J., PROPN 
Pan, PROPN 
et, PROPN 
al, PROPN 
Bone, NOUN 
51, NUM 
2012, NUM 
212, NUM 
217, NUM 

, SPACE 
