~!~l, PROPN 
TCHR, PROPN 
e-, X 
dj, ADP 
J, PROPN 
24, NUM 

, SPACE 
qsr, NOUN 
conv+TCHR, PROPN 
measured, VERB 
dj, ADV 
estimated, VERB 

, SPACE 
flame, NOUN 
diameter, NOUN 
prior, ADV 
impingement, ADJ 
Shorin, PROPN 
Pechurkin, PROPN 

, SPACE 
1968, NUM 
found, VERB 
C3H, PROPN 
8, NUM 
+, CCONJ 
C4H10, NOUN 
flames, NOUN 

, SPACE 
T, NOUN 
7, NUM 
k, NOUN 
e, NOUN 
h~, PROPN 
-h, PUNCT 
w, PROPN 

, SPACE 
q~, NOUN 
+, NOUN 
TCHR, PROPN 
=, PUNCT 
~7, X 
7"8Re, NUM 
°, NUM 
;4ePre, PUNCT 
b7, PROPN 
p, NOUN 
25, NUM 

, SPACE 
L, PROPN 
<, X 
X~, PROPN 
correlated, VERB 
data, NOUN 
10, NUM 

, SPACE 
0, NUM 
07Re, NOUN 
°, NUM 
~Se, X 
<, X 
Nut, PROPN 
e, PROPN 
<, X 
0"22Rer, PROPN 
e, PROPN 
20b, NOUN 

, SPACE 
set, NOUN 
tests, NOUN 
surface, NOUN 
temperature, NOUN 
air, NOUN 
cooled, VERB 

, SPACE 
refractory, ADJ 
plate, NOUN 
maintained, VERB 
1280, NUM 
1420K., PROPN 

, SPACE 
convection, NOUN 
correlation, NOUN 

, SPACE 
0.035Rer, PROPN 
°, PROPN 
8, NUM 
<, X 
Nut, PROPN 
e, PROPN 
<, X 
0.125Rer, PROPN 
e, NOUN 
20c, PROPN 

, SPACE 
Prandt, PROPN 
number, NOUN 
effect, NOUN 
included, VERB 
coefficients, NOUN 

, SPACE 
related, VERB 
studies, NOUN 
Buhr, PROPN 
et, PROPN 
al, PROPN 
1973, NUM 
Kremer, PROPN 
et, PROPN 
al, PROPN 
1974, NUM 

, SPACE 
determined, VERB 
following, VERB 
modification, NOUN 
Sibulkin, PROPN 
equation, NOUN 

, SPACE 
q~, NOUN 
=, SYM 
O'0371Pr~, ADJ 
°, NUM 
'6peve(hS, NOUN 
hS, NUM 
21, X 
Turbulent, ADJ 
flows, NOUN 
Rauenzahn, PROPN 
1986, NUM 
calculated, VERB 
heat, NOUN 
flux, NOUN 

, SPACE 
surface, NOUN 
transient, ADJ 
temperature, NOUN 
field, NOUN 
copper, NOUN 

, SPACE 
block, NOUN 
assumed, ADJ 
form, NOUN 
surface, NOUN 
flux, NOUN 
distribution, NOUN 

, SPACE 
Anderson, PROPN 
Stresino, PROPN 
1963, NUM 

, SPACE 

, SPACE 
qr, INTJ 
conv+TCHR, PROPN 
=, PUNCT 
qs, VERB 
conv+, PROPN 
TCHR, PROPN 
e, PROPN 
26, NUM 

, SPACE 
r, NOUN 
o, NOUN 
termed, VERB 
spreading, VERB 
radius, NOUN 
heat, NOUN 
flux, NOUN 
distribution, NOUN 

, SPACE 
reduction, NOUN 
data, NOUN 
a---1, PROPN 
transient, ADJ 
inverse, NOUN 

, SPACE 
conduction, NOUN 
analysis, NOUN 
Gebhart, PROPN 
1993, NUM 
calculate, VERB 

, SPACE 
q~.conv+TCHR, NOUN 
q],conv+TCnR, ADJ 
qf=61, PROPN 
94, NUM 
kW, PROPN 

, SPACE 
L, NOUN 
=, SYM 
6, NUM 
8, NUM 
q~, NOUN 
+, NOUN 
TCHR, PROPN 
ranged, VERB 
645, NUM 
1210, NUM 
kW, PROPN 
m, PROPN 
2, NUM 
r, NOUN 
0, NUM 

, SPACE 
ranged, VERB 
7.3, NUM 
9.8, NUM 
cm, NOUN 
spreading, VERB 
radius, NOUN 
generally, ADV 
de-, X 

, SPACE 
creased, VERB 
L, PROPN 
decreased, VERB 
qf, PROPN 
increased, VERB 
Unfortunately, ADV 

, SPACE 
Int, PROPN 
J., PROPN 
Heat, PROPN 
Fluid, PROPN 
Flow, PROPN 
Vol, PROPN 
17, NUM 
4, NUM 
August, PROPN 
1996, NUM 
393, NUM 


, SPACE 
Flame, PROPN 
impingement, VERB 
heat, NOUN 
transfer, NOUN 
correlations, NOUN 
C., PROPN 
E., PROPN 
Baukal, PROPN 
B., PROPN 
Gebhart, PROPN 

, SPACE 
correlations, NOUN 
given, VERB 
q"s, PROPN 
+, PUNCT 
THR, PROPN 
r, NOUN 
0, NUM 
terms, NOUN 
L, PROPN 

, SPACE 
qf, PROPN 
constants, NOUN 
equation, NOUN 

, SPACE 
expected, VERB 
dependent, ADJ 
specific, ADJ 
experimental, ADJ 
condi-, NOUN 

, SPACE 
tions, NOUN 

, SPACE 
Average, ADJ 
convection, NOUN 
heat, NOUN 
transfer, NOUN 

, SPACE 
Laminar, PROPN 
flows, VERB 
1985, NUM 
studied, VERB 
pure, ADJ 
fuel, NOUN 
jet, NOUN 
flames, NOUN 
im-, VERB 

, SPACE 
pinging, VERB 
plate, NOUN 
fuel, NOUN 
flow, NOUN 
burner, NOUN 
nozzle, NOUN 

, SPACE 
laminar, NOUN 
buoyant, ADJ 
plume, NOUN 
impinging, VERB 
plate, NOUN 

, SPACE 
turbulent, ADJ 
found, VERB 
convective, ADJ 
heat, NOUN 
flux, NOUN 

, SPACE 
stagnation, NOUN 
zone, NOUN 
essentially, ADV 
constant, ADJ 

, SPACE 
q~, NOUN 
=, SYM 
31.2(qf, PROPN 
lZ)Rael/6pre, NOUN 
3.5, NUM 
27a, NOUN 

, SPACE 
R, PROPN 
<, X 
0.16, NUM 
flux, NOUN 
decreased, VERB 
R, NOUN 
wall, PROPN 
jet, NOUN 
region, NOUN 

, SPACE 
q~, X 
=, X 
1.46R-, NUM 
1.63(qf, PROPN 
l, PROPN 
2)Rae, PROPN 
1/6, NUM 
pr, ADP 
e, NOUN 
3/5, NUM 
27b, NOUN 

, SPACE 
R, PROPN 
>, X 
0.16, NUM 
cases, NOUN 
10, NUM 
9, NUM 
<, X 
Ra, PROPN 
<, X 
1014, NUM 
Pr, PROPN 
~, PUNCT 
0.7, NUM 

, SPACE 
Rayleigh, PROPN 
number, NOUN 
defined, VERB 

, SPACE 
Ra-, X 
2, NUM 
3, NUM 
gf, NOUN 
~, PROPN 
eqflj, PROPN 
peCpeVe, PROPN 
27C, NUM 

, SPACE 
correlations, NOUN 
given, VERB 
measured, ADJ 
radiation, NOUN 
heat, NOUN 
flux, NOUN 

, SPACE 
accounted, VERB 
26, NUM 
total, ADJ 
heat, NOUN 
flux, NOUN 
radiant, ADJ 

, SPACE 
flux, NOUN 
specifically, ADV 
excluded, VERB 
correlations, NOUN 

, SPACE 
Turbulent, ADJ 
flows, NOUN 
Shorin, PROPN 
Pechurkin, PROPN 
1968, NUM 
determined, VERB 

, SPACE 
average, ADJ 
heat, NOUN 
transfer, NOUN 
function, NOUN 
R, NOUN 

, SPACE 
=, NOUN 
6.44Re, NUM 
°, NUM 
'4pre, PUNCT 
e, NOUN 
°, NOUN 
'36(L, NOUN 
xD2L, PROPN 
qb, PROPN 
cony, PROPN 
rb, X 

, SPACE 
×r, PROPN 
0.08l, PROPN 
-0.081, PUNCT 
e-36y, PROPN 

, SPACE 
X, PROPN 
t, PROPN 
e, PROPN 
t, PROPN 
w, NOUN 
28, NUM 

, SPACE 
Flames, NOUN 
parallel, ADJ 
plane, NOUN 
surface, NOUN 

, SPACE 
configuration, NOUN 
useful, ADJ 
studying, VERB 
heat, NOUN 
transfer, NOUN 

, SPACE 
high, ADJ 
speed, NOUN 
airfoils, NOUN 
high, ADJ 
temperatures, NOUN 
occur, VERB 

, SPACE 
leading, VERB 
edge, NOUN 
useful, ADJ 
studying, VERB 
heat, NOUN 
transfer, NOUN 

, SPACE 
flames, NOUN 
walls, NOUN 
furnace, NOUN 
experimental, ADJ 
conditions, NOUN 

, SPACE 
studies, NOUN 
given, VERB 
Table, NOUN 
4, NUM 

, SPACE 
Local, ADJ 
convection, NOUN 
heat, NOUN 
transfer, NOUN 
thermochemical, ADJ 

, SPACE 
heat, NOUN 
release, NOUN 

, SPACE 
Laminar, PROPN 
flows, VERB 
Woodruff, NOUN 
Giedt, PROPN 
1966, NUM 
studied, VERB 
con-, ADJ 

, SPACE 
figuration, NOUN 
shown, VERB 
Figure, PROPN 
4a, PROPN 
simulated, VERB 
air, NOUN 
foil, NOUN 
BOR, PROPN 
ER, PROPN 

, SPACE 

, SPACE 
TARGET, PROPN 

, SPACE 
b, PROPN 

, SPACE 
Figure, NOUN 
4, NUM 
Flames, PROPN 
impinging, VERB 
plane, NOUN 
surfaces, NOUN 

, SPACE 
best, ADJ 
fit, NOUN 
experimental, ADJ 
data, NOUN 
obtained, VERB 

, SPACE 
q~, PROPN 
TCHR, PROPN 
=, NOUN 
~, PUNCT 
oPre, PROPN 
2/3, NUM 
1, NUM 
+, X 
Le, PROPN 
e, NOUN 
H, NOUN 
1)heCH, NUM 

, SPACE 
~, PUNCT 
h~, PROPN 

, SPACE 
×, PROPN 
r, NOUN 
h~, PROPN 
29a, NUM 

, SPACE 
boundary, ADJ 
layer, NOUN 
thickness, NOUN 
~, PUNCT 
measured, VERB 
Pitot, PROPN 
tube, NOUN 

, SPACE 
empirical, ADJ 
curve, NOUN 
fit, NOUN 
data, NOUN 
given, VERB 

, SPACE 
8, NUM 
=, NOUN 
0.0139e, NOUN 
°, NOUN 
'3~2r, NUM 
+, CCONJ 
0.152((e, X 
°, NUM 
7, NUM 
°, NUM 
3r, NUM 
1)/e, NUM 
°, NUM 
625r, PROPN 
°, NUM 
5, NUM 
29b, NUM 

, SPACE 
r, NOUN 
distance, NOUN 
plate, NOUN 
measured, VERB 
inches, NOUN 

, SPACE 
leading, VERB 
edge, NOUN 
best, ADJ 
fit, NOUN 
heat, NOUN 
flux, NOUN 
data, NOUN 
Le, PROPN 
=, NUM 
3.0, NUM 

, SPACE 
Turbulent, ADJ 
flows, NOUN 
Giedt, PROPN 
et, PROPN 
al, PROPN 
1960, NUM 
tested, VERB 
array, NOUN 
fuel, NOUN 
rich, ADJ 

, SPACE 
C2H, PROPN 
2, NUM 
flames, NOUN 
parallel, ADJ 
flow, NOUN 
flat, ADJ 
plate, NOUN 
shown, VERB 
Figure, PROPN 

, SPACE 
4a, PROPN 
heat, NOUN 
flux, NOUN 
data, NOUN 
correlated, VERB 
form, NOUN 

, SPACE 
equation, NOUN 
recommended, VERB 
Eckert, PROPN 
1956, NUM 

, SPACE 
q~, NOUN 
+, CCONJ 
TCH, PROPN 
R, PROPN 
=, NOUN 
I¢/r, INTJ 
0.02961, NUM 
~, PUNCT 
e, NOUN 
~, PROPN 
SP-~l/3, NOUN 
t~, X 
30a, NUM 

, SPACE 
r, NOUN 
distance, NOUN 
leading, VERB 
edge, NOUN 
equation, NOUN 
underpre-, NOUN 

, SPACE 
dicted, VERB 
experimental, ADJ 
data, NOUN 
25, NUM 
derived, VERB 
correction, NOUN 
factor, NOUN 

, SPACE 
added, VERB 
H, PROPN 
atom, NOUN 
recombination, NOUN 
reaction, NOUN 

, SPACE 
7¢, PROPN 
---0, PUNCT 
s, PART 
1,3, NUM 

, SPACE 
q~, NOUN 
+, NOUN 
TCHR, PROPN 
=, PUNCT 
r, NOUN 
0'0296Rer, ADJ 
p-~, NOUN 

, SPACE 
×[1, PROPN 
+, PROPN 
QH(mH, PROPN 
e, PROPN 
mH, NUM 
W, PROPN 

, SPACE 

, SPACE 
M=(mH, PROPN 
w, PROPN 
--mR, PROPN 
e, NOUN 
1, NUM 
--mH, NOUN 
e, NOUN 

, SPACE 
QH, PROPN 
=, SYM 
436, NUM 
ld, ADJ 
kg, NOUN 
mole, ADJ 

, SPACE 
Table, PROPN 
4, NUM 
Experimental, ADJ 
conditions, NOUN 
flames, NOUN 
impinging, VERB 
parallel, NOUN 
plane, NOUN 
surfaces, NOUN 

, SPACE 
Heat, NOUN 
transfer, NOUN 
mechanisms, NOUN 

, SPACE 
Location, PROPN 
Forced, VERB 
conv, ADJ 
TCHR, PROPN 
Radiation, PROPN 
Oxidizer, PROPN 
n, NOUN 
Fuel, PROPN 
Reference, PROPN 

, SPACE 
Local, PROPN 
v, NOUN 
~, PUNCT 
~/, PROPN 
02, NUM 
laminar, NOUN 

, SPACE 
x/, PROPN 
~/, PROPN 
02, NUM 
turbulenta, NOUN 

, SPACE 
x/, PROPN 
~/, PROPN 
air, PROPN 
4800, NUM 
270,000, NUM 
2.5, NUM 
C2H, PROPN 
2, NUM 
Woodruff, PROPN 
Giedt, PROPN 
1966, NUM 

, SPACE 
2.5, NUM 
C2H, PROPN 
2, NUM 
Giedt, PROPN 
et, PROPN 
al, PROPN 
1960, NUM 

, SPACE 
1.0, NUM 
coke, PROPN 
oven, ADJ 
gas, NOUN 
~, NOUN 
r, PROPN 
Chigier, PROPN 
1968, NUM 

, SPACE 
aAccording, PROPN 
author, NOUN 
qualitative, ADJ 

, SPACE 
394, NUM 
Int, PROPN 
J., PROPN 
Heat, PROPN 
Fluid, PROPN 
Flow, PROPN 
Vol, PROPN 
17, NUM 
4, NUM 
August, PROPN 
1996, NUM 


, SPACE 
Flame, PROPN 
impingement, VERB 
heat, NOUN 
transfer, NOUN 
correlations, NOUN 
C., PROPN 
E., PROPN 
Baukal, PROPN 
B., PROPN 
Gebhart, PROPN 

, SPACE 
QH, PROPN 
H, PROPN 
atom, NOUN 
heat, NOUN 
recombination, NOUN 
mu, PROPN 
H, PROPN 
atom, VERB 

, SPACE 
mole, ADJ 
fraction, NOUN 
correlated, VERB 
data, NOUN 
15, NUM 

, SPACE 
Local, ADJ 
convection, NOUN 
radiation, NOUN 
heat, NOUN 
transfer, NOUN 

, SPACE 
Turbulent, PROPN 
flows, NOUN 
Be6r, PROPN 
Chigier, PROPN 
1968, NUM 
studied, VERB 
flames, NOUN 
im-, ADP 

, SPACE 
pinging, VERB 
20, NUM 
°, NUM 
angle, NOUN 
furnace, NOUN 
hearth, NOUN 
Figure, PROPN 
4b, PROPN 

, SPACE 
correlation, NOUN 
total, ADJ 
heat, NOUN 
flux, NOUN 
given, VERB 

, SPACE 
0.8, NUM 

, SPACE 
q, NOUN 
+, NOUN 
tad, NOUN 
=, X 
kmax, PROPN 
r, NOUN 
O'13Re, VERB 
/max, X 
tw, X 
31, NUM 

, SPACE 
velocity, NOUN 
Reynolds, PROPN 
number, NOUN 
maximum, ADJ 
velocity, NOUN 

, SPACE 
measured, VERB 
axial, ADJ 
distance, NOUN 
point, NOUN 
impingement, NOUN 

, SPACE 
temperature, NOUN 
tma, PROPN 
x, PROPN 
maximum, ADJ 
temperature, NOUN 
measured, VERB 

, SPACE 
axial, ADJ 
distance, NOUN 
point, NOUN 
impingement, NOUN 
Prandtl, PROPN 

, SPACE 
number, NOUN 
0.7, NUM 
assumed, VERB 

, SPACE 
Recommendations, NOUN 

, SPACE 
studies, NOUN 
considered, VERB 
multiple, ADJ 
heat, NOUN 
transfer, NOUN 

, SPACE 
mechanisms, NOUN 
important, ADJ 
example, NOUN 
radiation, NOUN 

, SPACE 
forced, VERB 
convection, NOUN 
heat, NOUN 
transfer, NOUN 
important, ADJ 
study, NOUN 

, SPACE 
~, NOUN 
r, NOUN 
Chigier, PROPN 
1968, NUM 
little, ADJ 
work, NOUN 
try, VERB 

, SPACE 
separate, VERB 
mechanisms, NOUN 
determine, VERB 
relative, ADJ 

, SPACE 
importance, NOUN 
investigated, VERB 
help, VERB 

, SPACE 
optimizing, VERB 
heating, NOUN 
processes, NOUN 
instance, NOUN 
radiation, NOUN 
impor-, X 

, SPACE 
tant, NOUN 
given, VERB 
set, NOUN 
conditions, NOUN 
beneficial, ADJ 
optimize, VERB 

, SPACE 
surface, NOUN 
radiation, NOUN 
properties, NOUN 
target, NOUN 
heat, NOUN 
transfer, NOUN 

, SPACE 
mechanisms, NOUN 
natural, ADJ 
convection, NOUN 
condensation, NOUN 

, SPACE 
received, VERB 
little, ADJ 
attention, NOUN 
important, ADJ 

, SPACE 
certain, ADJ 
operating, NOUN 
conditions, NOUN 
example, NOUN 
condensation, NOUN 

, SPACE 
dominant, ADJ 
mechanism, NOUN 
target, NOUN 
surface, NOUN 
tempera-, ADJ 

, SPACE 
ture, NOUN 
condensation, NOUN 
point, NOUN 
water, NOUN 
vapor, NOUN 

, SPACE 
combinations, NOUN 
geometry, NOUN 
operating, VERB 

, SPACE 
conditions, NOUN 
empirical, ADJ 
heat, NOUN 
transfer, NOUN 
correlations, NOUN 
exist, VERB 

, SPACE 
intent, NOUN 
detailed, ADJ 
list, NOUN 
possible, ADJ 

, SPACE 
experiments, NOUN 
general, ADJ 
types, NOUN 
experi-, NOUN 

, SPACE 
ments, NOUN 
suggested, VERB 

, SPACE 
Flames, NOUN 
impinging, VERB 
normal, ADJ 
cylinder, NOUN 
flames, NOUN 

, SPACE 
turbulent, ADJ 
forced, VERB 
convection, NOUN 
stagnation, NOUN 
point, NOUN 

, SPACE 
studied, VERB 
correlations, NOUN 
determined, VERB 
local, ADJ 

, SPACE 
convection, NOUN 
heat, NOUN 
transfer, NOUN 
TCHR, PROPN 
correlation, NOUN 

, SPACE 
Equation, PROPN 
8, NUM 
given, VERB 
average, ADJ 
convection, NOUN 
heat, NOUN 

, SPACE 
transfer, NOUN 
TCHR, PROPN 
Unfortunately, ADV 
flow, NOUN 
type, NOUN 
speci-, NOUN 

, SPACE 
fied, VERB 
radiation, NOUN 
correlations, NOUN 
Equations, PROPN 
9a, PROPN 
b, NOUN 
10, NUM 
deter-, NOUN 

, SPACE 
mined, VERB 
Hustad, PROPN 
co, NOUN 
workers, NOUN 
1991, NUM 
Hustad, PROPN 
et, PROPN 
al, PROPN 
1992, NUM 

, SPACE 
specific, ADJ 
given, VERB 
operating, NOUN 
conditions, NOUN 
included, VERB 

, SPACE 
high, ADJ 
speed, NOUN 
flows, NOUN 
equations, NOUN 
nondimensional-, ADV 

, SPACE 
ized, ADJ 
outside, ADP 
known, VERB 
experimental, ADJ 

, SPACE 
conditions, NOUN 

, SPACE 
Flames, NOUN 
impinging, VERB 
normal, ADJ 
hemi, ADJ 
nosed, ADJ 
cylinder, NOUN 

, SPACE 
heat, NOUN 
transfer, NOUN 
stagnation, NOUN 
point, NOUN 
studied, VERB 

, SPACE 
heat, NOUN 
flux, NOUN 
locations, NOUN 
reported, VERB 
averaged, VERB 

, SPACE 
heat, NOUN 
flux, NOUN 
correlations, NOUN 
given, VERB 
radiation, NOUN 
laminar, NOUN 

, SPACE 
forced, VERB 
convection, NOUN 
correlations, NOUN 
type, NOUN 
reported, VERB 

, SPACE 
semianalytic, ADJ 
heat, NOUN 
transfer, NOUN 
equations, NOUN 

, SPACE 
geometry, NOUN 
Baukal, PROPN 
Gebhart, PROPN 
1996, NUM 

, SPACE 
Flames, NOUN 
impinging, VERB 
normal, ADJ 
plane, NOUN 
surface, NOUN 

, SPACE 
widely, ADV 
studied, VERB 
geometry, NOUN 
correlations, NOUN 

, SPACE 
reported, VERB 
local, ADJ 
turbulent, ADJ 
convection, NOUN 
heat, NOUN 
transfer, NOUN 

, SPACE 
TCHR, PROPN 
correlations, NOUN 
average, ADJ 
heat, NOUN 
transfer, NOUN 

, SPACE 
forced, VERB 
convection, NOUN 
correlations, NOUN 
kind, NOUN 

, SPACE 
specifically, ADV 
determined, VERB 
radiation, NOUN 
Flames, NOUN 
parallel, ADJ 
plane, NOUN 
surface, NOUN 

, SPACE 
studied, VERB 
geometry, NOUN 
pure, ADJ 
forced, VERB 
convection, NOUN 
correlations, NOUN 

, SPACE 
reported, VERB 
average, ADJ 
correlations, NOUN 
kind, NOUN 
given, VERB 

, SPACE 
radiation, NOUN 
combination, NOUN 
forced, VERB 
convection, NOUN 

, SPACE 
studied, VERB 
limited, ADJ 
set, NOUN 
conditions, NOUN 

, SPACE 
types, NOUN 
geometries, NOUN 
considered, VERB 

, SPACE 
example, NOUN 
flames, NOUN 
impinging, VERB 
normal, ADJ 
rectangular, ADJ 
bars, NOUN 

, SPACE 
shape, NOUN 
simulates, VERB 
typical, ADJ 
industrial, ADJ 
application, NOUN 
metal, NOUN 

, SPACE 
ingots, NOUN 
reheated, VERB 
prior, ADV 
entering, VERB 
rolling, NOUN 
mill, NOUN 

, SPACE 
combinations, NOUN 
fuels, NOUN 
oxidizers, NOUN 
equivalence, NOUN 
ra-, VERB 

, SPACE 
tios, NOUN 
remain, VERB 
correlated, VERB 
example, NOUN 
little, ADJ 
work, NOUN 

, SPACE 
oxidizers, NOUN 
air, NOUN 
pure, ADJ 
oxygen, NOUN 

, SPACE 
limited, ADJ 
number, NOUN 
studies, NOUN 
investigated, VERB 
effects, NOUN 

, SPACE 
furnace, NOUN 
enclosure, NOUN 
Flame, NOUN 
impingement, VERB 
heating, NOUN 
represents, VERB 

, SPACE 
important, ADJ 
technology, NOUN 
requires, VERB 
experimental, ADJ 
investi-, NOUN 

, SPACE 
gation, NOUN 

, SPACE 
Acknowledgment, PROPN 

, SPACE 
authors, NOUN 
thank, VERB 
Air, PROPN 
Products, PROPN 
Chemicals, PROPN 
Inc., PROPN 

, SPACE 
support, NOUN 
research, NOUN 

, SPACE 
References, PROPN 

, SPACE 
Anderson, PROPN 
J., PROPN 
E., PROPN 
Stresino, PROPN 
E., PROPN 
F., PROPN 
1963, NUM 
Heat, NOUN 
transfer, NOUN 
flames, NOUN 

, SPACE 
impinging, VERB 
flat, ADJ 
cylindrical, ADJ 
surface, NOUN 
J., PROPN 
Heat, PROPN 
Trans, PROPN 
85, NUM 

, SPACE 
49, NUM 
54, NUM 

, SPACE 
Baukal, PROPN 
C., PROPN 
E., PROPN 
Farmer, PROPN 
L., PROPN 
K., PROPN 
Gebhart, PROPN 
B., PROPN 
Chan, PROPN 
I., PROPN 
1996, NUM 
Heat, NOUN 

, SPACE 
transfer, NOUN 
mechanisms, NOUN 
flame, NOUN 
impingement, VERB 
heating, NOUN 
Proc, PROPN 
1995, NUM 

, SPACE 
Int, PROPN 
Gas, PROPN 
Research, PROPN 
Conference, PROPN 
D., PROPN 
A., PROPN 
Dolenc, PROPN 
ed, PROPN 
Government, PROPN 

, SPACE 
Institutes, PROPN 
Inc., PROPN 
Rockville, PROPN 
MD, PROPN 
Vol, PROPN 
2, NUM 
2277, NUM 
2287, NUM 

, SPACE 
Baukal, PROPN 
C., PROPN 
E., PROPN 
Gebhart, PROPN 
B., PROPN 
1995, NUM 
review, NOUN 
flame, NOUN 
impingement, VERB 

, SPACE 
heat, NOUN 
transfer, NOUN 
studies, NOUN 
2, NUM 
Measurements, NOUN 
Comb, PROPN 
Sci, PROPN 
Tech, PROPN 

, SPACE 
104, NUM 
359, NUM 
385, NUM 

, SPACE 
Baukal, PROPN 
C., PROPN 
E., PROPN 
Gebhart, PROPN 
B., PROPN 
1996, NUM 
review, NOUN 
semi, ADJ 
analytical, ADJ 

, SPACE 
solutions, NOUN 
flame, NOUN 
impingement, VERB 
heat, NOUN 
transfer, NOUN 
Int, ADJ 
J., PROPN 
Heat, PROPN 
Mass, PROPN 

, SPACE 
Transfer, PROPN 
39, NUM 
2989, NUM 
3002, NUM 

, SPACE 
Be6r, PROPN 
J., PROPN 
M., PROPN 
Chigier, PROPN 
N., PROPN 
A., NOUN 
1968, NUM 
Impinging, VERB 
Jet, PROPN 
Flames, PROPN 
Comb, PROPN 

, SPACE 
Flame, PROPN 
12,575, NUM 
586, NUM 

, SPACE 
Buhr, PROPN 
E., PROPN 
Haupt, PROPN 
G., PROPN 
Kremer, PROPN 
H., PROPN 
1973, NUM 
Heat, NOUN 
transfer, NOUN 

, SPACE 
impinging, VERB 
turbulent, ADJ 
jet, NOUN 
flames, NOUN 
plane, NOUN 
surfaces, NOUN 
Combustion, PROPN 

, SPACE 
Institute, PROPN 
European, PROPN 
Symposium, PROPN 
1973, NUM 
F., PROPN 
J., PROPN 
Weinberg, PROPN 
ed, PROPN 
Aca-, PROPN 

, SPACE 
demic, PROPN 
Press, PROPN 
New, PROPN 
York, PROPN 
607, NUM 
612, NUM 

, SPACE 
Conolly, ADJ 
R., PROPN 
Davies, NOUN 
R., PROPN 
M., PROPN 
1972, NUM 
study, NOUN 
convective, ADJ 
heat, NOUN 

, SPACE 
transfer, NOUN 
flames, NOUN 
Int, ADJ 
J., PROPN 
Heat, PROPN 
Mass, PROPN 
Trans, PROPN 
15, NUM 
2155, NUM 
2172, NUM 

, SPACE 
Davies, NOUN 
R., PROPN 
M., PROPN 
1965, NUM 
Heat, NOUN 
transfer, NOUN 
measurements, NOUN 
electrically, ADV 

, SPACE 
boosted, VERB 
flames, NOUN 
lOth, PROPN 
Symposium, PROPN 
International, PROPN 
Combustion, PROPN 

, SPACE 
Combustion, PROPN 
Institute, PROPN 
Pittsburgh, PROPN 
PA, PROPN 
755, NUM 
766, NUM 

, SPACE 
Davies, NOUN 
D., PROPN 
R., PROPN 
1979, NUM 
Heat, NOUN 
transfer, NOUN 
working, VERB 
flame, NOUN 
burners, NOUN 
B.S., PROPN 

, SPACE 
thesis, NOUN 
University, PROPN 
Salford, PROPN 
Salford, PROPN 
UK, PROPN 

, SPACE 
Eckert, PROPN 
E., PROPN 
R., PROPN 
G., PROPN 
1956, NUM 
Engineering, NOUN 
relations, NOUN 
heat, NOUN 
transfer, NOUN 

, SPACE 
friction, NOUN 
high, ADJ 
velocity, NOUN 
laminar, NOUN 
turbulent, ADJ 
boundary, ADJ 
layer, NOUN 

, SPACE 
flow, NOUN 
surfaces, NOUN 
constant, ADJ 
pressure, NOUN 
temperature, NOUN 
J., PROPN 

, SPACE 
Heat, PROPN 
Trans, PROPN 
78, NUM 
1273, NUM 
1283, NUM 

, SPACE 
Fairweather, PROPN 
M., PROPN 
Kilham, PROPN 
J., PROPN 
K., PROPN 
Mohebi, PROPN 
Ashtiani, PROPN 
A., NOUN 
1984, NUM 
Stag-, X 

, SPACE 
nation, NOUN 
point, NOUN 
heat, NOUN 
transfer, NOUN 
turbulent, ADJ 
methane, NOUN 
air, NOUN 
flames, NOUN 

, SPACE 
Comb, PROPN 
Sci, PROPN 
Tech, PROPN 
35, NUM 
225, NUM 
238, NUM 

, SPACE 
Fells, PROPN 
I., PROPN 
Harker, PROPN 
J., PROPN 
H., PROPN 
1968, NUM 
investigation, NOUN 
heat, NOUN 
transfer, NOUN 

, SPACE 
unseeded, ADJ 
propane, NOUN 
air, NOUN 
flames, NOUN 
augmented, VERB 
DC, PROPN 
electri-, NOUN 

, SPACE 
cal, NOUN 
power, NOUN 
Comb, PROPN 
Flame, PROPN 
12, NUM 
587, NUM 
596, NUM 

, SPACE 
Galloway, PROPN 
T., PROPN 
R., PROPN 
Sage, PROPN 
B., PROPN 
H., PROPN 
1968, NUM 
Thermal, ADJ 
material, NOUN 
transfer, NOUN 

, SPACE 
spheres, NOUN 
prediction, NOUN 
local, ADJ 
transport, NOUN 
Int, PROPN 
J., PROPN 
Heat, PROPN 
Mass, PROPN 

, SPACE 
Trans, PROPN 
11, NUM 
539, NUM 
549, NUM 

, SPACE 
Gebhart, PROPN 
B., PROPN 
1993, NUM 
Heat, PROPN 
Conduction, PROPN 
Mass, PROPN 
Diffusion, PROPN 
McGraw, PROPN 
Hill, PROPN 

, SPACE 
New, PROPN 
York, PROPN 

, SPACE 
Giedt, PROPN 
W., PROPN 
H., PROPN 
Cobb, PROPN 
L., PROPN 
L., PROPN 
Russ, PROPN 
E., PROPN 
J., PROPN 
1960, NUM 
Effect, NOUN 
hydrogen, NOUN 

, SPACE 
