Selective, ADJ 
Mosaic, ADJ 
image, NOUN 
scan, PROPN 

, SPACE 
demonstrating, VERB 
human, ADJ 
vimentin, NOUN 
staining, NOUN 
calvarial, ADJ 
defect, ADJ 
repair, NOUN 
utilising, VERB 
Healos, PROPN 
®, NOUN 
scaffold, NOUN 
14, NUM 
weeks, NOUN 
Images, NOUN 
H&E, NOUN 
staining, VERB 
defect, ADJ 
repair, NOUN 
100×, PROPN 
b, X 
human, ADJ 
vimentin, NOUN 

, SPACE 
staining, VERB 
demonstrating, NOUN 
survival, NOUN 
hESC, NOUN 
stromal, ADJ 
cells, NOUN 
defect, ADJ 
repair, NOUN 
100×, PROPN 
c, X 
H&E, NOUN 
staining, NOUN 
bone, NOUN 
formation, NOUN 
defect, ADJ 
repair, NOUN 
200×, PROPN 
d, X 
human, ADJ 
vimentin, NOUN 
staining, NOUN 

, SPACE 
demonstrating, VERB 
new, ADJ 
bone, NOUN 
growth, NOUN 
Healos, PROPN 
®, NOUN 
scaffold, NOUN 
200×).238, NUM 
L., PROPN 
Harkness, PROPN 
et, PROPN 
al, PROPN 
Bone, NOUN 
48, NUM 
2011, NUM 
231, NUM 
241, NUM 

, SPACE 
bone, NOUN 
growth, NOUN 
con, NOUN 
ﬁrming, VERB 
absence, NOUN 
hESC, NOUN 
stromal, ADJ 
cells, NOUN 

, SPACE 
PCLﬁlm, PROPN 
contribute, VERB 
bone, NOUN 
repair, NOUN 
3, NUM 
mm, NOUN 
circular, ADJ 

, SPACE 
sections, NOUN 
cut, VERB 
PCL, PROPN 
scaffold, NOUN 
prior, ADV 
insertion, NOUN 

, SPACE 
calvarial, ADJ 
defects, NOUN 
remaining, VERB 
portion, NOUN 
PCL, PROPN 
ﬁlm, NOUN 
continued, VERB 

, SPACE 
culture, NOUN 
stained, VERB 
AZR, PROPN 
d15, NOUN 
induction, NOUN 
Fig, PROPN 
5B, ADJ 

, SPACE 
supplementary, ADJ 
data, NOUN 
Staining, NOUN 
showed, VERB 
ﬁlm, NOUN 
osteo-, ADJ 

, SPACE 
conductive, ADJ 
vitro, X 
evidenced, VERB 
AZR, PROPN 
staining, VERB 
showing, VERB 
calcium, NOUN 

, SPACE 
deposition, NOUN 
cells, NOUN 
PCL, PROPN 
scaffold, NOUN 
undergoing, VERB 
osteogenic, ADJ 

, SPACE 
induction, NOUN 
Cells, NOUN 
seeded, VERB 
PCL, PROPN 
scaffold, NOUN 
undergo, VERB 

, SPACE 
osteogenic, ADJ 
induction, NOUN 
showed, VERB 
calcium, NOUN 
deposition, NOUN 
negative, ADJ 
stain-, ADJ 

, SPACE 
ing, ADJ 
Fig, PROPN 
5B, ADJ 
supplementary, ADJ 
data, NOUN 
non, PROPN 
induced, VERB 
ﬁlm, NOUN 
shows, VERB 
cells, NOUN 

, SPACE 
seeded, VERB 
grown, VERB 
DMEM, PROPN 
10, NUM 
FBS, PROPN 
analysis, NOUN 
bone, NOUN 

, SPACE 
regeneration, NOUN 
Healos, PROPN 
®, NOUN 
scaffold, NOUN 
μCT, NOUN 
scanning, NOUN 
showed, VERB 

, SPACE 
enhanced, VERB 
bone, NOUN 
growth, NOUN 
scaffold, NOUN 
seeded, VERB 
cells, NOUN 

, SPACE 
2, NUM 
14, NUM 
weeks, NOUN 
implantation, NOUN 
ﬁve, NOUN 
scaffolds, NOUN 

, SPACE 
implanted, VERB 
difference, NOUN 
observed, VERB 
cells, NOUN 
under-, X 

, SPACE 
going, VERB 
OB, PROPN 
differentiation, NOUN 
prior, ADV 
implantation, NOUN 
receiving, VERB 

, SPACE 
OB, NOUN 
induction, NOUN 
little, ADJ 
bone, NOUN 
regeneration, NOUN 
noted, VERB 

, SPACE 
Healos, PROPN 
®, NOUN 
scaffold, NOUN 
cells, NOUN 
implanted, VERB 
degree, NOUN 

, SPACE 
regeneration, NOUN 
comparison, NOUN 
Healos, PROPN 
®, NOUN 
hESC-, PROPN 

, SPACE 
stromal, ADJ 
cells, NOUN 
added, VERB 
presence, NOUN 
veri, PROPN 
ﬁed, PROPN 
staining, VERB 

, SPACE 
human, PROPN 
speci, NOUN 
ﬁc, INTJ 
vimentin, NOUN 
staining, NOUN 
Fig, PROPN 
5, NUM 
E, NOUN 

, SPACE 
osteocytes, NOUN 
determined, VERB 
new, ADJ 
bone, NOUN 
osteocytic, ADJ 
cell, NOUN 

, SPACE 
staining, VERB 
human, PROPN 
speci, NOUN 
ﬁc, INTJ 
vimentin, PROPN 
determined, VERB 

, SPACE 
Fig, PROPN 
5, NUM 
E, NOUN 
Healos, PROPN 
®, NOUN 
scaffold, NOUN 
effective, ADJ 
promoting, VERB 
bone, NOUN 

, SPACE 
formation, NOUN 
compared, VERB 
PCL, PROPN 
scaffold, NOUN 
cells, NOUN 
seen, VERB 

, SPACE 
bone, NOUN 
implants, NOUN 
unable, ADJ 
unequivocal, ADJ 

, SPACE 
determination, NOUN 
human, PROPN 
vs., X 
murine, PROPN 
origins, NOUN 
newly, ADV 
formed, VERB 

, SPACE 
bone, NOUN 

, SPACE 
Discussion, PROPN 

, SPACE 
present, ADJ 
study, NOUN 
provide, VERB 
evidence, NOUN 
stromal, ADJ 
cells, NOUN 

, SPACE 
obtained, VERB 
hESC, PROPN 
cultures, NOUN 
based, VERB 
selective, ADJ 
adherence, NOUN 
HA, NOUN 

, SPACE 
exhibit, VERB 
known, ADJ 
characteristics, NOUN 
hBMSC, ADJ 
phenotype, NOUN 
includingknown, ADJ 
surface, NOUN 
markers, NOUN 
ability, NOUN 
differentiate, VERB 
osteoblasts, NOUN 

, SPACE 
adipocyte, NOUN 
formation, NOUN 
ectopic, ADJ 
bone, NOUN 
implanted, VERB 
HA, PROPN 
TCP, NOUN 

, SPACE 
subcutaneously, ADV 
immune, ADJ 
de, X 
ﬁcient, NOUN 
mice, NOUN 
provide, VERB 
preliminary, ADJ 

, SPACE 
data, NOUN 
cells, NOUN 
functional, ADJ 
vivo, NOUN 
participate, VERB 
bone, NOUN 

, SPACE 
regeneration, NOUN 
mouse, NOUN 
calvarial, ADJ 
defect, NOUN 
model, NOUN 

, SPACE 
demonstrated, VERB 
stromal, ADJ 
cells, NOUN 
originate, VERB 
hESC, PROPN 

, SPACE 
murine, NOUN 
MEFs, PROPN 
MEFs, PROPN 
employed, VERB 
hESC, PROPN 
cultures, NOUN 
inactivated, VERB 

, SPACE 
replicate, VERB 
contribute, VERB 
stromal, ADJ 
cell, NOUN 
population, NOUN 
Addition-, PROPN 

, SPACE 
ally, NOUN 
hESC, PROPN 
cultured, ADJ 
Matrigel, PROPN 

, SPACE 
®, NOUN 
absence, NOUN 
MEFs, PROPN 

, SPACE 
hESC, NOUN 
colonies, NOUN 
visible, ADJ 
initially, ADV 
hESC, PROPN 
derived, VERB 
stromal, ADJ 
cells, NOUN 

, SPACE 
apparent, ADJ 
2, NUM 
3, NUM 
passages, NOUN 
cell, NOUN 
culture, NOUN 
Finally, ADV 
implanted, VERB 

, SPACE 
hESC, PROPN 
derived, VERB 
stromal, ADJ 
cells, NOUN 
calvarial, ADJ 
defect, NOUN 
model, NOUN 
stained, VERB 
positive, ADJ 

, SPACE 
human, PROPN 
speci, PROPN 
ﬁcv, PROPN 
m, VERB 
e, PROPN 
n, PROPN 
t, PROPN 
n, ADV 

, SPACE 
employed, VERB 
HA, PROPN 
isolate, VERB 
homogenous, ADJ 
population, NOUN 

, SPACE 
hESC, PROPN 
stromal, ADJ 
cells, NOUN 
produced, VERB 
hESC, PROPN 
cultured, VERB 
feeder, NOUN 
free, ADJ 

, SPACE 
conditions, NOUN 
presence, NOUN 
Matrigel, PROPN 
®, NOUN 
Culturing, VERB 
hESC, PROPN 
feeder-, NOUN 

, SPACE 
free, ADJ 
culture, NOUN 
conditions, NOUN 
Matrigel, PROPN 
®, NOUN 
demonstrated, VERB 

, SPACE 
induce, VERB 
sub, NOUN 
population, NOUN 
differentiated, ADJ 
ﬁbroblast, NOUN 
like, ADJ 
cells, NOUN 

, SPACE 
38,39, NOUN 
Stojkovic, PROPN 
et, PROPN 
al, PROPN 
showed, VERB 
cells, NOUN 
function, VERB 

, SPACE 
autogenic, ADJ 
feeders, NOUN 
capable, ADJ 
maintaining, VERB 
hESC, PROPN 
pluripotency, NOUN 
39, NUM 

, SPACE 
previous, ADJ 
investigators, NOUN 
tried, VERB 
establish, VERB 
homogenous, ADJ 

, SPACE 
culture, NOUN 
stromal, ADJ 
cells, NOUN 
13,16, X 
non, ADJ 
speci, ADJ 
ﬁc, INTJ 
culture, NOUN 
methods, NOUN 

, SPACE 
cell, NOUN 
sorting, VERB 
13, NUM 
CD105+/CD24, NUM 
−, PROPN 
isolation, NOUN 
morpho-, ADJ 

, SPACE 
logical, ADJ 
identi, NOUN 
ﬁcation, NOUN 
epithelial, ADJ 
like, ADJ 
cells, NOUN 
16, NUM 

, SPACE 
methods, NOUN 
cumbersome, ADJ 
time, NOUN 
consuming, VERB 
result, VERB 
cultures, NOUN 

, SPACE 
heterogeneous, ADJ 
cell, NOUN 
populations, NOUN 
contrast, NOUN 
enrichment, NOUN 
hESC-, PROPN 

, SPACE 
stromal, ADJ 
cells, NOUN 
hyaluronic, ADJ 
acid, NOUN 
matrix, NOUN 
easy, ADJ 
perform, VERB 

, SPACE 
exhibits, VERB 
high, ADJ 
degree, NOUN 
reproducibility, NOUN 
homogeneity, NOUN 

, SPACE 
resultant, NOUN 
cells, NOUN 

, SPACE 
ability, NOUN 
HA, NOUN 
enrich, VERB 
stromal, ADJ 
cells, NOUN 
dependent, ADJ 

, SPACE 
changes, NOUN 
CD44, PROPN 
expression, NOUN 
transition, NOUN 
hESC, PROPN 
Matrigel, PROPN 
®, PROPN 
aswe, PROPN 
observed, VERB 
hESC, PROPN 
CD44−and, NOUN 
hESC, PROPN 
stromal, ADJ 
cells, NOUN 

, SPACE 
positive, ADJ 
CD44, PROPN 
hESC, PROPN 
directly, ADV 
transferred, VERB 
HA, NOUN 

, SPACE 
intermediate, ADJ 
step, NOUN 
growth, NOUN 
Matrigel, PROPN 
®, NOUN 
cells, NOUN 
plated, VERB 

, SPACE 
Interestingly, PROPN 
HA, PROPN 
allow, VERB 
maintenance, NOUN 
pluripotent, NOUN 
hESC, PROPN 

, SPACE 
unpublished, ADJ 
observations, NOUN 
intermediate, ADJ 
step, NOUN 

, SPACE 
colonies, NOUN 
grown, VERB 
Matrigel, PROPN 
®, NOUN 
directly, ADV 
transferred, VERB 

, SPACE 
feeders, NOUN 
HA, VERB 
possible, ADJ 
emergence, NOUN 
hESC, PROPN 
stromal, ADJ 
cells, NOUN 
CD44, PROPN 
receptor, NOUN 
shedding, VERB 
changes, NOUN 
CD44, PROPN 
localisation, NOUN 

, SPACE 
occur, VERB 
response, NOUN 
stimulation, NOUN 
cytokines, NOUN 
present, ADJ 

, SPACE 
conditioned, VERB 
culture, NOUN 
media, NOUN 
40, NUM 

, SPACE 
HA, PROPN 
found, VERB 
contribute, VERB 
hESC, VERB 
stromal, ADJ 
cells, NOUN 
proliferative, VERB 

, SPACE 
abilities, NOUN 
morphology, NOUN 
phenotype, NOUN 
enhance, VERB 
differentiation, NOUN 

, SPACE 
potential, NOUN 
required, VERB 
initial, ADJ 
enrichment, NOUN 
step, NOUN 

, SPACE 
suggesting, VERB 
role, NOUN 
osteoblastic, ADJ 
cell, NOUN 
commitment, NOUN 
differenti-, NOUN 

, SPACE 
ation, NOUN 
contrast, NOUN 
recent, ADJ 
paper, NOUN 
Zou, PROPN 
et, PROPN 
al, PROPN 
41]demonstrated, VERB 

, SPACE 
addition, NOUN 
HA, PROPN 
bone, NOUN 
marrow, NOUN 
derived, VERB 
porcine, NOUN 
MSC, PROPN 

, SPACE 
presence, NOUN 
osteogenic, ADJ 
induction, NOUN 
medium, ADJ 
enhanced, VERB 
osteoblastic, ADJ 

, SPACE 
differentiation, NOUN 

, SPACE 
Current, ADJ 
protocols, NOUN 
osteogenic, ADJ 
adipogenic, ADJ 
chondrogenic, ADJ 

, SPACE 
differentiation, NOUN 
predominantly, ADV 
based, VERB 
methods, NOUN 

, SPACE 
differentiation, NOUN 
MSC, PROPN 
known, VERB 
methods, NOUN 

, SPACE 
optimal, ADJ 
differentiation, NOUN 
MSC, PROPN 
derived, VERB 
hESC, PROPN 
differential, ADJ 

, SPACE 
response, NOUN 
different, ADJ 
stem, NOUN 
cell, NOUN 
populations, NOUN 
differentiation, NOUN 
induc-, ADJ 

, SPACE 
tion, NOUN 
media, NOUN 
illustrated, VERB 
results, NOUN 
Hildebrandt, PROPN 
et, PROPN 
al, PROPN 
42, NUM 

, SPACE 
authors, NOUN 
investigated, VERB 
osteogenic, ADJ 
differentiation, NOUN 
cord, NOUN 
blood, NOUN 
derived, VERB 

, SPACE 
MSC, PROPN 
reported, VERB 
use, NOUN 
dexamethasone, NOUN 
10, NUM 

, SPACE 
−7, NOUN 
instead, ADV 

, SPACE 
usual, ADJ 
concentration, NOUN 
10−8, PROPN 
presence, NOUN 
MSG, PROPN 
CM, PROPN 

, SPACE 
SingleQuot, PROPN 
commercially, ADV 
available, ADJ 
media, NOUN 
growth, NOUN 
supplement, NOUN 

, SPACE 
increased, VERB 
expression, NOUN 
collagen, NOUN 
type, NOUN 
1, NUM 
deposition, NOUN 

, SPACE 
mineralised, VERB 
matrix, NOUN 
absence, NOUN 
BMP2, PROPN 
ﬁnding, NOUN 
parallels, VERB 

, SPACE 
use, NOUN 
dexamethasone, NOUN 
10−7that, NUM 
resulted, VERB 
high, ADJ 
collagen, NOUN 
type, NOUN 
1, NUM 

, SPACE 
production, NOUN 
enhanced, ADJ 
matrix, NOUN 
deposition, NOUN 
majority, NOUN 
reports, NOUN 

, SPACE 
osteogenic, ADJ 
adipogenic, ADJ 
induction, NOUN 
hESC, NOUN 
derived, VERB 
MSC, PROPN 
like, ADP 

, SPACE 
cells, NOUN 
employed, VERB 
standard, ADJ 
differentiation, NOUN 
protocols, NOUN 
osteogenic, ADJ 

, SPACE 
10, NUM 
serum, NOUN 
10, NUM 
mM, NUM 
β, X 
Glycerophosphate, PROPN 
50, NUM 
μM, NUM 
ascorbic, NOUN 
acid, NOUN 

, SPACE 
100, NUM 
nM, NUM 
dexamethasone, NOUN 
adipogenic, ADJ 
10, NUM 
serum, NOUN 
10, NUM 
μg, NOUN 
ml, PROPN 
insulin, NOUN 

, SPACE 
1μMd, PROPN 
e, PROPN 
x, PROPN 
m, PROPN 
e, PROPN 
t, PROPN 
h, NOUN 
s, PROPN 
o, NOUN 
n, NOUN 
e, NOUN 
0, NUM 
5, NUM 
μMI, PROPN 
B, PROPN 
M, PROPN 
Xa, PROPN 
n, PROPN 
d2, PROPN 
0, NUM 
0, NUM 
μM, NUM 
indomethacin, NOUN 

, SPACE 
varying, VERB 
results, NOUN 
16, NUM 
publications, NOUN 
examined, VERB 
9, NUM 

, SPACE 
attempted, VERB 
adipogenic, ADJ 
induction, NOUN 
failed, VERB 
differentiate, VERB 
cells, NOUN 

, SPACE 
10,14, X 
adipocytes, NOUN 
2, NUM 
reported, VERB 
cells, NOUN 
adipogenic, ADJ 
potential, NOUN 

, SPACE 
based, VERB 
oil, NOUN 
red, ADJ 
O, NOUN 
staining, NOUN 
15,17, NUM 
need, NOUN 

, SPACE 
optimized, VERB 
protocols, NOUN 
osteogenic, ADJ 
adipogenic, ADJ 
differentiation, NOUN 

, SPACE 
cells, NOUN 
derived, VERB 
hESC, PROPN 
Overall, ADV 
vitro, X 
osteoblastic, ADJ 

, SPACE 
adipocytic, ADJ 
cell, NOUN 
differentiation, NOUN 
protocols, NOUN 
currently, ADV 
use, NOUN 

, SPACE 
optimal, ADJ 
need, VERB 
complemented, VERB 
vivo, ADJ 
functional, ADJ 
assays, NOUN 

, SPACE 
number, NOUN 
different, ADJ 
chondrogenic, ADJ 
differentiation, NOUN 
protocols, NOUN 

, SPACE 
reported, VERB 
hESC, PROPN 
derived, VERB 
cells, NOUN 
included, VERB 
incubating, VERB 

, SPACE 
cells, NOUN 
conditioned, VERB 
media, NOUN 
hydrogels, NOUN 
culturing, VERB 
cells, NOUN 
pellets, NOUN 

, SPACE 
micromass, NOUN 
cultures, NOUN 
addition, NOUN 
number, NOUN 
different, ADJ 

, SPACE 
differentiation, NOUN 
factors, NOUN 
standard, ADJ 
protocol, NOUN 
chondrogenic, ADJ 

, SPACE 
differentiation, NOUN 
hBMSC, NOUN 
able, ADJ 
obtain, VERB 
chondrogenic, ADJ 
cells, NOUN 

, SPACE 
hESC, NOUN 
stromal, ADJ 
cells, NOUN 
studies, NOUN 
examined, VERB 
ability, NOUN 

, SPACE 
hESC, NOUN 
derived, VERB 
osteogenic, ADJ 
cells, NOUN 
chondrogenic, ADJ 
differentiation, NOUN 

, SPACE 
results, NOUN 
variable, ADJ 
Table, NOUN 
1, NUM 
Supplementary, PROPN 
data, NOUN 
studies, NOUN 

, SPACE 
demonstrated, VERB 
chondrogenic, ADJ 
differentiation, NOUN 
7,13,19, NUM 

, SPACE 
attempts, NOUN 
successful, ADJ 
10,14, X 
current, ADJ 

, SPACE 
protocol, NOUN 
inducing, VERB 
chondrogenesis, NOUN 
hESC, PROPN 
osteogenic, ADJ 
cells, NOUN 
needs, VERB 

, SPACE 
improvement, NOUN 
Alternatively, ADV 
observed, VERB 
regulation, NOUN 

, SPACE 
gene, NOUN 
expression, NOUN 
DLX5, PROPN 
43, NUM 
MSX2, PROPN 
44],b, NUM 
o, NOUN 
t, NOUN 
hk, PROPN 
n, PROPN 
o, PROPN 
w, PROPN 
nt, NOUN 
ob, ADP 
e, PROPN 

, SPACE 
expressed, VERB 
intramembranous, ADJ 
ossi, ADJ 
ﬁcation, NOUN 
suggesting, VERB 

, SPACE 
hESC, NOUN 
derived, VERB 
stromal, ADJ 
cells, NOUN 
recapitulate, VERB 
intramembranous, ADJ 

, SPACE 
endochondral, ADJ 
ossi, ADJ 
ﬁcation, NOUN 
addition, NOUN 
chondrogenic, ADJ 
cells, NOUN 

, SPACE 
identi, NOUN 
ﬁed, PROPN 
implants, NOUN 
subcutaneous, ADJ 
calvarial, ADJ 
defect, NOUN 

, SPACE 
hypothesis, NOUN 
needs, VERB 
veri, ADJ 
ﬁcation, NOUN 
future, ADJ 
studies, NOUN 

, SPACE 
Derivation, PROPN 
MSC, PROPN 
like, ADJ 
cells, NOUN 
hESC, PROPN 
previously, ADV 
reported, VERB 

, SPACE 
number, NOUN 
different, ADJ 
approaches, NOUN 
Table, NOUN 
1, NUM 
Supplementary, PROPN 
data)239, NUM 
L., PROPN 
Harkness, PROPN 
et, PROPN 
al, PROPN 
Bone, NOUN 
48, NUM 
2011, NUM 
231, NUM 
241, NUM 

, SPACE 
shows, VERB 
compilation, NOUN 
different, ADJ 
methods, NOUN 
results, NOUN 
obtained, VERB 

, SPACE 
methods, NOUN 
include, VERB 
direct, ADJ 
differentiation, NOUN 
employing, VERB 
withdrawal, NOUN 

, SPACE 
feeders, NOUN 
addition, NOUN 
PDGF, PROPN 
isolation, NOUN 
culture, NOUN 
spontaneous, ADJ 

, SPACE 
differentiation, NOUN 
10–12,14,17, NUM 
intermediate, ADJ 
EB, NOUN 
formation, NOUN 

, SPACE 
4–9, NUM 
co, ADJ 
culturing, VERB 
hESC, PROPN 
primary, ADJ 
bone, NOUN 
derived, VERB 
cells, NOUN 
18,21, NUM 

, SPACE 
OP9, PROPN 
cells, NOUN 
19, NUM 
periodontal, ADJ 
ligament, NOUN 
ﬁbroblasts, NOUN 
20, NUM 
addition, NOUN 

, SPACE 
methods, NOUN 
utilised, VERB 
isolation, NOUN 
mesenchymal, NOUN 
like, ADJ 
populationsbased, NOUN 
cell, NOUN 
sorting, VERB 
employing, VERB 
number, NOUN 
CD, NOUN 
marker, NOUN 
combinations, NOUN 

, SPACE 
CD13+/, PROPN 
−, PROPN 
CD71, PROPN 
+, PROPN 
CD105, PROPN 
+, CCONJ 
15, NUM 
CD105, PROPN 
+, PROPN 
CD24, PROPN 
−[13, PROPN 
Finally, ADV 

, SPACE 
culturing, VERB 
hESC, PROPN 
gelatin, NOUN 
coated, VERB 
plates, NOUN 
presence, NOUN 
fetal, ADJ 
calf, NOUN 
serum, NOUN 

, SPACE 
FCS, PROPN 
extensive, ADJ 
periods, NOUN 
reported, VERB 
enrich, VERB 

, SPACE 
homogeneous, ADJ 
population, NOUN 
cells, NOUN 
osteogenic, ADJ 
characteristics, NOUN 
14, NUM 

, SPACE 
reported, VERB 
studies, NOUN 
limitations, NOUN 

, SPACE 
publications, NOUN 
relied, VERB 
speci, PROPN 
ﬁcin, PROPN 
vitro, X 
criteria, NOUN 
osteoblastic, ADJ 

, SPACE 
phenotype, NOUN 
e.g., ADV 
staining, VERB 
mineralized, ADJ 
matrix, NOUN 
Von, PROPN 
Kossa, PROPN 
Alizarin, PROPN 

, SPACE 
Red, PROPN 
homogeneity, NOUN 
cells, NOUN 
examined, VERB 
detail, NOUN 

, SPACE 
addition, NOUN 
comparison, NOUN 
phenotype, NOUN 
established, VERB 

, SPACE 
osteoblastic, ADJ 
cells, NOUN 
performed, VERB 
think, VERB 

, SPACE 
hESC, PROPN 
stromal, ADJ 
cells, NOUN 
described, VERB 
represent, VERB 
good, ADJ 
alternative, NOUN 

, SPACE 
described, VERB 
methods, NOUN 
allowing, VERB 
generation, NOUN 
large, ADJ 

, SPACE 
number, NOUN 
functional, ADJ 
osteoblastic, ADJ 
cells, NOUN 
based, VERB 
vitro, X 
vivo, ADJ 

, SPACE 
criteria, NOUN 

, SPACE 
studies, NOUN 
demonstrated, VERB 
ability, NOUN 
hESC, NOUN 
derived, VERB 

, SPACE 
osteogenic, ADJ 
cells, NOUN 
form, VERB 
bone, NOUN 
vivo, NOUN 
4,9,45, NUM 
HA, NOUN 
enriched, VERB 

, SPACE 
hESC, PROPN 
stromal, ADJ 
cells, NOUN 
formed, VERB 
normal, ADJ 
bone, NOUN 
mixed, VERB 
implanted, VERB 

, SPACE 
HA, PROPN 
TCP, PROPN 
osteoconductive, ADJ 
scaffold, NOUN 
hESC, PROPN 
stromal, ADJ 
cells, NOUN 

, SPACE 
implanted, VERB 
Matrigel, PROPN 

, SPACE 
®, NOUN 
HA, PROPN 
TCP, PROPN 
form, VERB 
teratomas, NOUN 

, SPACE 
suggesting, VERB 
differentiation, NOUN 
homogeneity, NOUN 
resultant, NOUN 
cells, NOUN 

, SPACE 
Furthermore, ADV 
evidence, NOUN 
hESC, PROPN 
stromal, ADJ 
cells, NOUN 
functional, ADJ 
ability, NOUN 

, SPACE 
shown, VERB 
demonstrating, VERB 
bone, NOUN 
repair, NOUN 
critical, ADJ 
size, NOUN 
calvarial, ADJ 

, SPACE 
defect, ADJ 
model, NOUN 
classical, ADJ 
model, NOUN 
bone, NOUN 
regeneration, NOUN 
34, NUM 

, SPACE 
μCT, NOUN 
imaging, NOUN 
showed, VERB 
good, ADJ 
defect, ADJ 
repair, NOUN 
cells, NOUN 
implanted, VERB 

, SPACE 
osteoconductive, ADJ 
scaffold, NOUN 
Healos, PROPN 
®, NOUN 
PCL, PROPN 
ﬁlm, NOUN 

, SPACE 
differences, NOUN 
observed, VERB 
pattern, NOUN 

, SPACE 
formed, VERB 
bone, NOUN 
scaffolds, NOUN 
Bone, NOUN 
formed, VERB 
covered, VERB 
maximum, NOUN 

, SPACE 
25, NUM 
total, ADJ 
bone, NOUN 
defect, NOUN 
area, NOUN 
Healos, PROPN 
®, NOUN 
scaffold, NOUN 
vs., ADP 
76, NUM 
PCL, PROPN 
ﬁlm, NOUN 

, SPACE 
bone, NOUN 
formed, VERB 
PCL, PROPN 
ﬁlm, NOUN 
extension, NOUN 

, SPACE 
perimeter, NOUN 
ﬁlm, NOUN 
Healos, PROPN 
®, NOUN 
scaffold, NOUN 
new, ADJ 
bone, NOUN 
formed, VERB 

, SPACE 
perimeter, NOUN 
calvarial, ADJ 
defect, NOUN 
integrated, VERB 

, SPACE 
existing, VERB 
mouse, NOUN 
bone, NOUN 
limitation, NOUN 
results, NOUN 
inability, NOUN 
todemonstrate, NOUN 
newly, ADV 
formed, VERB 
bone, NOUN 
human, ADJ 
origin, NOUN 
Staining, VERB 

, SPACE 
human, PROPN 
speci, PROPN 
ﬁc, PROPN 
antibodies, VERB 
situ, NOUN 
hybridization, NOUN 
human, ADJ 

, SPACE 
Alu, PROPN 
sensitive, ADJ 
detect, VERB 
limited, ADJ 
number, NOUN 
osteocytic, ADJ 
cells, NOUN 

, SPACE 
present, ADJ 
newly, ADV 
formed, VERB 
bone, NOUN 
circumstantial, ADJ 

, SPACE 
evidence, NOUN 
makes, VERB 
improbable, ADJ 
bone, NOUN 
mouse, NOUN 
origin, NOUN 
Bone, NOUN 

, SPACE 
formed, VERB 
surface, NOUN 
PCL, PROPN 
ﬁlm, NOUN 
away, ADV 
edges, NOUN 

, SPACE 
defects, NOUN 
positive, ADJ 
staining, NOUN 
human, ADJ 
cells, NOUN 
observed, VERB 
cells, NOUN 

, SPACE 
surrounding, VERB 
newly, ADV 
formed, VERB 
bone, NOUN 
Healos, PROPN 

, SPACE 
®, NOUN 
scaffold, NOUN 

, SPACE 
Conversely, ADV 
theoretical, ADJ 
concern, NOUN 
newly, ADV 
formed, VERB 
bone, NOUN 

, SPACE 
mouse, NOUN 
origin, NOUN 
induced, VERB 
paracrine, ADJ 
factors, NOUN 

, SPACE 
secreted, VERB 
implanted, VERB 
cells, NOUN 
46, NUM 
lack, NOUN 
enhanced, VERB 
effect, NOUN 

, SPACE 
bone, NOUN 
regeneration, NOUN 
osteogenic, ADJ 
induction, NOUN 
cells, NOUN 
prior, ADV 

, SPACE 
implantation, NOUN 
supports, VERB 
hypothesis, NOUN 
hypothesis, NOUN 

, SPACE 
needs, VERB 
examination, NOUN 

, SPACE 
use, NOUN 
hESC, PROPN 
source, NOUN 
clinical, ADJ 
grade, NOUN 
cells, NOUN 
regenerative, ADJ 

, SPACE 
medicine, NOUN 
protocols, NOUN 
widely, ADV 
discussed, VERB 
addition, NOUN 

, SPACE 
mentioned, VERB 
ability, NOUN 
cell, NOUN 
proliferation, NOUN 
cell, NOUN 
differentiation, NOUN 

, SPACE 
cells, NOUN 
hypoimmunogenic, ADJ 
Drukker, PROPN 
et, PROPN 
al, PROPN 
47]reported, NOUN 

, SPACE 
low, ADJ 
expression, NOUN 
levels, NOUN 
MHC, PROPN 
class, NOUN 
absence, NOUN 

, SPACE 
MHC, PROPN 
class, NOUN 
II, PROPN 
molecules, NOUN 
immunostimulatory, NOUN 
response, NOUN 
hESC, PROPN 

, SPACE 
differentiated, ADJ 
derivatives, NOUN 
low, ADJ 
suggesting, VERB 
lesser, ADJ 
degree, NOUN 

, SPACE 
immune, ADJ 
suppression, NOUN 
required, VERB 
cell, NOUN 
therapy, NOUN 
protocols, NOUN 

, SPACE 
initiated, VERB 
Recent, ADJ 
development, NOUN 
generation, NOUN 
patient, PROPN 
speci, PROPN 
ﬁc, PROPN 

, SPACE 
induced, VERB 
pluripotent, NOUN 
stem, NOUN 
cells, NOUN 
iPSC, PROPN 
provide, VERB 
viable, ADJ 
alternative, NOUN 

, SPACE 
hESC, VERB 
generating, VERB 
patient, ADJ 
compatible, ADJ 
clinical, ADJ 
grade, NOUN 
cell, NOUN 

, SPACE 
iPS, ADP 
cells, NOUN 
current, ADJ 
forms, NOUN 
suitable, ADJ 
therapydue, ADJ 
concerns, NOUN 
related, VERB 
