ELSEVIER, PROPN 
G., PROPN 

, SPACE 
Amthauer, PROPN 
University, PROPN 
Salzburg, PROPN 
MSssbauer, PROPN 

, SPACE 
spectroscopy, NOUN 
interpretation, NOUN 
spectra, PROPN 
A., PROPN 

, SPACE 
Gerdes, PROPN 
ETH, PROPN 
Zlirich, PROPN 
providing, VERB 
access, NOUN 
ESEM, PROPN 

, SPACE 
short, ADJ 
notice, NOUN 
Th, PROPN 
Driesner, PROPN 
ETH, PROPN 
Zirich, PROPN 
X, NOUN 
ray, NOUN 

, SPACE 
diffraction, NOUN 
E., PROPN 
Verdurmen, PROPN 
Vrije, PROPN 
Universiteit, PROPN 
Ams-, PROPN 

, SPACE 
terdam, PROPN 
XRF, PROPN 
analysis, NOUN 
A., PROPN 
Hampe, PROPN 
University, PROPN 

, SPACE 
Giittingen, PROPN 
masterly, ADV 
manufacturing, VERB 
garnet, NOUN 

, SPACE 
crucibles, NOUN 
U., PROPN 
Eicke, PROPN 
U., PROPN 
KiShler, PROPN 
University, PROPN 

, SPACE 
Giittingen, PROPN 
manufacturing, VERB 
perfect, ADJ 
garnet, NOUN 
spheres, NOUN 

, SPACE 
grateful, ADJ 
discussions, NOUN 
M., PROPN 
Rosenhauer, PROPN 

, SPACE 
University, PROPN 
GGttingen, PROPN 
P., PROPN 
Signer, PROPN 
R., PROPN 
Wieler, PROPN 

, SPACE 
H., PROPN 
Baur, PROPN 
ETH, PROPN 
Ztich, PROPN 
Financial, ADJ 
support, NOUN 

, SPACE 
study, NOUN 
came, VERB 
ETH, PROPN 
Zurich, PROPN 
ETH, PROPN 
research, NOUN 

, SPACE 
project, NOUN 
o-20, VERB 
244, NUM 
88, NUM 
T.J.D., PROPN 
Deutsche, PROPN 

, SPACE 
Forschungsgemeinschaft, PROPN 
Programm, PROPN 
SPP, PROPN 

, SPACE 
Elementverteilungen, PROPN 
Ro, PROPN 
414/11, PROPN 
K.R., PROPN 

, SPACE 
European, PROPN 
Union, PROPN 
HCM, PROPN 
project, NOUN 
K.R., PROPN 
T.J.D, PROPN 

, SPACE 
gratefully, ADV 
acknowledged, VERB 
UC1, PROPN 

, SPACE 
References, PROPN 

, SPACE 
1, NUM 
HJ, NOUN 
Lippolt, PROPN 
E., PROPN 
Weigel, PROPN 
4He, NUM 
diffusion, NOUN 
40Ar, NUM 
retentive, NOUN 

, SPACE 
minerals, NOUN 
Geochim, PROPN 
Cosmochim, PROPN 
Acta, PROPN 
52, NUM 
1449-, NUM 
1458, NUM 
1988, NUM 

, SPACE 
2, X 
R., PROPN 
Bohr, PROPN 
HJ, PROPN 
Lippolt, PROPN 
R.S., PROPN 
Wemicke, PROPN 
Tempemture, NOUN 
in-, NOUN 

, SPACE 
duced, VERB 
4He, NUM 
degassing, NOUN 
specularite, PROPN 
botryoidal, ADJ 
haematite, NOUN 

, SPACE 
retentivity, NOUN 
study, NOUN 
I., PROPN 
Geophys, PROPN 
Res, PROPN 
99, NUM 
B9, PROPN 
17695-, NUM 

, SPACE 
17707, NUM 
1994, NUM 

, SPACE 
3, X 
T.W., PROPN 
Ttull, PROPN 
M.D., PROPN 
Kurz, PROPN 
WJ, PROPN 
Jenkins, NOUN 
Diffusion, NOUN 
cos-, PROPN 

, SPACE 
mogenic, ADJ 
3He, PROPN 
olivine, NOUN 
quartz, NOUN 
implications, NOUN 
exposure, NOUN 

, SPACE 
age, NOUN 
dating, VERB 
Earth, PROPN 
Planet, PROPN 
Sci, PROPN 
Lett, PROPN 
103, NUM 
241, NUM 
256, NUM 
1991, NUM 

, SPACE 
4, X 
S.R., PROPN 
Hart, PROPN 
diffusion, PROPN 
ln, ADJ 
olivine, NOUN 
Earth, PROPN 
Planet, PROPN 
Sci, PROPN 
Lett, PROPN 
70, NUM 

, SPACE 
297, NUM 
302, NUM 
1984, NUM 

, SPACE 
5, X 
T.W., PROPN 
Trull, PROPN 
M.D., PROPN 
Kurz, PROPN 
Experimental, ADJ 
measurements, NOUN 

, SPACE 
3He, NUM 
4He, NUM 
mobility, NOUN 
olivine, NOUN 
clinopyroxene, NOUN 
mag-, PROPN 

, SPACE 
matic, ADJ 
temperatures, NOUN 
Geochim, PROPN 
Cosmochim, PROPN 
Acta, PROPN 
57, NUM 
1313-, NUM 

, SPACE 
1324, NUM 
1993, NUM 
6, X 
H., PROPN 
Hiyagon, PROPN 
Retention, NOUN 
solar, ADJ 
helium, NOUN 
neon, NOUN 
1DPs, PROPN 

, SPACE 
deep, ADJ 
sea, NOUN 
sediment, NOUN 
Science, NOUN 
263, NUM 
1257, NUM 
1259, NUM 
1994, NUM 

, SPACE 
7, X 
J.L.R., PROPN 
Towet, PROPN 
T.H., PROPN 
Hansteen, PROPN 
Geothermobarometry, PROPN 

, SPACE 
fluid, ADJ 
inclusions, NOUN 
rock, NOUN 
Doddabetta, PROPN 
chamockite, NOUN 

, SPACE 
complex, ADJ 
southwest, PROPN 
India, PROPN 
Rend, PROPN 
Sot, PROPN 
Ital, PROPN 
Mineral, PROPN 
Petrol, NOUN 

, SPACE 
43, NUM 
65, NUM 
82, NUM 
1988, NUM 

, SPACE 
181, NUM 
J.K., PROPN 
Vry, PROPN 
P.E., PROPN 
Brown, PROPN 
Texturally, ADV 
early, ADJ 
fluid, ADJ 
inclusions, NOUN 

, SPACE 
garnets, NOUN 
evidence, NOUN 
prograde, NOUN 
metamorphic, ADJ 
path, NOUN 
Cootrib, PROPN 

, SPACE 
Mineral, PROPN 
Petrol, NOUN 
108,271, NUM 
282, NUM 
1991, NUM 

, SPACE 
9, X 
S., PROPN 
Elvevold, PROPN 
T., PROPN 
Andersen, PROPN 
Fluid, ADJ 
evolution, NOUN 
meta-, NOUN 

, SPACE 
morphism, NOUN 
increasing, VERB 
pressure, NOUN 
carbonic, ADJ 
nitrogen, PROPN 
bear-, PROPN 

, SPACE 
ing, ADJ 
fluid, ADJ 
inclusions, NOUN 
granulites, NOUN 
form, VERB 
Oksfjord, PROPN 
north, NOUN 
Nor-, ADV 

, SPACE 
wegian, ADJ 
Caledonides, PROPN 
Contrib, PROPN 
Mineral, PROPN 
Petrol, PROPN 
114.236, NUM 
246, NUM 

, SPACE 
1993, NUM 

, SPACE 
lo, X 
T.J., PROPN 
Dunai, PROPN 
J.L.R., PROPN 
Touret, PROPN 
noble, ADJ 
gas, NOUN 
study, NOUN 

, SPACE 
granulite, NOUN 
sample, NOUN 
Nilgiri, PROPN 
Hills, PROPN 
southern, ADJ 
India, PROPN 
impli-, PRON 

, SPACE 
cations, NOUN 
gmnulite, NOUN 
formation, NOUN 
Earth, PROPN 
Planet, PROPN 
Sci, PROPN 
Len, PROPN 
119, NUM 

, SPACE 
Z-71, PROPN 
281, NUM 
1993, NUM 

, SPACE 
l, NOUN 
T.J., PROPN 
Dunai, PROPN 
Mantle, PROPN 
derived, VERB 
CO, PROPN 
granulite, NOUN 
genesis, NOUN 
evi-, X 

, SPACE 
dence, NOUN 
noble, ADJ 
gases, NOUN 
Mineral, PROPN 
Mag, PROPN 
58A, NUM 
245, NUM 
246, NUM 
1994, NUM 

, SPACE 
12, NUM 
T.J., PROPN 
Dunai, PROPN 
D.R., PROPN 
Hilton, PROPN 
J.L.R., PROPN 
Touret, PROPN 
G., PROPN 
Markl, PROPN 
Gran-, ADJ 

, SPACE 
ulite, ADJ 
formation, NOUN 
mantle, PROPN 
CO, PROPN 
Evidence, NOUN 
Lofoten, PROPN 

, SPACE 
Vester&len, NUM 
Islands, PROPN 
Norway, PROPN 
EOS, PROPN 
76,678, NUM 
1995, NUM 

, SPACE 
13, NUM 
W.L., PROPN 
Bond, PROPN 
Making, VERB 
small, ADJ 
spheres, NOUN 
Rev., PROPN 
Sci, PROPN 
Iustrum, PROPN 
22, NUM 

, SPACE 
344, NUM 
345, NUM 
1951, NUM 

, SPACE 
141, NUM 
S.M., PROPN 
Fortier, PROPN 
BJ, PROPN 
Giletti, PROPN 
empirical, ADJ 
model, NOUN 
predict-, ADJ 

, SPACE 
ing, ADJ 
diffusion, NOUN 
coefticients, NOUN 
silicate, ADJ 
minerals, NOUN 
Science, PROPN 
245, NUM 

, SPACE 
1481, NUM 
1484, NUM 
1989, NUM 

, SPACE 
151, NUM 
L.C., PROPN 
Hsu, PROPN 
Selected, VERB 
phase, NOUN 
relationships, NOUN 
system, NOUN 
Al-, ADP 

, SPACE 
Mn, PROPN 
Fe, PROPN 
Si, ADJ 
O, NOUN 
H, NOUN 
model, NOUN 
garnet, NOUN 
equilibria, NOUN 
J., PROPN 
Petrol, PROPN 
9, NUM 

, SPACE 
40, NUM 
83, NUM 
1968, NUM 

, SPACE 
161, NUM 
S.L., PROPN 
Boettcher, PROPN 
Q., PROPN 
Guo, PROPN 
A., PROPN 
Montana, PROPN 
simple, ADJ 
device, NOUN 

, SPACE 
loading, NOUN 
gases, NOUN 
high, ADJ 
pressure, NOUN 
experiments, NOUN 
Mineral, PROPN 
74, NUM 

, SPACE 
1383, NUM 
1384, NUM 
1989, NUM 

, SPACE 
17, NUM 
C.L., PROPN 
Broadhurst, PROPN 
M.J., PROPN 
Drake, PROPN 
B.E., PROPN 
Hagee, PROPN 
T.J., PROPN 
Bematow-, PROPN 

, SPACE 
icz, PROPN 
Solubility, NOUN 
partitioning, NOUN 
Ar, PROPN 
anorthite, NOUN 
diopside, NOUN 

, SPACE 
forsterite, VERB 
spine1, NOUN 
synthetic, ADJ 
basaltic, ADJ 
liquids, NOUN 
Geochim, PROPN 
Cos-, NOUN 

, SPACE 
mochim, NOUN 
Acta, PROPN 
54,299, NUM 
309, NUM 
1990, NUM 

, SPACE 
18, X 
C.L., PROPN 
Broadhurst, PROPN 
M.J., PROPN 
Drake, PROPN 
B.E., PROPN 
Hagee, PROPN 
TJ, PROPN 
Bema-, X 

, SPACE 
towitz, PROPN 
Solubility, PROPN 
partitioning, NOUN 
Ne, PROPN 
Ar, PROPN 
Kr, PROPN 
Xe, PROPN 

, SPACE 
minerals, NOUN 
synthetic, ADJ 
basaltic, ADJ 
melts, NOUN 
Geochim, PROPN 
Cosmochim, PROPN 

, SPACE 
Acta, PROPN 
56, NUM 
709, NUM 
723, NUM 
1992, NUM 

, SPACE 
191, NUM 
H., NOUN 
Hiyagon, PROPN 
M., PROPN 
Ozima, PROPN 
Partitioning, PROPN 
noble, ADJ 
gases, NOUN 

, SPACE 
olivine, NOUN 
basalt, PROPN 
melt, PROPN 
Geochim, PROPN 
Cosmochim, PROPN 
Acta, PROPN 

, SPACE 
50,2O45, NUM 
2O57, NUM 
1986, NUM 

, SPACE 
20, NUM 
K., PROPN 
Roselieb, PROPN 
P., PROPN 
Blanc, PROPN 
H., PROPN 
Blittner, PROPN 
A., NOUN 
Jambon, PROPN 
W., PROPN 
Ram-, PROPN 

, SPACE 
mensee, PROPN 
M., PROPN 
Rosenhauer, PROPN 
D., PROPN 
Vielzeuf, PROPN 
H., PROPN 
Walter, PROPN 
Experi-, PROPN 

, SPACE 
mental, ADJ 
study, NOUN 
Ar, PROPN 
sorption, NOUN 
quartz, NOUN 
evidence, NOUN 
Argon, PROPN 

, SPACE 
incompatibility, NOUN 
Geochim, PROPN 
Cosmochim, PROPN 
Acta, PROPN 
submitted, VERB 

, SPACE 
21, NUM 
M.R., PROPN 
Carol1, PROPN 
D.S., PROPN 
Draper, PROPN 
Noble, ADJ 
gases, NOUN 
trace, NOUN 
elements, NOUN 

, SPACE 
magmatic, ADJ 
processes, NOUN 
Chem, PROPN 
Geol, PROPN 
117, NUM 
37, NUM 
56, NUM 
1994, NUM 

, SPACE 
22, NUM 
L., PROPN 
Paulmg, PROPN 
sizes, NOUN 
ions, NOUN 
structure, NOUN 
ionic, ADJ 

, SPACE 
crystals, NOUN 
J., PROPN 
Chem, NOUN 
Sot, PROPN 
49,765, NUM 
790, NUM 
1927, NUM 

, SPACE 
23, NUM 
G., PROPN 
Wagner, PROPN 
P., PROPN 
Van, PROPN 
den, NOUN 
Haute, PROPN 
Fission, PROPN 
Track, PROPN 
Dating, PROPN 

, SPACE 
Kluwer, PROPN 
Dordrecht, PROPN 
1992, NUM 

, SPACE 
TJ, PROPN 
Dunai, ADJ 
K., PROPN 
Roselieb, PROPN 
Earth, PROPN 
Planetary, PROPN 
Science, PROPN 
Letters, PROPN 
139, NUM 
1996, NUM 
411, NUM 
421, NUM 
421, NUM 

, SPACE 
24, NUM 
J.K.W., PROPN 
Lee, PROPN 
Multipath, PROPN 
diffusion, NOUN 
geochronology, PROPN 
Contrib, PROPN 

, SPACE 
Mineral, PROPN 
Petrol, NOUN 
120,60, NUM 
82, NUM 
1995, NUM 

, SPACE 
25, NUM 
E.P., PROPN 
Meagher, PROPN 
Silicate, PROPN 
garnets, NOUN 
Grthosilicates, PROPN 
P.H., PROPN 
Ribbe, PROPN 

, SPACE 
Ed, PROPN 
Rev., PROPN 
Mineral, PROPN 
5, NUM 
25, NUM 
66, NUM 
1982, NUM 

, SPACE 
26, NUM 
R.M., PROPN 
Barrer, PROPN 
D.E.W., PROPN 
Vaughan, PROPN 
Solution, NOUN 
diffusion, NOUN 

, SPACE 
helium, NOUN 
neon, NOUN 
tridymite, ADJ 
cristobalitc, NOUN 
Trans, PROPN 
Faraday, PROPN 

, SPACE 
Sot, PROPN 
63, NUM 
2215, NUM 
2290, NUM 
1961, NUM 

, SPACE 
U, X 
R.M., PROPN 
Barter, PROPN 
D.E.W., PROPN 
Vaughan, PROPN 
Trapping, VERB 
inert, ADJ 
gases, NOUN 

, SPACE 
sodalite, NOUN 
cancrinite, ADJ 
crystals, NOUN 
J., PROPN 
Phys, PROPN 
Chem, PROPN 
Solids, NOUN 
32, NUM 

, SPACE 
731, NUM 
743, NUM 
1971, NUM 

, SPACE 
1281, NUM 
I., PROPN 
Crank, PROPN 
Mathematics, PROPN 
Diffusion, PROPN 
Clatendon, PROPN 
Oxford, PROPN 

, SPACE 
1975, NUM 

, SPACE 
29, NUM 
J.W., PROPN 
Gramlich, PROPN 
JJ, PROPN 
Naughton, PROPN 
Nature, PROPN 
source, NOUN 
material, NOUN 

, SPACE 
ultramafic, ADJ 
minerals, NOUN 
Salt, PROPN 
Lake, PROPN 
Crater, PROPN 
Hawaii, PROPN 

, SPACE 
measurements, NOUN 
helium, NOUN 
argon, PROPN 
diffusion, NOUN 
J., PROPN 
Geophys, PROPN 

, SPACE 
Res, PROPN 
77, NUM 
17, NUM 
3032, NUM 
3042, NUM 
1972, NUM 

, SPACE 
301, NUM 
M.H., PROPN 
Dodson, PROPN 
Closure, NOUN 
tempemture, NOUN 
cooling, VERB 
geochronologi-, PRON 

, SPACE 
cal, ADJ 
petrological, ADJ 
systems, NOUN 
Contrib, PROPN 
Mineral, PROPN 
Petrol, PROPN 
40, NUM 

, SPACE 
259, NUM 
274, NUM 
1973, NUM 

, SPACE 
31, NUM 
K., PROPN 
Metxger, PROPN 
EJ, PROPN 
Essene, PROPN 
A.N., PROPN 
Hall&y, NOUN 
Closure, NOUN 
tempera-, SYM 

, SPACE 
ture, NOUN 
Sm, PROPN 
Nd, PROPN 
system, NOUN 
metamorphic, ADJ 
garnets, NOUN 
Earth, PROPN 

, SPACE 
Planet, PROPN 
Sci, PROPN 
Lett, PROPN 
113, NUM 
397, NUM 
409, NUM 
1992, NUM 

, SPACE 
32, NUM 
D., PROPN 
Vance, PROPN 
R.K., PROPN 
G’Nions, NOUN 
Prograde, VERB 
retrograde, VERB 
ther-, NOUN 

, SPACE 
mal, ADJ 
histories, NOUN 
Central, PROPN 
Swiss, PROPN 
Alps, PROPN 
Earth, PROPN 
Planet, PROPN 
Sci, PROPN 

, SPACE 
Len, PROPN 
114, NUM 
113, NUM 
129, NUM 
1992, NUM 
33, NUM 
B.J., PROPN 
Hensen, PROPN 
B., PROPN 
Zhou, PROPN 
Retention, PROPN 
isotopic, ADJ 
memory, NOUN 

, SPACE 
garnets, NOUN 
partially, ADV 
broken, VERB 
overprinting, VERB 
gran-, ADJ 

, SPACE 
ulite, ADJ 
facies, NOUN 
metamorphism, NOUN 
Implications, NOUN 
Sm, PROPN 
Nd, PROPN 
clo-, NOUN 

, SPACE 
sure, ADJ 
temperamre, NOUN 
Geology, PROPN 
23, NUM 
225, NUM 
228, NUM 
1995, NUM 

, SPACE 
34, NUM 
K., PROPN 
Metzger, PROPN 
G.N., PROPN 
Hanson, PROPN 
S.R., PROPN 
Bohlen, PROPN 
U, PROPN 
Pb, ADJ 
systemat-, NOUN 

, SPACE 
garnet, NOUN 
Dating, VERB 
growth, NOUN 
garnet, NOUN 
late, ADJ 
Ar-, NOUN 

, SPACE 
chaean, PROPN 
Pikwitonei, PROPN 
granulite, NOUN 
domain, NOUN 
Cauchon, PROPN 

, SPACE 
Natawahunan, PROPN 
Lakes, PROPN 
Manitoba, PROPN 
Canada, PROPN 
Contrib, PROPN 
Mineral, PROPN 

, SPACE 
Petrol, PROPN 
101, NUM 
136, NUM 
148, NUM 
1989, NUM 

, SPACE 
35, NUM 
T., PROPN 
Staudacher, PROPN 
CJ, PROPN 
Alltgte, PROPN 
cosmic, NOUN 
produced, VERB 

, SPACE 
3, NUM 
He/, PROPN 
Ne, PROPN 
ratio, NOUN 
ultramafic, ADJ 
rocks, NOUN 
Geophys, PROPN 
Res, PROPN 
Lett, PROPN 
20, NUM 

, SPACE 
1075, NUM 
1078, NUM 
1993, NUM 

, SPACE 
36, NUM 
T.E., PROPN 
Cerling, PROPN 
Dating, VERB 
geomotphologic, ADJ 
surfaces, NOUN 
cos-, NOUN 

, SPACE 
mogenic, ADJ 
Quat, PROPN 
Res, PROPN 
33, NUM 
148, NUM 
156, NUM 
1990, NUM 

, SPACE 
37, NUM 
T.W., PROPN 
Trull, PROPN 
E.T., PROPN 
Brown, PROPN 
B., PROPN 
Marty, PROPN 
G.M., PROPN 
Raisbeck, PROPN 
F., PROPN 

, SPACE 
Yiou, PROPN 
Cosmogenic, PROPN 
accumulation, NOUN 
Pleistocene, PROPN 

, SPACE 
beach, NOUN 
terraces, NOUN 
Death, PROPN 
Valley, PROPN 
California, PROPN 
USA, PROPN 
Implica-, PROPN 

, SPACE 
tions, NOUN 
cosmic, ADJ 
exposure, NOUN 
dating, VERB 
young, ADJ 
surfaces, NOUN 
hot, ADJ 

, SPACE 
climates, NOUN 
Chcm, PROPN 
Geol, PROPN 
119, NUM 
191, NUM 
207, NUM 
1995, NUM 

, SPACE 
38, NUM 
W.A., PROPN 
Deer, PROPN 
R.A., PROPN 
Howie, PROPN 
J., PROPN 
Zussman, PROPN 
Introduction, NOUN 

, SPACE 
Rock, PROPN 
Forming, PROPN 
Minerals, PROPN 
Longman, PROPN 
Essex, PROPN 
1992, NUM 

, SPACE 
39, NUM 
T.J., PROPN 
Dunai, PROPN 
Noble, ADJ 
gas, NOUN 
components, NOUN 
garnet, NOUN 
aplica-, ADJ 

, SPACE 
tions, NOUN 
exposure, NOUN 
age, NOUN 
dating, VERB 
prep, NOUN 

, SPACE 
